Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V33	6.32E-01	5.81E-01	5.11E+00	8.97E+00	8.32E+00	5.87E+00	9.00E-01	1.40E+00	6.37E-01	4.51E+00	6.27E+00	1.05E+00	4.10E+00	2.00E-01	3.84E+00
V34	3.65E+00	2.21E-01	2.37E+00	2.14E+00	1.56E+00	2.67E-01	2.15E+00	1.50E+00	7.92E-01	3.36E+00	3.35E-01	4.66E+00	3.25E+00	1.91E+00	5.93E-01
V35	1.52E+00	6.71E+00	4.62E+00	1.00E-01	7.22E-01	1.21E+00	3.42E-01	0.00E+00	7.35E+00	3.30E+00	1.72E+00	7.95E-01	3.14E+00	3.79E+00	2.00E-01
V36	3.67E-01	1.85E+00	1.86E+01	3.98E+00	2.99E+00	1.10E+00	3.12E+00	3.78E+00	2.90E+00	2.08E+01	1.20E+00	1.86E+00	1.88E+00	2.29E+00	1.31E+00
V37	1.14E+01	8.72E-01	3.42E-01	1.05E+01	1.08E+01	1.51E+00	7.06E-01	2.64E+00	1.07E+00	2.48E+00	8.23E-01	1.07E+01	9.43E+00	5.18E+00	8.51E+00
V38	2.08E+01	2.13E-01	2.50E+01	1.28E+01	1.33E+01	5.61E+00	5.09E+00	5.65E+00	0.00E+00	2.51E+01	5.80E+00	1.84E+01	1.22E+01	8.12E+00	3.30E+00
V39	3.68E+00	5.42E-01	2.22E+00	1.87E+01	1.78E+01	0.00E+00	5.68E+00	6.27E+00	1.33E-01	2.66E+00	6.00E-01	3.83E+00	4.01E+00	4.00E-01	1.47E+01
V40	6.07E+00	1.44E+00	2.03E+00	2.84E+01	2.67E+01	8.27E-01	4.85E+00	7.38E+00	1.13E+00	1.24E+00	1.00E+00	6.50E+00	2.99E+00	7.16E+00	6.35E+00
V41	6.09E+00	5.87E+00	1.43E+01	1.33E-01	5.62E-01	4.57E+00	7.54E+00	7.95E+00	6.34E+00	1.59E+01	4.47E+00	6.00E+00	8.02E+00	4.89E+00	3.10E+00
V42	4.58E-01	4.12E+00	8.82E-01	9.43E-01	3.96E-01	2.01E+00	2.09E+00	1.71E+00	5.10E+00	3.59E-01	1.37E+00	9.80E-01	2.00E-01	4.37E+00	7.27E-01
V43	6.27E+00	1.74E+01	2.68E+00	8.15E+00	8.94E+00	2.05E+00	1.23E+00	3.01E+00	1.67E+01	3.26E+00	2.34E+00	6.43E+00	1.14E+01	2.85E+00	7.13E+00
V44	9.45E-01	3.68E+00	5.20E+00	6.01E+00	5.10E+00	3.87E+00	1.06E+00	8.14E-01	3.57E+00	5.00E+00	3.83E+00	1.36E+00	3.90E+00	1.63E+00	2.50E+00
V45	1.08E+01	1.22E+01	3.71E+00	0.00E+00	0.00E+00	1.10E+01	1.40E+01	1.41E+01	1.17E+01	2.31E+00	1.29E+01	7.70E+00	6.94E+00	5.46E+00	5.23E+00
V46	3.93E+00	8.75E+00	7.22E-01	1.02E+01	9.34E+00	4.80E+00	1.69E+00	3.12E+00	8.10E+00	3.00E-01	6.78E+00	6.61E+00	6.05E-01	8.96E+00	2.99E+00
V47	2.00E-01	2.00E-01	1.06E+01	3.33E+00	4.10E+00	8.17E-01	1.79E+01	1.61E+01	1.53E-01	8.84E+00	1.67E+00	7.57E-01	3.23E+00	3.99E+00	3.43E+00
V48	4.67E-01	0.00E+00	9.12E-01	4.62E+00	4.56E+00	5.33E-01	0.00E+00	0.00E+00	0.00E+00	6.40E-01	1.25E+00	2.13E-01	4.42E-01	0.00E+00	7.06E-01
V49	1.51E+00	2.69E+00	0.00E+00	0.00E+00	0.00E+00	7.97E+00	1.13E+00	1.29E+00	2.52E+00	0.00E+00	8.13E+00	0.00E+00	2.12E+00	1.70E+00	4.73E+00
V50	6.92E+00	1.00E-01	1.62E+01	7.69E+00	6.07E+00	0.00E+00	8.11E+00	7.82E+00	0.00E+00	1.44E+01	1.80E+00	4.60E+00	1.38E+01	8.03E+00	7.30E+00
V51	5.34E+00	2.69E+00	4.81E+00	2.45E+01	2.22E+01	1.35E+00	1.40E+00	2.17E+00	3.62E+00	3.98E+00	9.98E-01	5.76E+00	1.51E+00	1.15E+00	2.88E+00
V52	5.40E+00	4.07E+00	4.00E-01	8.19E+00	7.99E+00	8.75E-01	2.13E+00	1.90E+00	5.25E+00	2.96E+00	1.20E+00	5.47E+00	3.54E+00	6.55E+00	4.98E+00
V53	1.78E+01	2.21E+01	2.63E+00	6.97E+00	6.06E+00	2.83E+00	5.86E-01	8.70E-01	2.21E+01	2.59E+00	7.99E+00	1.89E+01	5.71E+00	1.45E+01	6.83E+00
V54	9.00E-01	8.57E+00	3.38E+00	1.23E+01	9.39E+00	5.22E+00	8.51E+00	8.42E+00	7.59E+00	4.51E+00	4.69E+00	2.04E+00	6.33E+00	1.01E+01	5.26E+00
V55	2.53E+00	2.04E+00	2.86E+00	1.26E+00	2.35E+00	2.60E-01	6.63E-01	1.40E+00	1.25E+00	2.43E+00	2.38E+00	4.86E+00	1.45E+00	2.12E+00	1.29E+00
V56	7.28E+00	1.70E+01	2.87E+00	2.75E+00	3.18E+00	0.00E+00	3.12E+00	2.82E+00	1.61E+01	3.05E+00	2.24E+00	4.00E-01	6.00E+00	7.33E+00	1.77E+00
V57	2.50E+00	2.41E+00	9.06E+00	5.00E-01	1.91E+00	3.49E+00	4.85E+00	5.15E+00	2.30E+00	9.81E+00	3.15E+00	4.41E+00	5.65E+00	4.76E+00	2.86E+00
V58	8.10E+00	4.23E+00	5.29E+00	2.75E+00	3.72E+00	2.05E+00	6.46E-01	1.00E+00	3.63E+00	3.96E+00	2.57E+00	4.77E+00	9.06E+00	4.98E+00	1.44E+00
V59	1.52E+01	6.01E+00	8.01E+00	0.00E+00	0.00E+00	3.35E-01	2.00E-01	0.00E+00	4.46E+00	6.07E+00	6.50E+00	1.11E+01	1.77E+01	2.68E+00	4.73E-01
V60	8.62E-01	1.80E+01	1.27E+01	0.00E+00	0.00E+00	1.36E+01	3.94E+00	3.86E+00	1.76E+01	8.83E+00	1.27E+01	1.32E+00	5.46E+00	1.25E+01	4.35E+00
V61	2.41E+00	8.10E+00	2.37E+00	0.00E+00	0.00E+00	8.33E+00	1.34E+01	1.44E+01	8.48E+00	3.51E+00	9.51E+00	4.39E+00	5.98E+00	0.00E+00	1.97E+00
V62	7.42E+00	5.33E-01	2.61E+00	1.13E+01	1.25E+01	4.31E+00	4.66E+00	4.02E+00	6.80E-01	3.51E+00	4.83E+00	4.29E+00	7.43E+00	2.15E+00	1.61E+00
V63	3.86E+00	5.33E-01	5.25E+00	3.42E-01	1.10E+00	0.00E+00	8.16E-01	3.00E-01	3.94E-01	4.77E+00	0.00E+00	2.91E+00	2.27E+00	5.06E+00	1.00E-01
V64	6.62E+00	2.45E+00	3.68E+00	2.13E-01	4.73E-01	1.30E+00	9.75E-01	9.64E-01	2.26E+00	3.35E+00	7.46E-01	1.27E+00	5.67E+00	1.00E+00	7.89E-01
V65	7.38E+00	1.29E+01	1.97E+01	0.00E+00	0.00E+00	4.90E-01	8.60E+00	1.06E+01	1.17E+01	1.60E+01	1.00E-01	9.66E+00	1.66E+01	9.18E+00	8.88E-01
V66	7.30E-01	1.94E+00	8.88E-01	8.14E+00	6.39E+00	3.75E+00	5.62E+00	5.80E+00	2.32E+00	8.60E-01	4.76E+00	1.11E+00	3.09E+00	1.51E+00	4.80E+00
V67	7.69E+00	2.95E+00	1.89E+00	1.28E+01	1.18E+01	4.57E+00	9.20E+00	9.27E+00	1.52E+00	3.28E+00	3.23E+00	6.86E+00	8.75E+00	7.08E+00	4.14E+00
V68	2.03E+01	2.67E+01	2.63E+00	0.00E+00	0.00E+00	7.15E+00	0.00E+00	1.00E-01	2.35E+01	3.11E+00	1.62E+01	1.86E+01	1.72E+01	3.00E+00	2.65E+00
V69	4.47E-01	2.70E+00	1.07E+00	3.14E+00	3.68E+00	1.50E+00	1.82E+00	1.49E+00	1.96E+00	1.05E+00	2.04E+00	6.40E-01	1.04E+00	2.26E+00	1.86E+00
V70	1.32E+01	5.95E+00	1.16E+00	2.67E-01	8.30E-01	1.70E+01	1.58E+00	2.20E+00	5.13E+00	5.00E-01	1.73E+01	1.41E+01	9.52E+00	2.10E+00	8.54E-01
V71	2.69E+00	3.42E-01	2.35E+00	8.56E+00	8.34E+00	1.01E+01	1.87E+00	2.11E+00	5.78E-01	2.74E+00	6.23E+00	3.12E+00	1.24E+00	2.67E-01	7.98E+00
V72	8.94E+00	1.87E+00	2.57E+00	1.00E+01	6.66E+00	2.23E+00	1.75E+00	1.64E+00	1.65E+00	1.73E+00	1.94E+00	9.19E+00	1.17E+00	4.13E+00	5.02E+00
V73	3.82E+00	2.84E+00	5.57E+00	2.10E+00	1.94E+00	8.94E+00	3.42E-01	1.18E+00	3.39E+00	6.44E+00	1.00E+01	3.11E+00	3.75E+00	2.12E+00	6.47E+00
V74	5.96E+00	9.07E-01	4.67E+00	0.00E+00	4.00E-01	6.08E+00	8.00E-01	3.42E-01	6.74E-01	4.87E+00	4.44E+00	6.39E+00	4.76E+00	0.00E+00	2.19E+00
V75	5.76E+00	2.04E+01	2.78E+00	8.49E-01	1.45E+00	1.56E+00	3.85E+00	1.36E+00	1.74E+01	3.74E+00	2.75E+00	5.14E+00	4.94E+00	1.80E+01	1.94E+00
V76	3.14E+00	3.02E+00	4.03E+00	5.96E+00	5.71E+00	5.58E-01	1.17E+00	1.44E+00	3.38E+00	5.00E-01	6.00E-01	1.93E+00	2.94E+00	5.09E+00	4.99E-01
V77	1.26E+00	5.12E+00	1.48E+01	1.50E+01	1.69E+01	1.09E+00	2.03E+00	2.92E+00	4.47E+00	1.54E+01	1.73E+00	1.98E+00	1.21E+00	7.17E+00	8.18E+00
V78	1.37E+01	7.14E+00	1.34E+01	1.99E+00	1.47E+00	1.35E+00	9.52E-01	1.33E+00	7.85E+00	1.19E+01	9.32E+00	1.45E+01	1.58E+01	2.00E-01	1.58E+00
V79	9.55E-01	7.60E+00	5.72E+00	2.34E+01	2.34E+01	6.99E+00	7.36E+00	5.74E+00	6.43E+00	7.01E+00	6.64E+00	3.00E-01	2.57E+00	7.65E+00	9.83E+00
V80	6.56E+00	5.68E+00	8.54E-01	5.58E-01	1.34E+00	3.89E-01	6.15E-01	3.00E-01	6.99E+00	1.00E-01	2.13E-01	1.10E+00	7.50E+00	2.66E+00	6.96E-01
V81	0.00E+00	3.82E+00	1.53E+00	3.42E-01	1.33E-01	1.43E+01	2.77E+00	2.57E+00	2.93E+00	2.55E+00	1.45E+01	0.00E+00	0.00E+00	2.91E+00	4.57E+00
V82	5.45E+00	3.97E+00	5.20E+00	6.95E+00	5.22E+00	2.82E+00	7.85E+00	7.98E+00	3.25E+00	6.51E+00	2.71E+00	6.38E+00	5.21E+00	6.37E+00	3.52E+00
V83	4.82E-01	4.29E+00	3.14E+00	4.47E+00	2.74E+00	7.48E-01	1.61E+00	1.48E+00	1.67E+00	2.83E+00	1.91E+00	7.18E-01	4.04E+00	3.93E+00	6.99E-01
V84	1.77E+00	3.87E+00	1.64E+01	2.17E+01	1.99E+01	2.33E+00	1.62E+01	1.59E+01	3.41E+00	2.20E+01	3.57E+00	4.18E+00	5.80E+00	2.14E+01	1.56E+01
V85	9.58E+00	1.75E+00	2.52E+00	9.78E-01	7.31E-01	6.54E-01	1.38E+01	1.31E+01	1.42E+00	2.05E+00	3.94E+00	8.12E+00	6.41E+00	1.58E+00	3.36E+00
V86	1.27E+01	6.74E+00	8.93E+00	1.21E+01	1.15E+01	5.40E+00	3.24E+00	2.06E+00	6.87E+00	8.08E+00	1.10E+01	1.61E+01	7.31E+00	3.39E+00	3.76E+00
V87	2.14E+01	4.45E+00	1.33E+01	8.49E+00	7.93E+00	0.00E+00	2.86E+00	4.26E+00	3.47E+00	1.51E+01	1.00E-01	1.75E+01	1.38E+01	7.75E+00	2.77E+00
V88	1.66E+01	2.53E+00	7.52E-01	2.53E+00	2.05E+00	1.07E+00	0.00E+00	0.00E+00	2.03E+00	7.30E-01	1.23E+00	1.51E+01	1.25E+01	4.00E-01	2.14E+00
V89	0.00E+00	4.07E-01	4.90E+00	7.12E-01	6.40E-01	2.00E-01	5.23E+00	4.52E+00	4.07E-01	5.07E+00	0.00E+00	0.00E+00	0.00E+00	8.85E-01	8.09E-01
V90	1.19E+01	2.11E+00	2.15E+00	1.16E+01	1.14E+01	1.69E+01	1.34E+00	4.00E-01	1.51E+00	1.94E+00	1.56E+01	9.94E+00	3.58E+00	2.99E+00	7.49E+00
V91	3.00E-01	2.91E+00	4.89E+00	0.00E+00	1.00E-01	0.00E+00	7.00E+00	7.82E+00	3.19E+00	4.50E+00	1.20E+00	4.27E-01	1.32E+00	5.52E+00	4.23E-01
V92	0.00E+00	1.97E+00	2.73E+00	0.00E+00	0.00E+00	0.00E+00	2.69E-01	2.00E-01	2.13E+00	2.66E+00	4.00E-01	0.00E+00	9.00E-01	3.04E+00	2.00E-01
V93	6.46E+00	8.53E+00	6.14E+00	1.83E+01	1.57E+01	8.60E+00	1.39E+01	1.42E+01	9.34E+00	4.93E+00	9.96E+00	6.33E+00	1.59E+00	7.22E+00	1.14E+01
V94	0.00E+00	9.79E+00	0.00E+00	1.00E-01	1.03E+00	0.00E+00	2.72E+00	1.10E+00	9.07E+00	0.00E+00	5.00E-01	0.00E+00	0.00E+00	7.17E+00	7.63E-01
V95	5.32E+00	0.00E+00	1.15E+00	0.00E+00	0.00E+00	5.91E+00	2.02E+01	2.14E+01	5.04E-01	1.54E+00	3.77E+00	2.92E+00	1.09E+00	0.00E+00	3.86E+00
V96	5.49E+00	1.43E+01	1.58E+01	4.00E+00	3.72E+00	3.22E+00	1.13E+01	1.32E+01	1.40E+01	1.88E+01	3.30E+00	4.79E+00	9.49E+00	5.09E+00	6.18E+00
V97	3.89E+00	0.00E+00	1.77E+00	2.49E+00	1.54E+00	8.82E-01	5.26E-01	6.29E-01	0.00E+00	2.17E+00	1.68E+00	2.47E+00	5.07E+00	4.13E+00	3.17E+00
V98	2.96E+01	2.36E+01	2.07E+00	5.06E+00	3.23E+00	4.94E+00	1.95E+01	2.09E+01	2.15E+01	4.28E+00	4.34E+00	2.16E+01	2.29E+01	1.11E+01	1.35E+00
V99	5.67E+00	1.49E+01	3.07E-01	7.00E+00	7.55E+00	4.05E+00	4.00E-01	1.62E+00	1.37E+01	1.53E+00	2.52E+00	6.00E+00	7.87E+00	1.18E+01	3.68E+00
V100	0.00E+00	2.06E+01	1.77E+01	6.43E+00	5.29E+00	2.54E+00	6.15E-01	2.00E-01	1.97E+01	1.83E+01	3.02E+00	0.00E+00	0.00E+00	1.62E+01	1.69E+00
