MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:T:4	13	2	11	33	30	5	8	3	5	5	46	6	14	6	3	4	1	0	0	4	9	25	1	5	9	13	17	0	24	7	1	2	8	5	8	1	14	6	0	9	3	13	8	7	0	2	9	1	23	12	10	14	5	0	31	14	0	16	3	29	14	3	14	2	15	2	27	1	17	5	2	7	25	10	2	0	13	4	6	2	14	4	5	4	26	1	5	3	2	22	3	5	1	3	7	7	8	6	7	1
1:Del:T:5	78	6	66	3	196	6	82	47	12	1	4	4	67	14	3	0	2	0	4	39	109	46	2	22	38	32	90	3	3	15	12	0	21	113	36	1	242	60	0	66	19	2	5	9	29	3	0	1	0	23	112	80	10	2	343	109	11	195	10	88	55	19	20	49	77	0	7	2	372	24	11	2	15	63	62	8	0	0	10	83	20	3	1	32	18	1	113	1	36	42	5	24	2	0	2	49	35	68	115	72
1:Ins:C:0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1:Ins:C:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
1:Ins:C:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
1:Ins:C:3	0	1	0	3	3	1	0	0	0	3	1	0	2	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	3	2	1	0	4	0	0	0	0	0	1	0	2	0	0	2	1	0	0	3	1	0	0	2	0	0	0	0
1:Ins:C:4	1	1	4	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	1	1	0	1	0	0	2	3	1	0	3	0	0	0	0	5	0	2	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	1	4	0	0	0	0	0	0	2	4	0	0	0	1	2	2	0	0	1	3	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	1	0	2	0	0	2
1:Ins:C:5	3	0	1	2	1	2	7	3	2	2	0	1	1	0	0	0	0	0	2	7	1	3	6	1	2	4	0	1	9	1	1	5	0	1	0	0	9	0	2	1	2	1	2	0	0	1	0	2	5	1	1	2	0	2	0	3	0	2	1	0	6	0	0	2	1	4	0	1	1	0	0	0	2	0	0	0	0	5	0	1	1	0	0	0	0	0	1	2	3	3	6	3	1	1	0	2	1	3	0	0
1:Ins:T:0	3	0	0	0	3	0	4	0	1	3	0	1	0	1	0	0	1	0	0	2	2	0	3	1	2	4	0	0	3	2	0	1	2	0	1	0	2	1	2	0	0	2	0	1	2	0	2	1	2	4	0	3	0	0	0	1	0	2	0	0	0	0	2	0	3	0	4	0	1	0	0	1	2	0	2	0	1	1	0	1	0	0	0	0	2	0	1	0	0	7	2	0	2	0	0	0	3	0	2	1
1:Ins:T:1	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	2	0	2	1	0	4	1	1	2	0	1	0	0	2	0	1	1	0	1	5	1	5	0	0	1	0	2	0	0	0	2	2	3	0	0	1	0	10	0	0	1	0	4	3	1	0	0	0	0	2	0	0	1	1	0	1	0	0	1	1	5	0	0	1	0	1	0	2	0	0	0
1:Ins:T:2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:T:3	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	1	1	0	0
1:Ins:T:4	1	0	0	2	1	4	1	0	0	1	0	0	0	0	0	0	0	0	2	4	4	2	5	0	0	1	1	0	1	1	0	0	2	0	0	0	8	0	3	0	0	1	1	2	0	0	3	0	4	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	4	0	0	0	0	1	0	2	1	0	3	0	1	4	0	1	0	0	0	4	1	7	1	2	3	0	0	0	3	1	5	0	0
1:Ins:T:5	138	12	2	18	2	141	34	2	23	89	23	26	8	1	2	6	36	0	53	129	13	50	222	18	50	34	3	38	114	27	6	108	19	0	10	24	148	1	124	30	23	23	16	56	7	31	46	61	166	29	22	24	4	24	4	15	0	29	79	15	111	7	3	11	9	113	11	32	1	1	3	1	35	8	24	14	0	70	2	5	99	89	5	0	7	4	2	15	176	43	110	44	5	11	4	136	6	59	97	27
2:Del:R:0	2	0	0	0	2	1	1	1	2	1	2	1	1	1	0	1	1	1	1	0	5	1	0	1	3	2	0	0	4	2	0	3	0	1	5	1	3	1	4	1	0	0	0	1	3	1	5	1	1	4	5	0	0	0	0	0	0	0	2	11	1	0	1	1	3	0	6	0	1	1	0	0	9	0	0	1	3	0	1	0	4	3	2	1	0	0	0	0	1	1	1	0	3	0	4	0	5	1	2	0
2:Del:R:1	0	0	0	1	3	1	2	0	2	0	1	0	0	1	1	0	0	0	0	1	3	0	2	0	1	0	3	0	4	0	0	0	0	0	0	0	2	0	3	0	1	0	0	2	1	3	1	1	0	7	3	0	0	0	1	2	1	1	0	0	0	0	1	1	2	0	4	0	2	0	1	1	0	0	0	0	2	1	0	1	4	0	0	1	1	0	0	0	4	1	2	0	1	1	1	3	0	1	2	0
2:Del:R:2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:3	3	13	16	0	2	0	0	53	2	0	0	43	0	14	4	12	12	0	4	24	24	3	19	3	31	7	18	1	19	178	3	0	9	33	20	1	4	0	0	0	13	0	1	15	1	9	0	15	5	0	0	8	0	9	13	19	16	37	3	5	31	3	84	0	7	0	0	22	36	3	0	0	2	1	6	0	4	6	3	20	16	4	8	5	0	23	0	11	28	0	11	0	0	0	2	0	1	0	1	6
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3:Del:R:0	0	2	0	1	0	0	0	0	1	0	1	1	0	3	0	0	1	0	1	2	3	0	1	0	2	1	0	0	4	0	0	1	2	0	3	0	1	0	2	0	1	1	0	0	1	7	3	3	1	2	2	0	0	0	1	0	3	0	0	0	0	0	0	3	1	0	4	0	1	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	6	1	2	0	1	0	2	0
3:Del:R:1	0	0	4	1	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2	2	0	1	0	5	0	0	0	0	2	0	0	7	0	3	2	0	0	1	1	0	0	1	0	5	1	1	2	0	0	1	0	0	1	4	2	1	0	0	2	1	0	0	0	3	1	0	1	1	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	1
3:Del:R:2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3:Del:R:3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	1	2	0	3	0	0	1	0	0	2	4	0	0	3	0	0	1	1	1	0	0	0	0	1	0	2	1	1	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
4:Del:R:1	1	0	1	1	0	0	0	1	0	0	2	0	1	0	1	0	1	0	0	0	1	1	0	1	3	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	2	0	1	1	0	0	0	2	0	2	0	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	2	0
4:Del:R:2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	1	9	16	17	8	1	3	35	20	3	1	7	5	30	0	4	70	1	2	15	51	12	20	0	10	7	2	1	23	11	0	0	23	8	53	4	46	2	13	15	26	4	19	5	38	33	24	40	3	61	2	3	10	0	2	0	12	2	0	5	0	2	8	20	47	1	47	1	29	0	19	9	8	7	10	13	18	23	40	1	5	18	2	0	19	0	2	1	9	2	12	13	46	3	54	0	12	1	8	10
5:Del:R:1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
5:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:3	0	101	15	556	180	13	5	0	23	55	36	0	193	29	0	97	6	1	23	3	0	109	35	4	10	14	22	52	1	12	59	4	110	28	124	0	0	2	2	7	131	4	1	24	70	12	62	39	53	109	0	23	135	6	12	41	11	35	5	79	3	1	147	3	138	0	5	26	10	53	13	15	30	88	25	66	78	47	229	5	2	0	8	0	155	0	48	9	4	12	10	81	30	47	3	35	21	10	14	0
5:Del:R:4	0	0	0	3	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	4	0	2	1	0	4	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	1	0	1	0	0	0	0	0	1	0
2:Ins:R:1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
2:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:5	7	1	0	1	3	4	0	0	1	2	0	1	0	0	0	0	0	0	0	4	4	2	3	3	0	1	0	1	5	2	1	1	0	0	1	2	17	2	1	1	1	1	1	1	1	0	2	2	3	1	5	3	0	0	3	2	0	2	1	1	4	1	1	0	0	1	1	2	4	1	0	1	1	1	1	1	0	3	0	0	2	1	0	0	0	1	2	2	4	5	4	1	0	1	2	1	0	1	1	1
3:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
3:Ins:R:2	4	11	9	0	3	0	0	14	5	0	1	27	2	18	2	18	13	0	7	27	1	6	33	0	24	10	21	5	11	46	1	1	31	24	86	1	7	1	1	0	10	0	0	10	5	5	0	13	8	1	2	16	0	6	6	4	11	34	5	13	25	4	40	0	9	0	0	17	23	2	4	1	5	4	16	0	9	7	19	21	51	2	3	6	0	16	0	12	8	0	7	3	1	0	3	1	6	0	2	20
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3:Ins:R:5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
4:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4:Ins:R:1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
