Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V74	1.17E+01	5.50E+00	7.06E-01	1.59E+00	3.88E+00	1.70E+00	3.13E+00	2.57E+00	6.95E+00	2.32E+00	2.52E+00	6.10E+00	1.33E+01	3.96E+00
V75	8.49E+00	6.03E+00	5.81E-01	1.03E+01	8.84E+00	1.58E+00	1.47E+00	5.56E+00	1.12E+01	1.05E+01	9.22E+00	6.64E+00	1.12E+01	1.50E+00
V76	0.00E+00	0.00E+00	5.16E-01	4.82E-01	0.00E+00	2.52E+00	2.43E+00	4.07E-01	2.00E-01	1.23E+00	6.00E-01	0.00E+00	0.00E+00	5.00E-01
V77	2.76E+00	1.72E+00	1.43E+00	5.47E+00	5.58E+00	2.00E-01	3.06E-01	7.26E+00	3.50E+00	7.21E+00	4.09E+00	2.04E+00	2.70E+00	4.00E-01
V78	3.70E+00	2.68E+00	2.68E+00	4.47E-01	4.00E-01	0.00E+00	0.00E+00	1.52E+00	1.24E+00	2.00E-01	2.06E+00	2.66E+00	3.45E+00	2.13E-01
V79	7.77E-01	1.01E+01	3.00E-01	1.43E+00	0.00E+00	1.23E+00	2.21E+00	2.00E-01	7.00E-01	1.76E+00	6.00E-01	1.09E+01	0.00E+00	8.82E-01
V80	0.00E+00	2.65E+00	9.78E-01	3.08E+01	2.36E+00	2.67E-01	0.00E+00	4.09E+00	5.57E+00	3.23E+01	4.27E-01	5.17E+00	6.00E-01	3.83E+00
V81	1.62E+00	2.43E+00	3.93E+00	5.25E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	4.50E+00	5.59E+00	4.00E-01	0.00E+00	3.46E+00	5.26E+00
V82	1.77E+01	2.63E+00	4.58E-01	1.42E+01	1.10E+00	4.96E-01	0.00E+00	1.00E-01	2.00E-01	1.11E+01	3.00E-01	1.61E+01	1.97E+01	5.37E-01
V83	5.91E+00	7.12E-01	0.00E+00	5.10E+01	1.21E+00	9.14E+00	1.00E+01	4.51E+00	1.39E+00	5.47E+01	1.21E+01	6.40E-01	9.54E+00	4.64E+00
V84	1.29E+00	2.42E+00	4.67E-01	2.56E+00	1.86E+00	5.30E+00	5.98E+00	2.00E-01	1.38E+00	3.20E+00	1.71E+00	1.33E+00	2.12E+00	8.40E+00
V85	3.52E+00	5.12E+00	2.00E+00	2.08E+00	1.50E+00	1.85E+00	2.57E+00	4.00E-01	1.58E+00	8.49E-01	1.88E+00	5.14E+00	3.91E+00	1.69E+00
V86	4.07E-01	4.00E-01	8.79E-01	2.40E+00	6.71E-01	5.67E-01	5.47E-01	1.47E+00	9.57E-01	2.91E+00	1.50E+00	8.03E-01	1.84E+00	2.65E+00
V87	1.55E+00	8.19E-01	7.92E-01	1.99E+00	0.00E+00	1.58E+00	8.62E-01	9.45E-01	6.29E-01	2.19E+00	1.83E+00	1.80E+00	2.82E+00	8.75E-01
V88	2.15E+00	0.00E+00	1.14E+00	1.94E+00	0.00E+00	2.09E+00	1.51E+00	2.20E+00	2.67E-01	1.45E+00	6.83E-01	1.09E+00	3.16E+00	1.29E+00
V89	2.30E+00	2.57E+00	3.35E-01	4.60E+00	3.40E+00	1.59E+00	2.55E+00	3.91E+00	5.46E+00	5.71E+00	1.19E+00	4.11E+00	4.98E+00	2.16E+00
V90	9.97E+00	0.00E+00	1.21E+00	1.04E+00	3.27E+00	1.37E+00	7.45E-01	1.99E+00	2.35E+00	7.95E-01	1.46E+00	0.00E+00	9.89E+00	0.00E+00
V91	7.64E+00	2.05E+00	4.73E+00	1.63E+00	0.00E+00	1.55E+00	7.61E-01	4.00E-01	2.50E+00	1.55E+00	6.99E-01	1.60E+00	6.24E+00	1.88E+00
V92	1.95E+00	1.45E+00	1.03E+00	2.75E+00	1.21E+00	0.00E+00	0.00E+00	1.53E+00	1.50E+00	4.31E+00	8.06E-01	9.00E-01	1.24E+00	2.53E+00
V93	0.00E+00	2.17E+00	1.24E+00	1.98E+00	2.92E+00	1.16E+00	1.47E+00	1.41E+00	3.46E+00	2.14E+00	1.12E+00	1.23E+00	0.00E+00	1.00E-01
V94	5.63E+00	2.72E+00	2.64E+00	6.04E+00	2.77E+00	6.74E-01	0.00E+00	1.23E+00	3.01E+00	4.82E+00	1.14E+00	8.59E+00	4.68E+00	2.54E+00
V95	1.04E+00	5.72E+00	5.54E-01	1.08E+00	1.28E+00	2.00E+00	1.67E+00	7.75E-01	8.14E-01	8.95E-01	0.00E+00	5.96E+00	1.93E+00	1.67E+00
V96	2.43E+00	1.74E+00	2.95E+00	3.82E+00	7.42E-01	1.66E+00	2.25E+00	6.40E-01	1.29E+00	3.62E+00	0.00E+00	5.81E+00	4.68E+00	3.22E+00
V97	6.98E+00	0.00E+00	0.00E+00	4.02E+00	1.16E+00	3.22E+00	2.53E+00	1.41E+00	2.54E+00	6.19E+00	2.72E+00	7.67E-01	6.52E+00	2.76E+00
V98	1.56E+00	1.99E+00	1.97E+00	6.05E-01	4.23E-01	6.80E-01	8.31E-01	1.33E-01	1.81E+00	5.17E-01	1.09E+00	1.76E+00	2.21E+00	1.98E+00
V99	2.27E+00	1.84E+01	0.00E+00	1.43E+01	1.63E+00	0.00E+00	0.00E+00	3.28E+00	3.84E+00	1.38E+01	1.35E+00	2.05E+01	1.78E+00	4.94E+00
V100	9.88E+00	1.61E+00	0.00E+00	1.59E+00	8.43E-01	3.97E+00	5.37E+00	7.92E-01	1.90E+00	1.97E+00	5.00E-01	1.49E+00	1.02E+01	4.86E+00
