Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V37	2.81E+00	4.42E-01	4.08E+00	5.67E-01	1.43E+00	3.84E+00	1.93E+00	5.21E-01	2.08E+00	2.31E+00	5.00E-01	1.10E+00	6.14E+00
V38	1.85E+00	1.91E+00	6.91E+00	1.53E-01	6.12E+00	2.09E+00	2.60E+00	2.42E+00	4.27E-01	4.22E+00	4.96E+00	1.51E+00	1.07E+01
V39	1.67E+01	2.67E+00	0.00E+00	7.86E+00	4.12E+00	6.26E+00	6.52E+00	8.14E+00	8.84E+00	3.49E+00	3.83E+00	1.66E+01	1.47E+01
V40	1.45E+01	5.16E-01	6.58E+00	0.00E+00	1.97E+00	1.00E+00	8.00E-01	7.06E-01	0.00E+00	1.01E+00	1.76E+00	1.37E+01	1.35E+01
V41	6.30E+00	4.53E+00	0.00E+00	7.37E+00	1.26E+01	2.61E+01	2.07E+01	7.41E+00	2.42E+01	1.71E+01	1.47E+01	2.06E+00	1.38E+01
V42	6.23E+00	1.04E+01	1.17E+01	6.62E+00	2.37E+00	3.64E+00	4.05E+00	1.12E+01	8.03E+00	3.93E+00	1.40E+00	3.32E+00	1.40E+01
V43	9.57E-01	8.80E+00	2.22E+00	3.55E+00	2.00E-01	4.96E-01	3.27E-01	8.57E+00	5.20E+00	9.94E-01	2.67E-01	1.43E+00	2.35E+00
V44	8.33E-01	3.48E-01	2.51E+00	0.00E+00	4.74E+00	0.00E+00	3.90E+00	4.99E-01	0.00E+00	2.54E+00	4.31E+00	1.19E+00	1.52E+00
V45	6.27E+00	3.81E+00	1.42E+01	2.26E+01	7.93E+00	4.92E+00	4.71E+00	5.97E+00	2.36E+01	6.87E+00	7.42E+00	5.38E+00	1.89E+01
V46	4.48E+00	2.36E+01	0.00E+00	2.04E+00	3.00E-01	7.55E+00	9.88E+00	2.40E+01	6.66E+00	1.23E+00	2.46E+00	1.16E+00	5.71E+00
V47	2.78E+00	8.95E-01	6.18E+00	8.39E+00	5.62E+00	4.00E-01	2.13E-01	3.77E+00	9.91E+00	1.30E+00	5.09E+00	1.29E+00	9.62E+00
V48	3.32E+00	6.28E+00	2.80E+00	6.06E+00	1.09E+01	1.00E-01	5.37E-01	6.41E+00	5.73E+00	9.70E+00	9.64E+00	2.89E+00	3.81E+00
V49	6.74E-01	3.26E+00	0.00E+00	1.11E+01	3.69E+00	1.94E+00	1.63E+00	6.09E+00	1.23E+01	6.39E+00	2.22E+00	8.95E-01	9.17E-01
V50	1.73E+01	1.27E+01	3.14E+01	2.31E+00	5.34E+00	2.63E+00	2.25E+00	1.44E+01	1.87E+00	4.37E+00	5.04E+00	1.34E+01	4.26E+01
V51	2.72E+00	8.39E+00	4.90E-01	6.00E-01	3.83E+00	0.00E+00	0.00E+00	7.59E+00	3.42E-01	4.33E+00	2.75E+00	2.49E+00	1.42E+00
V52	2.89E+00	2.98E+00	2.87E+00	2.48E+00	2.37E+00	1.69E+01	1.95E+01	2.46E+00	1.04E+01	2.20E+00	2.15E+00	1.58E+00	9.20E+00
V53	3.70E+00	5.12E-01	2.13E-01	2.58E+00	2.73E+01	9.13E+00	7.46E+00	1.03E+01	2.91E+00	1.15E+01	3.11E+01	8.92E-01	2.76E+00
V54	5.81E-01	8.46E-01	0.00E+00	0.00E+00	1.68E+00	0.00E+00	0.00E+00	7.78E-01	0.00E+00	4.99E-01	1.55E+00	2.00E-01	4.00E-01
V55	3.14E+00	2.65E+00	8.14E-01	2.94E+00	1.03E+00	2.01E+00	2.20E+00	3.33E+00	2.63E+00	1.54E+00	1.74E+00	3.50E+00	2.23E+00
V56	9.07E-01	0.00E+00	4.43E+00	1.37E+00	0.00E+00	3.29E+00	1.46E+00	1.00E+00	1.58E+00	2.51E+00	7.92E-01	2.00E-01	4.41E+00
V57	6.71E+00	1.12E+00	8.21E+00	1.17E+00	1.07E+01	4.63E+00	4.54E+00	4.86E+00	1.81E+00	5.62E+00	1.29E+01	3.62E+00	1.77E+01
V58	1.28E+01	2.77E+00	5.19E+00	1.00E-01	9.95E+00	1.81E+00	1.51E+00	5.07E+00	4.99E-01	6.73E+00	7.06E+00	1.19E+01	8.10E+00
V59	8.16E-01	8.81E+00	1.32E+00	1.42E+01	3.15E+00	4.74E+00	6.23E+00	6.83E+00	1.86E+01	1.20E+00	3.65E+00	6.29E-01	1.84E+00
V60	8.22E+00	5.88E+00	2.00E+00	6.08E+00	5.65E+00	3.75E+00	2.36E+00	1.19E+00	6.15E+00	3.52E+00	3.45E+00	8.33E+00	6.87E+00
V61	3.98E+00	0.00E+00	0.00E+00	3.22E+00	1.69E+00	4.00E-01	1.09E+00	0.00E+00	3.08E+00	1.31E+00	1.93E+00	3.63E+00	2.02E+00
V62	1.73E+01	2.20E+01	0.00E+00	1.92E+00	2.01E+01	5.16E-01	0.00E+00	2.06E+01	3.78E+00	1.48E+01	1.52E+01	1.50E+01	9.13E+00
V63	1.02E+01	4.92E+00	8.14E+00	5.16E-01	2.20E+00	8.20E+00	7.95E+00	4.36E+00	1.20E+00	3.72E+00	2.02E+00	7.30E+00	1.03E+01
V64	1.92E+00	5.84E+00	4.84E+00	3.43E+00	0.00E+00	1.85E+00	3.12E+00	6.19E+00	3.93E+00	1.81E+00	0.00E+00	1.35E+00	5.79E+00
V65	3.49E+00	1.99E+00	1.30E+00	2.13E-01	1.41E+00	2.08E+00	1.99E+00	3.07E+00	2.00E-01	3.06E-01	1.50E+00	3.42E+00	2.20E+00
V66	1.00E-01	2.27E+00	2.37E+00	1.61E+01	2.38E+01	3.18E+00	2.95E+00	3.25E+00	1.40E+01	2.05E+01	1.73E+01	3.00E-01	1.93E+00
V67	3.28E+00	1.85E+00	3.27E-01	1.59E+00	1.19E+00	6.38E+00	5.33E+00	1.28E+00	3.25E+00	7.00E-01	1.31E+00	3.05E+00	2.04E+00
V68	8.56E+00	5.45E+00	7.42E-01	3.40E+00	1.25E+01	2.71E+00	2.90E+00	7.30E+00	2.51E+00	7.86E+00	1.37E+01	7.79E+00	6.61E+00
V69	2.08E+01	5.04E+00	2.45E+00	7.00E+00	9.21E+00	0.00E+00	0.00E+00	6.84E+00	7.12E+00	8.04E+00	1.52E+01	1.98E+01	4.48E+00
V70	4.76E-01	9.80E-01	0.00E+00	6.18E-01	1.19E+00	2.45E+00	8.83E-01	5.26E-01	2.33E+00	1.82E+00	6.83E-01	8.03E-01	4.99E-01
V71	2.10E+00	3.06E-01	9.46E-01	2.69E+00	1.01E+00	7.72E-01	9.20E-01	2.00E-01	1.62E+00	2.61E+00	1.77E+00	1.73E+00	1.10E+00
V72	4.67E-01	3.47E+00	6.67E-01	3.94E-01	1.35E+00	2.13E-01	5.00E-01	3.09E+00	4.67E-01	1.46E+00	9.34E-01	6.00E-01	5.00E-01
V73	2.70E+00	2.01E+00	1.07E+01	7.33E-01	2.67E-01	5.43E+00	5.53E+00	8.57E-01	2.00E+00	2.11E+00	7.22E-01	0.00E+00	1.31E+01
V74	6.67E+00	3.94E-01	9.26E+00	1.79E+01	5.43E+00	4.00E-01	6.40E-01	3.99E+00	1.93E+01	1.49E+00	4.27E+00	8.28E+00	1.20E+01
V75	4.29E+00	0.00E+00	9.43E+00	3.67E-01	1.44E+01	2.85E+01	2.81E+01	5.47E+00	7.78E+00	2.34E+01	8.74E+00	2.50E+00	9.59E+00
V76	3.14E+00	9.02E+00	3.71E-01	3.06E-01	8.78E+00	3.57E+00	3.54E+00	9.82E+00	2.54E+00	7.01E+00	9.92E+00	3.10E+00	1.48E+00
V77	2.36E+00	4.46E+01	1.51E+00	1.14E+00	1.89E+00	1.40E+00	5.00E-01	4.48E+01	6.67E-01	9.94E-01	2.46E+00	1.62E+00	2.41E+00
V78	1.37E+00	2.45E+01	0.00E+00	0.00E+00	8.06E-01	3.23E+00	2.55E+00	2.45E+01	0.00E+00	0.00E+00	1.42E+00	3.00E-01	0.00E+00
V79	2.25E+00	2.76E+01	1.33E+00	1.47E+01	3.17E+00	2.62E+00	1.32E+00	3.58E+01	1.22E+01	9.52E-01	1.05E+00	2.71E+00	2.20E+00
V80	1.84E+00	9.78E+00	6.97E+00	4.96E+00	3.10E+00	6.08E+00	6.01E+00	9.36E+00	3.55E+00	5.66E+00	1.42E+00	2.73E+00	9.30E+00
V81	0.00E+00	2.13E+00	0.00E+00	6.83E-01	8.36E-01	8.03E-01	3.67E-01	2.60E+00	2.00E-01	8.54E-01	3.00E-01	0.00E+00	0.00E+00
V82	0.00E+00	4.13E+00	6.80E-01	2.60E-01	1.26E+00	9.83E-01	7.78E-01	3.71E+00	3.00E-01	2.05E+00	1.29E+00	0.00E+00	0.00E+00
V83	1.46E+00	6.85E+00	2.11E+00	2.13E+00	1.00E-01	4.00E-01	2.00E+00	6.06E+00	1.20E+00	0.00E+00	4.00E-01	2.19E+00	3.00E-01
V84	4.00E-01	0.00E+00	6.05E-01	2.68E+00	1.11E+00	5.52E+00	5.37E+00	0.00E+00	2.65E+00	6.00E-01	6.00E-01	0.00E+00	0.00E+00
V85	7.01E+00	7.69E+00	4.00E+00	1.82E+00	6.05E-01	1.70E+00	2.09E+00	8.16E+00	1.61E+00	3.00E-01	3.00E-01	5.90E+00	7.68E+00
V86	1.45E+00	4.13E+00	7.81E-01	4.92E+00	1.15E+00	5.41E+00	4.70E+00	9.45E-01	5.04E+00	2.31E+00	0.00E+00	3.00E-01	1.59E+00
V87	1.13E+01	4.00E+00	4.11E+00	1.63E-01	1.33E-01	3.48E-01	8.70E-01	3.02E+00	1.19E+00	2.02E+00	1.74E+00	1.02E+01	9.18E+00
V88	4.39E+00	9.87E-01	7.50E+00	2.67E-01	2.13E-01	3.38E+00	3.82E+00	7.02E-01	2.00E-01	4.00E-01	0.00E+00	3.22E+00	9.57E+00
V89	2.04E+01	0.00E+00	2.30E+01	8.95E-01	0.00E+00	1.10E+00	9.71E-01	3.00E-01	1.14E+00	0.00E+00	4.00E-01	2.08E+01	3.28E+01
V90	5.04E+00	7.67E-01	2.21E-01	9.68E-01	2.30E+00	1.35E+00	1.99E+00	1.90E+00	1.39E+00	2.42E+00	2.37E+00	3.81E+00	3.98E+00
V91	7.73E+00	0.00E+00	1.41E+01	2.73E+00	5.18E+00	7.74E+00	6.65E+00	2.68E+00	2.85E+00	5.54E+00	5.63E+00	4.51E+00	1.81E+01
V92	4.96E-01	1.47E+00	3.31E+00	4.90E+00	4.14E+00	4.85E+00	5.60E+00	1.99E+00	3.95E+00	3.91E+00	4.87E+00	4.00E-01	1.91E+00
V93	2.97E+00	9.48E-01	1.15E+00	0.00E+00	4.61E+00	1.00E-01	2.00E-01	7.06E-01	0.00E+00	2.88E+00	3.43E+00	3.07E+00	8.70E-01
V94	4.04E+00	3.00E+00	2.78E+00	3.24E+00	1.48E+01	4.78E+00	4.43E+00	5.08E+00	6.13E+00	1.26E+01	1.08E+01	3.84E+00	4.55E+00
V95	2.39E+00	6.86E-01	1.87E+00	1.62E+00	6.46E+00	3.72E+00	3.99E+00	1.85E+00	2.43E+00	4.10E+00	5.98E+00	2.56E+00	2.76E+00
V96	2.18E+00	6.53E-01	8.59E+00	6.63E+00	3.14E+00	0.00E+00	5.00E-01	1.20E+00	8.34E+00	9.00E-01	3.49E+00	2.13E+00	9.21E+00
V97	1.57E+01	1.65E+00	4.47E+01	1.33E-01	1.10E+00	1.45E+01	1.38E+01	5.47E-01	2.13E-01	3.81E+00	0.00E+00	1.11E+01	5.56E+01
V98	2.59E+00	1.38E+01	3.76E+00	4.58E-01	2.55E+00	5.89E+00	6.02E+00	1.78E+01	1.00E-01	4.16E+00	1.44E+00	0.00E+00	5.19E+00
V99	2.17E+00	1.06E+01	4.49E+00	5.12E+00	8.17E-01	2.00E-01	8.94E-01	1.30E+01	5.16E+00	3.06E-01	0.00E+00	2.71E+00	4.41E+00
V100	1.08E+00	5.30E+00	4.38E+00	2.31E+01	1.88E+00	4.20E+00	6.47E+00	5.50E+00	2.54E+01	4.84E+00	1.10E+00	1.13E+00	7.22E-01
