Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V11	6.78E+00	1.89E+00	7.09E+00	0.00E+00	8.76E+00	3.40E+00	8.37E+00	0.00E+00	0.00E+00	9.91E+00	5.15E+00	1.70E+00	1.63E+00	2.34E+00	1.40E+01	3.00E-01
V12	2.75E+00	4.53E+01	1.33E-01	1.87E+00	1.38E+00	4.56E+01	1.48E+00	0.00E+00	6.00E-01	2.22E+00	5.70E+00	3.60E+00	7.00E-01	9.00E-01	4.27E-01	2.43E+00
V13	2.92E+01	1.26E+01	5.54E-01	6.80E-01	3.22E+00	1.14E+01	2.84E+00	1.45E+01	1.54E+01	1.81E+00	1.00E+00	1.41E+01	2.20E+00	2.86E+01	2.70E+00	1.10E+00
V14	1.73E+01	8.26E+00	4.32E+00	9.71E-01	0.00E+00	9.31E+00	3.00E-01	0.00E+00	1.00E-01	0.00E+00	2.76E+00	2.36E+01	3.06E-01	5.82E+00	2.97E+00	5.93E-01
V15	3.82E+00	7.00E-01	7.37E-01	1.20E+01	1.51E+01	2.41E+00	1.75E+01	1.81E+00	1.67E+00	1.47E+01	4.00E-01	4.29E+00	2.71E+00	2.70E+00	9.67E-01	1.30E+01
V16	1.63E+01	1.96E+00	0.00E+00	1.16E+00	7.00E-01	6.63E+00	6.40E-01	6.41E+00	5.69E+00	0.00E+00	2.13E-01	1.96E+01	1.09E+00	1.06E+01	3.96E-01	1.45E+00
V17	1.23E+00	2.00E-01	3.42E+00	4.71E+00	2.43E+00	6.40E-01	2.42E+00	1.82E+01	2.07E+01	1.32E+00	3.85E+00	1.97E+00	2.39E+00	1.14E+00	9.67E+00	4.19E+00
V18	8.62E-01	0.00E+00	2.27E+00	5.27E+00	4.64E+00	4.00E-01	4.93E+00	2.90E+00	2.14E+00	6.16E+00	2.44E+00	9.00E-01	2.29E+00	1.20E+00	1.25E+00	5.77E+00
V19	8.20E-01	1.52E+00	2.97E+00	1.29E+01	8.93E+00	1.36E+00	6.20E+00	2.91E+01	2.86E+01	4.07E+00	2.21E+00	7.36E+00	4.35E+00	6.40E-01	4.43E+00	1.18E+01
V20	1.89E+00	6.65E+00	6.08E+00	1.86E+00	0.00E+00	5.50E+00	0.00E+00	2.43E+00	1.40E+00	6.05E-01	5.84E+00	5.73E+00	5.33E-01	6.00E-01	5.89E+00	2.37E+00
V21	1.45E+00	7.89E+01	1.39E+01	3.36E+00	9.74E+00	8.05E+01	7.11E+00	8.24E+00	8.86E+00	1.00E+01	1.48E+01	1.01E+00	2.44E+00	1.29E+00	6.25E+00	4.30E+00
V22	5.19E+00	1.29E+01	2.53E+00	2.49E+00	2.14E+00	1.29E+01	2.33E+00	2.32E+00	2.30E+00	2.99E+00	2.47E+00	7.72E+00	2.68E+00	4.57E+00	3.87E+00	1.90E+00
V23	4.22E-01	3.06E-01	2.16E+00	0.00E+00	2.00E-01	9.68E-01	3.06E-01	5.17E-01	4.47E-01	6.37E-01	1.89E+00	4.00E-01	0.00E+00	1.22E+00	5.00E-01	1.00E-01
V24	4.35E+00	0.00E+00	2.67E+00	6.43E+00	4.71E+00	4.00E-01	3.44E+00	9.37E+00	9.57E+00	5.04E+00	3.12E+00	7.00E-01	4.01E+00	4.30E+00	1.01E+01	5.86E+00
V25	1.36E+01	6.36E+01	2.46E+00	3.50E+00	5.50E+00	6.47E+01	3.66E+00	1.75E+00	1.98E+00	5.31E+00	5.46E+00	2.50E+01	3.28E+00	1.26E+01	2.84E+00	5.57E+00
V26	5.42E+00	5.87E+00	9.80E+00	3.34E+00	6.31E+00	4.76E+00	5.98E+00	6.40E-01	1.50E+00	4.58E+00	9.10E+00	4.56E+00	4.59E+00	4.89E+00	1.83E+00	3.68E+00
V27	0.00E+00	4.48E+01	0.00E+00	6.16E-01	3.75E+00	4.26E+01	2.83E+00	2.50E+00	2.19E+00	9.98E-01	3.54E+00	0.00E+00	4.01E-01	0.00E+00	2.70E+00	9.45E-01
V28	1.48E+00	2.09E+00	3.03E+01	5.52E+00	9.39E+00	1.62E+00	1.20E+01	2.49E+01	2.70E+01	9.17E+00	3.12E+01	1.39E+01	3.20E+00	1.93E+00	1.60E+01	8.07E+00
V29	5.12E+00	9.91E-01	1.07E+01	1.00E+00	1.33E+00	1.46E+00	5.00E-01	2.13E-01	4.00E-01	7.30E-01	1.02E+01	3.98E+00	1.09E+00	3.96E+00	3.38E+00	1.20E+00
V30	4.67E-01	1.81E+01	1.16E+01	2.84E+00	6.14E+00	1.83E+01	4.83E+00	1.10E+00	2.11E+00	0.00E+00	1.13E+01	7.67E-01	3.13E+00	4.96E-01	5.47E+00	2.86E+00
V31	1.20E+01	0.00E+00	4.64E+00	1.25E+00	7.06E+00	6.00E-01	8.50E+00	1.36E+01	1.09E+01	7.55E+00	4.53E+00	4.26E+00	4.08E+00	1.33E+01	1.15E+01	2.06E+00
V32	1.00E-01	9.01E+00	0.00E+00	2.32E+00	1.06E+00	9.55E+00	1.28E+00	9.00E-01	1.48E+00	7.12E-01	4.00E-01	1.20E+00	4.67E-01	0.00E+00	6.99E-01	2.38E+00
V33	1.41E+00	1.10E+00	0.00E+00	4.23E-01	1.48E+00	1.38E+00	1.63E+00	1.35E+01	1.38E+01	1.28E+00	0.00E+00	1.92E+00	1.92E+00	1.65E+00	2.00E-01	2.42E+00
V34	6.34E+00	1.33E-01	1.44E+01	2.12E+00	3.35E+00	3.14E-01	1.12E+00	0.00E+00	0.00E+00	1.48E+00	7.80E+00	3.06E-01	3.20E+00	4.35E+00	1.58E+01	2.42E+00
V35	2.76E+01	9.57E-01	1.16E+01	2.03E+00	2.53E+00	2.35E+00	2.55E+00	1.09E+00	2.42E+00	4.43E+00	1.13E+01	1.78E+01	1.51E+00	2.59E+01	4.13E+00	1.54E+00
V36	2.32E+01	6.02E+00	8.22E+00	6.81E+00	1.91E+00	1.04E+01	0.00E+00	0.00E+00	2.00E-01	1.41E+00	7.61E+00	2.82E+01	2.54E+00	1.64E+01	3.00E+00	8.75E+00
V37	1.18E+01	1.33E+00	6.31E+01	9.64E+00	3.01E+00	1.76E+00	3.05E+00	4.29E+00	4.07E+00	4.33E+00	5.85E+01	8.41E+00	1.04E+00	1.45E+01	1.12E+01	1.05E+01
V38	3.59E+01	1.41E+01	2.98E+01	8.20E+00	5.00E-01	1.14E+01	5.26E-01	8.74E+00	4.58E+00	3.75E+00	2.67E+01	1.65E+01	2.62E+00	5.22E+01	1.42E+01	1.23E+01
V39	3.20E+01	3.02E+01	8.33E-01	7.97E+00	4.00E-01	2.85E+01	4.27E-01	0.00E+00	0.00E+00	8.23E-01	1.78E+00	2.15E+01	1.59E+00	2.42E+01	2.51E+00	9.58E+00
V40	1.31E+00	9.77E+00	6.95E+00	3.32E+00	2.80E+01	1.19E+01	1.58E+01	0.00E+00	1.00E-01	2.01E+01	4.06E+00	7.00E-01	7.31E+00	1.50E+00	5.67E+00	5.12E+00
V41	1.63E+01	8.95E-01	1.21E+00	1.44E+01	2.72E+01	1.12E+00	2.68E+01	0.00E+00	3.00E-01	1.77E+01	1.19E+00	3.94E+00	6.78E+00	1.63E+01	4.85E+00	1.73E+01
V42	2.47E+00	8.33E-01	0.00E+00	2.98E-01	1.08E+01	1.24E+00	1.05E+01	1.17E+01	1.08E+01	9.08E+00	1.00E-01	2.90E+00	4.32E+00	2.90E+00	4.49E+00	1.63E+00
V43	2.53E+00	4.48E+00	3.13E+00	2.25E+00	5.82E+00	4.54E+00	1.15E+01	1.98E+01	2.12E+01	4.30E+00	2.77E+00	1.54E+01	5.17E-01	2.47E+00	9.10E+00	3.40E+00
V44	4.14E+00	1.32E+01	1.41E+00	6.18E-01	9.17E+00	1.67E+01	8.63E+00	1.29E+01	1.31E+01	9.22E+00	1.50E+00	1.08E+01	6.46E+00	7.46E+00	8.59E+00	2.55E+00
V45	2.10E+01	3.07E+01	5.74E+00	3.92E+00	3.29E+00	3.24E+01	3.36E+00	3.12E+00	3.61E+00	4.65E+00	4.03E+00	1.75E+01	3.52E+00	9.28E+00	7.77E+00	4.55E+00
V46	1.41E+01	1.08E+01	2.13E-01	3.96E+00	0.00E+00	1.00E+01	4.23E-01	2.60E+00	3.04E+00	0.00E+00	5.88E+00	1.00E-01	2.00E-01	1.46E+01	1.76E+00	5.25E+00
V47	0.00E+00	4.31E+00	1.33E+00	6.45E+00	4.87E+00	3.65E+00	6.68E+00	2.24E+00	2.07E+00	3.67E+00	1.79E+00	1.00E+00	1.37E+00	0.00E+00	2.41E+00	6.20E+00
V48	1.31E+01	6.86E+00	4.32E+00	8.54E-01	9.06E+00	7.16E+00	7.03E+00	3.19E+00	3.18E+00	8.50E+00	4.67E+00	1.19E+01	4.06E+00	1.19E+01	8.56E+00	1.12E+00
V49	1.56E+01	1.00E-01	6.39E+00	1.61E+00	2.55E+01	2.85E+00	2.67E+01	1.04E+01	6.92E+00	9.77E+00	4.62E+00	1.45E+01	5.52E+00	1.79E+01	1.59E+01	5.17E+00
V50	1.31E+01	1.34E+00	6.58E+00	2.10E+01	4.59E+00	3.67E+00	1.70E+00	5.49E+00	7.37E+00	6.35E+00	5.34E+00	4.58E+00	6.71E+00	1.65E+01	8.57E+00	2.73E+01
V51	2.03E+01	1.08E+00	1.17E+01	8.19E-01	3.20E+00	6.51E-01	2.60E+00	9.36E+00	5.88E+00	2.71E+00	1.46E+01	7.85E+00	1.14E+00	1.54E+01	3.90E+00	1.43E+00
V52	9.00E+00	4.42E-01	1.26E+01	6.13E+00	6.49E+00	7.30E-01	5.12E+00	1.89E+00	1.83E+00	5.77E+00	1.24E+01	3.68E+00	2.74E+00	9.97E+00	5.39E+00	1.11E+01
V53	4.38E+00	4.24E+00	4.96E-01	5.81E-01	0.00E+00	3.93E+00	0.00E+00	2.67E-01	0.00E+00	0.00E+00	1.33E-01	6.31E+00	2.00E-01	3.30E+00	0.00E+00	7.00E-01
V54	6.27E+00	1.17E+00	8.10E+00	2.08E+00	1.02E+00	1.38E+00	6.77E+00	2.82E+01	2.96E+01	5.64E+00	7.97E+00	8.06E+00	2.80E+00	4.40E+00	1.72E+01	4.01E+00
V55	0.00E+00	2.21E-01	4.11E+01	5.93E-01	0.00E+00	2.58E-01	0.00E+00	2.17E+00	2.18E+00	0.00E+00	4.19E+01	0.00E+00	0.00E+00	0.00E+00	4.31E+00	1.00E-01
V56	1.80E+00	1.00E-01	3.35E+00	6.16E+00	4.00E+00	1.31E+00	5.16E+00	1.34E+00	1.34E+00	3.58E+00	1.66E+00	1.35E+00	3.25E+00	1.37E+00	5.00E+00	6.58E+00
V57	0.00E+00	1.01E+00	2.32E+00	1.24E+01	1.37E+01	2.04E+00	8.82E+00	0.00E+00	8.00E-01	1.17E+01	1.82E+00	0.00E+00	5.90E+00	0.00E+00	6.27E+00	1.33E+01
V58	5.36E+00	0.00E+00	1.62E+00	8.52E+00	2.67E+00	1.00E+00	3.02E+00	2.00E+01	1.76E+01	9.43E-01	1.07E+01	1.01E+01	1.70E+00	6.52E+00	4.54E+00	8.25E+00
V59	1.05E+01	3.38E+00	1.81E+01	5.64E+00	2.01E+01	7.40E+00	1.80E+01	1.04E+01	1.19E+01	9.55E+00	1.82E+01	1.75E+01	6.72E+00	4.57E+00	1.30E+01	8.99E+00
V60	3.84E+00	1.03E+00	1.56E+00	1.29E+01	1.98E+01	2.45E+00	2.10E+01	5.96E+00	4.04E+00	2.20E+01	1.98E+00	6.01E+00	5.88E+00	5.30E+00	3.88E+00	1.43E+01
V61	9.80E+00	7.09E+00	2.16E+00	1.30E+01	9.22E+00	6.21E+00	5.37E+00	0.00E+00	0.00E+00	3.35E+00	2.25E+00	1.40E+01	3.66E+00	8.97E+00	5.62E+00	1.56E+01
V62	9.93E+00	3.47E+00	5.62E+00	6.51E+00	4.17E+00	4.64E+00	3.77E+00	2.33E+00	3.24E+00	1.74E+00	6.22E+00	1.31E+01	8.72E-01	4.27E+00	6.34E+00	9.76E+00
V63	6.16E-01	2.33E+01	5.31E+00	0.00E+00	0.00E+00	2.32E+01	5.04E-01	0.00E+00	0.00E+00	0.00E+00	7.01E+00	4.73E-01	2.21E-01	3.42E-01	0.00E+00	0.00E+00
V64	2.53E+01	1.90E+01	5.43E+00	4.52E+00	0.00E+00	1.92E+01	1.33E-01	4.00E-01	8.79E-01	0.00E+00	3.61E+00	1.96E+01	8.00E-01	2.04E+01	1.74E+00	5.29E+00
V65	8.79E-01	5.60E+00	1.09E+01	1.04E+01	7.26E+00	6.70E+00	7.83E+00	7.74E+00	1.17E+01	6.47E+00	1.03E+01	4.67E-01	4.39E+00	1.16E+00	9.21E+00	1.19E+01
V66	6.98E+00	6.69E+00	8.66E+00	5.54E+00	0.00E+00	6.39E+00	0.00E+00	1.00E-01	3.40E-01	2.13E-01	7.55E+00	8.89E+00	1.00E-01	6.38E+00	1.69E+00	5.51E+00
V67	4.30E+00	0.00E+00	1.03E+01	8.44E-01	5.54E+00	5.93E-01	7.17E+00	2.34E+00	2.49E+00	6.08E+00	1.07E+01	4.76E+00	1.06E+00	2.72E+00	7.53E+00	8.41E-01
V68	1.97E+00	1.51E+00	1.66E+00	0.00E+00	3.53E+00	1.90E+00	3.75E+00	1.78E+00	1.64E+00	2.69E+00	1.68E+00	0.00E+00	9.98E-01	1.90E+00	2.16E+00	0.00E+00
V69	2.47E+00	3.00E-01	2.07E+00	0.00E+00	1.50E+01	7.81E-01	1.35E+01	4.18E+00	2.88E+00	1.31E+01	8.03E-01	5.00E-01	1.36E+00	3.21E+00	3.57E+00	0.00E+00
V70	8.30E+00	5.75E+01	2.80E+00	3.23E+00	7.43E+00	6.07E+01	2.62E+00	0.00E+00	0.00E+00	6.66E+00	4.75E+00	9.53E+00	3.30E+00	7.01E+00	4.20E+00	3.06E+00
V71	4.77E+00	0.00E+00	5.70E+00	8.49E-01	4.86E+00	1.00E-01	6.38E+00	5.73E+00	5.75E+00	3.74E+00	5.97E+00	3.00E-01	6.00E-01	6.20E+00	5.02E+00	5.00E-01
V72	1.36E+01	0.00E+00	7.09E+00	0.00E+00	2.84E+01	8.33E-01	3.59E+01	4.02E+00	6.74E+00	2.85E+01	5.90E+00	2.41E+00	2.37E+01	1.63E+01	1.03E+01	0.00E+00
V73	1.70E+01	7.98E+00	2.53E+00	5.63E+00	7.33E+00	7.20E+00	6.75E+00	1.17E+00	1.05E+00	4.98E+00	3.27E+00	2.04E+01	8.71E+00	1.00E+01	2.73E+00	6.91E+00
V74	6.47E+00	5.43E+00	7.95E-01	1.36E+00	1.27E+00	5.25E+00	8.46E-01	2.96E+00	1.97E+00	1.40E+00	5.97E+00	5.34E+00	9.33E-01	5.37E+00	3.38E+00	1.63E+00
V75	3.18E+01	0.00E+00	1.44E+00	3.71E+00	2.47E+00	1.50E+00	1.57E+00	0.00E+00	0.00E+00	6.40E-01	9.36E-01	2.30E+00	3.01E+00	3.12E+01	1.40E+00	3.50E+00
V76	1.85E+00	3.00E-01	2.00E+01	9.55E-01	2.80E+00	6.53E-01	2.21E+00	3.84E+00	4.76E+00	2.91E+00	1.99E+01	1.27E+00	1.73E+00	1.45E+00	2.96E+00	6.00E-01
V77	2.94E+00	2.43E+01	1.50E+01	3.59E-01	4.65E+00	2.60E+01	7.04E+00	0.00E+00	0.00E+00	4.50E+00	1.38E+01	3.09E+00	5.02E+00	0.00E+00	6.01E+00	5.93E-01
V78	4.41E+00	3.09E+00	6.33E-01	1.90E+01	3.86E+00	2.72E+00	4.96E+00	5.92E+00	7.92E+00	2.66E+00	4.00E-01	2.70E+00	3.04E+00	5.30E+00	1.60E+00	1.99E+01
V79	3.11E+00	1.00E-01	8.46E-01	4.92E+00	4.49E+00	2.67E-01	1.45E+00	5.37E-01	7.18E-01	2.34E+00	7.02E-01	1.07E+00	3.12E+00	2.79E+00	6.11E-01	5.33E+00
V80	9.17E+00	1.39E+00	4.57E+00	8.09E+00	1.73E+00	1.49E+00	1.34E+00	0.00E+00	0.00E+00	1.59E+00	3.87E+00	6.30E+00	4.99E-01	6.55E+00	4.69E+00	8.71E+00
V81	2.50E+00	0.00E+00	1.03E+01	9.40E-01	1.26E+01	0.00E+00	1.14E+01	0.00E+00	3.00E-01	5.98E+00	1.06E+01	1.19E+00	5.70E+00	2.01E+00	3.00E-01	7.15E-01
V82	1.23E+00	3.12E+00	1.23E+01	2.09E+01	9.42E+00	4.99E+00	9.22E+00	2.25E+01	1.90E+01	2.12E+00	1.11E+01	1.83E+01	7.06E+00	2.25E+00	9.96E+00	2.17E+01
V83	5.17E+00	8.03E+00	5.33E+00	0.00E+00	5.66E+00	8.96E+00	4.69E+00	0.00E+00	6.40E-01	3.01E+00	7.53E+00	7.45E+00	1.79E+00	2.40E+00	3.02E+00	1.00E-01
V84	5.26E+00	0.00E+00	0.00E+00	7.56E+00	7.14E+01	0.00E+00	5.43E+01	5.47E+00	5.91E+00	4.46E+01	3.00E-01	3.47E+00	3.14E+01	5.59E+00	8.41E+00	1.10E+01
V85	1.39E+01	0.00E+00	2.66E+01	2.00E-01	1.14E+01	1.90E+00	1.26E+01	4.33E+00	4.89E+00	1.18E+01	4.06E+01	5.82E+00	5.99E+00	1.60E+01	1.71E+01	1.18E+00
V86	6.00E-01	2.42E+01	8.14E-01	4.42E-01	7.19E+00	2.43E+01	8.95E+00	4.23E+00	4.38E+00	7.32E+00	2.46E+00	1.10E+01	8.85E-01	4.27E-01	7.10E+00	1.18E+00
V87	6.38E+00	3.72E+01	4.07E+00	4.83E+00	3.07E+01	3.70E+01	2.28E+01	1.04E+01	1.25E+01	2.25E+01	5.47E+00	1.13E+01	9.86E+00	2.19E+00	1.17E+01	8.77E+00
V88	1.09E+00	6.67E-01	5.81E-01	1.75E+00	9.71E-01	1.49E+00	1.14E+00	8.79E-01	5.58E-01	1.06E+00	9.87E-01	2.07E+00	3.00E-01	1.45E+00	9.36E-01	1.55E+00
V89	1.20E+01	4.57E+00	3.92E+00	1.74E+01	4.44E+00	5.82E+00	1.29E+00	6.00E-01	2.86E+00	2.80E+00	2.90E+00	1.46E+01	2.49E+00	1.00E+01	3.18E+00	1.95E+01
V90	1.05E+01	3.68E+01	3.35E+01	1.00E-01	0.00E+00	3.82E+01	1.00E-01	3.80E+00	3.96E+00	1.96E+00	3.43E+01	8.98E+00	3.06E-01	1.52E+01	1.62E+00	8.46E-01
V91	4.07E-01	2.63E+00	8.46E-01	0.00E+00	1.22E+01	2.30E+00	1.01E+01	9.07E-01	1.09E+00	9.49E+00	7.00E-01	0.00E+00	2.00E+00	8.54E-01	4.58E-01	0.00E+00
V92	6.27E+00	0.00E+00	2.13E-01	5.33E+00	2.40E+00	2.67E-01	1.99E+00	1.55E+00	5.78E-01	5.00E-01	2.10E+00	5.00E-01	9.20E-01	7.68E+00	1.40E+00	5.21E+00
V93	2.64E+01	5.12E+00	2.79E+00	1.28E+00	2.98E+00	7.43E+00	1.45E+00	1.17E+01	9.82E+00	1.29E+00	1.17E+01	3.01E+01	2.87E+00	2.24E+01	2.89E+00	2.13E+00
V94	4.15E+00	5.24E+00	6.84E-01	1.00E+00	2.48E+00	4.99E+00	2.94E+00	1.13E+00	0.00E+00	1.48E+00	6.57E-01	5.10E+00	6.18E-01	3.99E+00	9.55E-01	1.13E+00
V95	2.30E+00	1.00E-01	5.30E+00	2.95E+00	4.73E-01	2.67E-01	4.00E-01	7.06E-01	2.00E-01	4.82E-01	4.86E+00	1.41E+00	1.29E+00	1.73E+00	1.62E+00	3.38E+00
V96	2.45E+00	1.38E+01	1.00E-01	3.69E+00	1.64E+01	1.51E+01	1.59E+01	0.00E+00	4.58E-01	1.31E+01	1.00E-01	1.20E+00	5.08E+00	3.10E+00	8.97E-01	5.32E+00
V97	4.00E-01	1.30E+01	8.46E+00	1.36E+00	8.62E+00	1.13E+01	8.44E+00	1.81E+01	2.10E+01	7.17E+00	9.75E+00	1.54E+01	2.13E+00	0.00E+00	7.49E+00	1.87E+00
V98	6.87E+00	2.69E+00	0.00E+00	5.00E+00	1.19E+01	3.64E+00	1.17E+01	1.48E+01	1.68E+01	7.40E+00	4.00E-01	6.76E+00	6.26E+00	6.51E+00	4.74E+00	9.87E+00
V99	0.00E+00	2.69E-01	1.06E+00	0.00E+00	4.27E-01	0.00E+00	1.47E+00	1.44E+00	1.36E+00	0.00E+00	7.75E-01	0.00E+00	2.13E-01	0.00E+00	1.70E+00	1.00E-01
V100	9.37E+00	1.01E+01	6.31E+00	6.19E+00	0.00E+00	1.11E+01	0.00E+00	1.00E-01	3.00E-01	8.00E-01	4.25E+00	2.08E+01	3.00E-01	5.54E-01	4.27E-01	5.23E+00
