Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V31	5.38E+00	1.44E+00	1.89E+00	1.98E+00	3.39E+00	1.02E+00	6.05E-01	7.27E-01	0.00E+00	1.10E+00	0.00E+00	3.32E+00	2.00E+00	0.00E+00	1.59E+00	1.34E+00	7.19E+00	1.62E+00	4.36E+00
V32	8.54E-01	5.82E-01	2.49E+00	1.03E+00	1.34E+01	1.44E+00	1.87E+00	2.23E+00	0.00E+00	8.00E-01	0.00E+00	9.98E+00	3.04E+00	0.00E+00	1.68E+00	8.04E+00	8.23E-01	1.25E+01	0.00E+00
V33	0.00E+00	1.42E+00	2.86E+01	1.30E+01	5.97E-01	2.78E+00	4.44E+00	3.84E+01	4.60E+00	1.29E+01	6.01E+00	1.21E+00	1.51E+00	3.29E+00	1.47E+00	1.20E+01	8.00E-01	3.17E+00	1.33E-01
V34	1.20E+00	1.75E+00	1.32E+00	4.41E+00	1.48E+00	5.67E+00	4.21E+00	5.82E+00	7.06E-01	1.07E+00	9.24E-01	7.75E-01	0.00E+00	2.32E+00	8.98E-01	1.61E+00	2.47E+00	1.98E+00	0.00E+00
V35	1.57E+00	1.91E+00	1.25E+00	8.27E-01	3.58E+00	2.86E+00	4.83E+00	6.03E+00	1.13E+00	1.30E+00	9.60E-01	6.83E-01	7.19E-01	4.23E-01	3.20E+00	1.00E+00	2.73E+00	1.69E+00	1.00E-01
V36	3.79E-01	4.73E-01	7.16E-01	1.49E+00	1.34E+00	4.24E+00	5.77E+00	4.72E+00	0.00E+00	0.00E+00	0.00E+00	1.52E+00	2.67E-01	0.00E+00	7.75E-01	1.36E+00	4.27E-01	6.80E-01	2.21E-01
V37	6.89E+00	2.60E-01	3.58E+00	2.22E+00	2.24E+00	1.25E+00	2.31E+00	1.38E+00	5.94E+00	7.65E+00	4.49E+00	1.40E+00	5.00E-01	1.13E+00	7.75E-01	1.94E+00	8.37E+00	1.90E+00	2.34E+00
V38	1.20E+01	1.03E+00	1.89E+00	1.93E+00	1.26E+01	2.98E-01	2.67E-01	5.12E-01	6.84E-01	3.91E+00	2.37E+00	4.54E+00	3.17E+00	2.22E+00	3.96E-01	6.33E+00	6.82E+00	1.19E+01	2.13E-01
V39	1.11E+00	2.38E+00	1.61E+00	1.35E+00	7.33E-01	8.62E-01	5.16E-01	1.03E+00	0.00E+00	0.00E+00	0.00E+00	2.20E+00	6.80E-01	0.00E+00	0.00E+00	1.27E+00	4.73E-01	3.50E+00	1.00E-01
V40	6.23E-01	7.05E+00	1.36E+00	3.27E-01	6.67E-01	2.31E+00	2.04E+00	2.67E+00	1.93E+00	2.46E+00	3.18E+00	1.81E+00	5.59E-01	1.93E+00	4.52E-01	2.30E+00	1.66E+00	6.78E+00	4.99E-01
V41	3.33E+00	1.14E+00	5.58E-01	2.69E-01	2.91E+00	1.57E+00	2.43E+00	2.97E+00	2.33E+00	1.29E+00	2.74E+00	4.62E+00	4.65E+00	5.37E-01	8.17E-01	0.00E+00	4.22E+00	3.39E+00	5.00E-01
V42	4.59E+00	1.62E+00	1.69E+00	0.00E+00	6.02E+00	8.49E-01	3.22E+00	6.77E+00	8.87E+00	7.81E+00	7.50E+00	4.50E+00	5.12E-01	3.07E+00	1.88E+00	2.27E+00	7.34E+00	1.97E+00	1.73E+00
V43	8.20E+00	3.04E+00	1.22E+01	4.95E+00	6.94E+00	9.80E-01	1.02E+00	1.18E+00	1.66E+00	7.90E+00	4.73E+00	3.43E+00	2.90E+00	4.65E+00	1.69E+00	6.23E+00	2.14E+01	1.91E+01	2.74E+00
V44	5.22E+00	2.63E+00	3.32E+00	8.31E-01	4.53E+00	2.01E+00	3.93E+00	7.83E+00	7.49E+00	1.10E+01	7.43E+00	6.62E+00	7.72E+00	1.02E+00	2.91E+00	2.88E+00	5.20E+00	4.27E+00	1.86E+00
V45	2.04E+00	7.22E-01	6.29E-01	9.91E-01	0.00E+00	1.07E+00	1.46E+00	1.41E+00	8.75E-01	8.60E-01	0.00E+00	3.06E-01	5.12E-01	1.69E+00	0.00E+00	5.04E-01	3.05E+00	9.94E-01	2.01E+00
V46	0.00E+00	4.06E+00	1.79E+00	2.29E+00	2.21E-01	0.00E+00	0.00E+00	1.11E+00	0.00E+00	0.00E+00	0.00E+00	1.90E+00	5.33E-01	0.00E+00	0.00E+00	1.10E+00	4.00E-01	3.95E+00	3.00E-01
V47	1.04E+01	2.28E+00	2.78E+00	1.80E+00	2.70E+00	1.21E+00	2.54E+00	6.94E+00	6.99E+00	7.98E+00	3.78E+00	1.46E+00	3.15E+00	4.07E+00	2.63E+00	2.68E+00	9.48E+00	1.45E+00	2.41E+00
V48	0.00E+00	3.40E-01	8.57E-01	4.58E-01	1.08E+01	1.29E+00	9.66E-01	1.25E+00	2.94E+00	4.20E+00	1.29E+00	9.39E+00	3.46E+00	6.33E-01	2.92E+00	6.06E+00	0.00E+00	1.32E+01	0.00E+00
V49	6.71E+01	2.04E+00	2.09E+00	1.77E+00	8.75E-01	1.32E+00	6.53E-01	7.89E-01	1.89E+00	8.12E+00	8.38E+00	1.41E+00	2.63E+00	6.31E+00	1.41E+00	3.29E+00	7.04E+01	5.74E+00	1.13E+00
V50	6.99E+00	0.00E+00	0.00E+00	3.06E-01	2.21E-01	0.00E+00	0.00E+00	4.00E-01	5.63E-01	1.40E+00	4.73E-01	3.00E-01	3.89E-01	1.33E-01	0.00E+00	0.00E+00	6.31E+00	5.00E-01	1.10E+00
V51	3.27E+00	7.36E+00	2.78E+00	1.92E+00	0.00E+00	3.71E-01	0.00E+00	3.00E-01	6.16E-01	1.45E+00	7.77E-01	7.02E-01	2.28E+00	7.49E-01	4.22E-01	0.00E+00	6.10E+00	7.58E+00	8.46E-01
V52	1.41E+00	9.43E-01	2.23E+00	1.94E+00	2.29E+00	3.56E+00	2.39E+00	2.95E+00	4.43E+00	1.14E+01	8.08E+00	1.00E+00	4.00E-01	3.73E+00	1.12E+00	4.20E+00	1.40E+00	1.12E+00	2.00E-01
V53	1.36E+01	3.00E-01	4.47E-01	9.55E-01	0.00E+00	2.72E+00	2.62E+00	3.48E+00	9.33E-01	1.78E+00	1.03E+00	1.66E+00	5.33E-01	1.07E+00	9.48E-01	7.34E-01	1.29E+01	9.94E-01	3.11E+00
V54	2.00E+00	1.56E+01	2.15E+00	1.25E+00	0.00E+00	1.14E+01	1.09E+01	1.45E+01	0.00E+00	1.29E+00	9.21E-01	1.60E+00	1.04E+00	3.14E-01	0.00E+00	6.05E-01	1.75E+00	1.65E+01	1.32E+00
V55	4.11E+00	0.00E+00	6.32E-01	1.70E+00	1.19E+01	2.98E-01	3.71E-01	1.05E+00	0.00E+00	3.70E+00	0.00E+00	5.86E+00	3.64E+00	0.00E+00	3.34E+00	9.04E-01	1.07E+01	5.69E+00	1.60E+00
V56	1.32E+00	4.43E+00	5.43E-01	7.52E-01	7.92E-01	1.81E+00	2.72E+00	2.02E+00	9.33E-01	1.00E-01	0.00E+00	1.54E+00	1.45E+00	3.73E-01	0.00E+00	1.45E+00	2.88E+00	2.53E+00	1.67E+00
V57	3.82E+00	5.10E+00	5.60E+00	2.94E+00	3.62E+00	1.63E+00	1.20E+00	1.70E+00	6.56E+00	2.79E+00	4.17E+00	2.41E+00	2.59E+00	1.74E+00	1.23E+00	3.12E+00	1.03E+01	4.83E+00	1.26E+00
V58	5.39E+00	8.77E+00	6.19E-01	4.28E-01	1.18E+00	4.93E+00	7.15E+00	9.76E+00	0.00E+00	0.00E+00	5.47E-01	2.59E+00	1.59E+00	0.00E+00	0.00E+00	2.16E+00	4.59E+00	8.05E+00	2.00E-01
V59	1.03E+00	3.00E-01	2.71E+00	4.07E+00	1.16E+00	1.90E+00	3.03E+00	3.53E+00	7.49E+00	1.07E+01	3.90E+00	1.59E+00	2.02E+00	3.73E+00	1.00E+00	1.90E+00	0.00E+00	9.07E-01	1.38E+00
V60	6.25E+00	7.00E-01	1.51E+00	1.05E+00	7.63E-01	8.21E+00	7.72E+00	1.03E+01	1.45E+00	3.24E+00	2.26E+00	7.02E-01	7.95E-01	6.23E-01	3.59E-01	6.63E-01	6.66E+00	6.40E-01	0.00E+00
V61	5.37E-01	6.62E+00	2.55E+00	6.74E-01	5.43E+00	6.51E-01	5.47E-01	1.81E+00	5.47E+00	6.88E+00	7.38E+00	2.99E+00	1.02E+00	2.29E+00	2.29E+00	3.77E+00	2.23E+00	7.43E+00	5.93E-01
V62	1.13E+01	4.85E+00	3.05E+00	1.95E+00	1.21E+00	1.23E+00	7.31E-01	2.78E+00	2.90E+00	1.81E+00	2.54E+00	3.00E+00	1.76E+00	1.03E+00	9.92E-01	1.51E+00	1.32E+01	5.06E+00	1.96E+00
V63	5.35E+00	5.99E+00	1.43E+00	1.65E+00	1.97E+00	6.33E-01	7.16E-01	4.07E-01	1.47E+00	2.25E+00	1.05E+00	2.63E+00	7.86E-01	7.16E-01	1.16E+00	2.79E+00	5.50E+00	4.78E+00	5.26E-01
V64	8.78E+00	0.00E+00	4.63E+00	2.43E+00	3.35E-01	2.49E-01	9.71E-01	4.13E+00	2.24E-01	6.00E-01	6.05E-01	2.67E-01	6.53E-01	9.52E-01	0.00E+00	2.80E+00	7.75E+00	8.00E-01	1.26E+00
V65	9.36E-01	1.24E+01	7.57E-01	7.31E-01	1.82E+00	0.00E+00	4.00E-01	1.05E+00	0.00E+00	0.00E+00	0.00E+00	4.02E+00	1.22E+00	2.67E-01	0.00E+00	1.49E+00	1.41E+00	1.31E+01	2.19E+00
V66	1.16E+00	7.06E+00	8.23E-01	5.96E-01	4.13E+00	0.00E+00	2.91E-01	1.22E+00	5.71E+00	6.27E+00	2.73E+00	2.84E+00	2.93E+00	1.64E+00	1.33E+00	3.36E+00	1.67E+00	7.64E+00	6.53E-01
V67	2.98E+00	1.51E+01	4.16E-01	5.93E-01	5.12E+00	0.00E+00	2.67E-01	2.21E+00	1.39E+00	9.31E-01	1.80E+00	3.88E+00	2.30E+00	2.91E-01	5.39E-01	4.37E+00	9.57E-01	1.54E+01	2.67E-01
V68	3.80E+00	2.21E-01	1.47E+00	9.07E-01	1.14E+00	4.48E+00	6.65E+00	8.59E+00	0.00E+00	1.00E-01	0.00E+00	2.67E-01	1.15E+00	0.00E+00	5.67E-01	1.85E+00	2.91E+00	7.00E-01	5.17E-01
V69	7.95E+00	6.83E+00	4.51E+00	3.25E+00	9.19E+00	0.00E+00	0.00E+00	8.54E-01	3.00E-01	2.36E+00	5.12E-01	1.09E+01	8.11E+00	0.00E+00	3.69E+00	3.63E+00	1.14E+01	1.37E+01	1.96E+00
V70	5.24E+00	1.28E+01	5.78E-01	3.35E-01	1.43E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.00E-01	0.00E+00	3.73E+00	4.46E+00	0.00E+00	6.16E-01	1.40E+00	4.53E+00	1.44E+01	2.52E+00
V71	1.65E+00	1.47E+00	3.88E+00	3.14E+00	1.06E+01	5.93E-01	5.63E-01	5.39E+00	1.07E+01	8.72E+00	5.03E+00	1.02E+01	3.84E+00	6.63E+00	5.61E+00	3.74E+00	3.29E+00	1.35E+01	2.00E-01
V72	1.37E+01	3.40E-01	4.07E-01	4.22E-01	5.16E-01	2.55E+00	1.59E+00	3.35E+00	2.73E+00	3.05E+00	1.37E+00	9.69E-01	1.04E+00	7.06E-01	6.96E-01	7.95E-01	1.30E+01	1.39E+00	1.82E+00
V73	2.37E+00	8.35E+00	2.70E+00	1.65E+00	1.53E+00	5.28E+00	5.18E+00	6.96E+00	0.00E+00	2.00E-01	1.00E-01	1.52E+00	8.19E-01	0.00E+00	8.00E-01	3.06E-01	5.93E+00	8.52E+00	1.00E-01
V74	4.19E+00	1.28E+00	9.98E-01	1.49E+00	7.75E+00	7.03E-01	4.90E-01	1.58E+00	1.01E+00	1.83E+00	1.82E+00	5.96E+00	4.03E+00	1.19E+00	2.98E+00	3.11E+00	4.79E+00	6.49E+00	7.63E-01
V75	1.13E+01	6.16E+00	1.72E+00	6.90E-01	0.00E+00	3.35E-01	3.35E-01	5.97E-01	2.55E+00	7.23E+00	5.28E+00	1.01E+00	1.00E-01	2.93E+00	5.04E-01	1.25E+00	1.32E+01	7.14E+00	1.30E+00
V76	4.38E+00	1.09E+00	7.32E+00	5.37E+00	7.52E-01	1.63E-01	0.00E+00	1.07E+01	0.00E+00	2.00E-01	0.00E+00	9.12E-01	5.12E-01	0.00E+00	8.27E-01	5.10E+00	4.88E+00	2.26E+00	2.00E-01
V77	4.93E+00	2.13E-01	6.74E-01	6.86E-01	3.58E+00	8.67E-01	1.47E+00	1.51E+00	2.08E+00	2.99E+00	1.15E+00	3.76E+00	1.33E+00	4.22E-01	1.34E+00	1.30E+00	1.11E+00	5.22E+00	1.31E+00
V78	2.31E+00	1.68E+00	1.90E+00	9.07E-01	1.01E+00	0.00E+00	0.00E+00	1.50E+00	0.00E+00	0.00E+00	0.00E+00	5.17E-01	2.13E-01	2.00E-01	5.81E-01	7.92E-01	1.63E+00	3.05E+00	2.24E-01
V79	6.14E+00	4.69E+00	6.07E+00	2.23E+00	5.46E+00	1.63E-01	0.00E+00	1.50E+00	9.07E-01	3.20E+00	5.22E-01	1.25E+00	1.41E+00	4.76E-01	4.95E+00	3.11E+00	3.65E+00	1.08E+01	5.00E-01
V80	6.96E-01	3.47E+00	5.04E-01	8.88E-01	3.24E+00	8.49E-01	5.26E-01	7.06E-01	5.26E-01	0.00E+00	0.00E+00	2.23E+00	1.98E+00	0.00E+00	7.34E-01	1.89E+00	1.88E+00	4.92E+00	0.00E+00
V81	9.83E+00	5.82E-01	1.81E+00	1.09E+00	8.54E-01	3.00E+00	2.27E+00	3.93E+00	1.07E+01	1.20E+01	7.69E+00	3.48E-01	0.00E+00	2.46E+00	5.21E-01	6.54E-01	9.10E+00	1.14E+00	1.30E+00
V82	8.33E-01	6.96E-01	2.37E+00	1.10E+00	1.02E+00	4.07E-01	0.00E+00	2.18E+00	1.38E+00	1.31E+00	1.37E+00	9.40E-01	7.77E-01	8.41E-01	8.36E-01	1.20E+00	4.00E-01	8.14E-01	2.13E-01
V83	4.23E+00	7.31E-01	2.77E-01	1.14E+00	3.94E-01	1.67E+00	3.01E+00	2.91E+00	1.11E+00	3.42E-01	1.72E+00	1.33E-01	0.00E+00	0.00E+00	8.82E-01	7.34E-01	3.89E+00	5.16E-01	4.76E-01
V84	8.01E+00	6.90E-01	2.14E+00	1.22E+00	2.60E-01	1.30E+00	4.40E+00	4.39E+00	4.16E+00	5.48E+00	3.32E+00	9.83E-01	1.90E+00	3.56E+00	3.94E-01	1.72E+00	8.88E+00	1.97E+00	1.86E+00
V85	2.40E+01	3.12E+00	2.91E+00	1.48E+00	2.51E+00	9.92E-01	8.88E-01	6.16E-01	4.82E-01	2.03E+00	9.80E-01	2.01E+00	2.29E+00	1.09E+00	1.00E-01	2.33E+00	2.46E+01	3.53E+00	3.12E+00
V86	5.42E+00	2.05E+01	1.15E+00	1.53E+00	7.22E+00	2.02E+00	2.34E+00	4.99E+00	5.68E+00	1.27E+01	6.95E+00	6.01E+00	3.80E+00	4.21E+00	2.26E+00	2.03E+00	4.44E+00	1.96E+01	1.01E+00
V87	1.18E+01	1.51E+01	8.99E+00	4.43E+00	1.51E+00	4.00E-01	8.03E-01	1.53E+00	0.00E+00	0.00E+00	0.00E+00	2.42E+00	8.95E-01	4.90E-01	3.67E-01	1.35E+00	1.51E+01	1.97E+01	3.56E+00
V88	9.21E-01	3.67E+00	3.51E+00	3.03E+00	1.73E+00	6.52E+00	6.22E+00	7.01E+00	5.04E+00	4.77E+00	1.73E+00	1.22E+00	1.13E+00	5.47E-01	7.46E-01	1.05E+00	3.15E+00	3.04E+00	3.00E-01
V89	3.32E+00	1.63E-01	4.16E-01	0.00E+00	3.03E+00	1.93E+00	1.56E+00	1.38E+00	1.00E+00	7.63E-01	1.16E+00	2.81E+00	2.27E+00	9.64E-01	2.54E+00	3.74E+00	3.52E+00	1.22E+00	4.99E-01
V90	7.02E+00	9.40E-01	6.99E+00	5.65E+00	3.24E+00	3.67E-01	1.42E+00	7.32E+00	3.14E+00	3.24E+00	2.24E+00	3.67E+00	1.48E+00	2.28E+00	1.39E+00	4.04E+00	1.40E+01	3.16E+00	1.00E-01
V91	2.97E+00	1.04E+00	4.17E+00	2.09E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.71E+00	1.86E+00	9.32E-01	3.00E-01	0.00E+00	5.58E-01	1.22E+00	2.24E-01	7.10E+00	3.19E+00	5.59E-01
V92	1.54E+01	0.00E+00	3.47E+00	3.44E+00	2.69E+00	1.37E+00	5.21E-01	3.98E+00	2.06E+00	3.37E+00	2.16E+00	0.00E+00	1.55E+00	4.24E+00	3.11E+00	1.57E+00	1.50E+01	4.57E+00	1.63E+00
V93	7.57E-01	2.60E-01	5.06E+00	2.67E+00	9.20E+00	1.69E+00	1.14E+00	2.36E+00	3.41E+00	4.37E+00	1.86E+00	6.82E+00	2.85E+00	1.13E+00	4.02E+00	7.35E+00	7.06E-01	1.20E+01	0.00E+00
V94	7.91E+00	1.98E+00	1.58E+00	3.59E+00	0.00E+00	3.89E-01	0.00E+00	2.00E+00	0.00E+00	3.00E-01	3.14E-01	7.18E-01	1.92E+00	0.00E+00	0.00E+00	5.01E+00	8.71E+00	1.95E+00	2.01E+00
V95	5.71E+00	3.66E+00	4.76E-01	6.96E-01	4.96E-01	3.89E+00	3.09E+00	4.84E+00	2.90E+00	2.96E+00	9.12E-01	3.99E+00	3.49E+00	1.16E+00	6.23E-01	2.83E+00	5.68E+00	5.00E-01	1.34E+00
V96	6.19E+00	2.89E+00	1.33E+00	9.60E-01	5.57E+00	8.41E-01	0.00E+00	5.42E-01	1.40E+00	4.96E+00	4.46E+00	4.19E+00	3.40E+00	2.85E+00	1.44E+00	8.00E-01	6.57E+00	5.27E+00	4.27E-01
V97	2.55E+00	4.96E-01	3.14E+00	1.40E+00	9.75E-01	9.68E-01	1.30E+00	3.94E+00	3.33E+00	2.49E+00	2.25E+00	5.12E-01	1.63E+00	2.07E+00	0.00E+00	1.38E+00	1.99E+00	2.56E+00	1.94E+00
V98	1.59E+00	5.88E+00	1.55E+00	1.06E+00	9.95E+00	9.67E-01	9.00E-01	3.60E+00	5.41E+00	6.91E+00	5.91E+00	9.88E+00	2.82E+00	3.65E+00	6.43E+00	2.85E+00	3.33E+00	8.70E+00	3.59E-01
V99	0.00E+00	1.76E+01	9.78E-01	8.16E-01	7.31E-01	0.00E+00	0.00E+00	0.00E+00	3.03E+00	3.68E+00	1.67E+00	2.29E+00	1.96E+00	3.07E+00	1.08E+00	4.94E-01	0.00E+00	1.70E+01	1.12E+00
V100	6.90E-01	1.83E+00	2.39E+00	1.24E+00	1.01E+00	8.62E-01	2.08E+00	5.13E+00	6.52E+00	1.54E+01	1.01E+01	1.13E+00	1.90E+00	3.87E+00	9.24E-01	1.71E+00	3.61E+00	0.00E+00	0.00E+00
