Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V49	2.62E+00	1.29E+01	1.96E+00	3.22E+00	5.52E+00	1.22E+01	1.31E+00
V50	4.48E-01	3.48E-01	2.71E+00	9.33E-01	1.56E+00	2.28E+00	2.24E-01
V51	1.31E+00	0.00E+00	6.67E-01	1.36E+00	2.14E+00	1.73E+00	1.52E+00
V52	1.87E+00	2.82E+01	5.08E+00	1.37E+01	3.77E+00	2.88E+01	3.79E+00
V53	2.71E+00	7.26E+00	2.58E+00	1.27E+01	9.98E-01	1.67E+01	8.57E-01
V54	1.19E+00	8.09E+00	0.00E+00	1.50E+00	3.67E-01	8.43E+00	9.64E-01
V55	3.80E+00	1.32E+01	5.11E+00	1.45E+00	1.48E+00	1.22E+01	2.86E+00
V56	3.08E+00	4.24E+00	2.68E+00	8.54E+00	5.63E-01	1.06E+01	2.65E+00
V57	1.78E+00	9.68E-01	3.07E+00	1.06E+00	7.60E+00	9.09E+00	2.91E-01
V58	5.78E-01	1.17E+01	2.75E+00	1.21E+00	2.99E+00	9.25E+00	1.03E+00
V59	7.31E-01	1.73E+00	2.24E+00	1.33E+00	3.48E+00	4.19E+00	3.38E+00
V60	6.32E-01	2.06E+00	6.73E+00	0.00E+00	4.27E-01	7.26E+00	3.27E-01
V61	9.45E-01	1.20E+01	5.66E+00	4.60E+00	5.02E+00	9.01E+00	2.27E+00
V62	0.00E+00	1.33E+01	2.80E+00	1.76E+00	5.17E-01	1.18E+01	3.40E-01
V63	1.69E+00	7.38E+00	3.08E+00	8.79E-01	3.51E+00	7.38E+00	6.40E-01
V64	4.36E+00	4.82E-01	7.10E+00	1.78E+00	2.13E+00	8.49E+00	2.79E+00
V65	0.00E+00	1.59E+01	2.16E+00	0.00E+00	3.11E+00	1.65E+01	1.67E+00
V66	4.22E+00	3.99E+00	2.14E+00	8.12E+00	1.47E+00	1.07E+01	2.06E+00
V67	2.79E+00	1.09E+01	4.67E+00	9.17E-01	1.13E+00	7.87E+00	1.74E+00
V68	1.07E+00	4.73E+00	1.53E+00	1.99E+00	2.96E+00	4.45E+00	1.67E+00
V69	3.50E+00	8.35E+00	3.24E+00	4.72E+00	9.67E-01	6.55E+00	1.23E+00
V70	2.30E+00	1.29E+00	1.05E+00	4.61E+00	3.05E+00	5.21E+00	9.78E-01
V71	3.67E+00	5.28E+00	2.96E+00	4.27E-01	3.07E+00	3.81E+00	1.33E+00
V72	5.26E-01	8.02E+00	1.33E-01	4.61E+00	8.59E-01	8.42E+00	6.18E-01
V73	1.37E+00	1.59E+00	4.90E+00	3.14E+00	1.52E+00	2.98E+00	6.57E-01
V74	1.28E+00	3.52E+00	2.29E+00	0.00E+00	0.00E+00	2.94E+00	1.32E+00
V75	7.48E+00	3.77E+00	2.92E+01	1.29E+00	1.27E+00	3.61E+01	2.47E+00
V76	2.27E+00	9.00E+00	2.20E+00	1.91E+00	1.00E-01	7.39E+00	1.54E+00
V77	1.41E+00	8.75E+00	1.64E+01	3.36E+00	2.20E+00	1.31E+01	2.63E+00
V78	4.94E-01	1.13E+01	2.00E-01	5.26E-01	4.00E+00	1.03E+01	7.90E-01
V79	1.85E+00	4.57E+00	8.14E-01	1.05E+01	1.91E+00	1.37E+01	9.68E-01
V80	3.31E+00	3.41E+00	6.68E+00	1.69E+01	1.67E+00	2.17E+01	1.50E+00
V81	2.62E+00	5.49E+00	5.86E-01	1.48E+00	3.47E+00	5.77E+00	1.76E+00
V82	2.11E+00	1.98E+00	3.32E+00	2.04E+00	9.21E-01	3.33E+00	1.23E+00
V83	3.73E+00	1.99E+01	1.97E+00	2.74E+00	1.05E+00	1.69E+01	2.03E+00
V84	2.26E+00	3.54E+00	8.84E-01	1.57E+00	3.10E+00	4.33E+00	9.71E-01
V85	7.12E-01	1.24E+00	1.22E+00	3.25E+00	2.38E+00	4.64E+00	1.55E+00
V86	1.64E+00	2.58E+00	4.81E+00	1.47E+01	1.46E+00	1.89E+01	8.70E-01
V87	1.72E+00	5.17E+00	2.09E+00	5.86E-01	9.34E-01	4.54E+00	1.39E+00
V88	7.27E-01	3.23E+00	1.96E+00	6.01E-01	3.07E+00	3.15E+00	2.27E+00
V89	1.99E+00	8.06E-01	3.42E-01	1.11E+00	4.91E+00	3.09E+00	2.32E+00
V90	1.10E+00	3.20E+00	1.00E-01	6.32E-01	0.00E+00	3.06E+00	8.97E-01
V91	2.02E+00	1.28E+01	1.60E+01	6.11E+00	4.90E-01	1.05E+01	1.34E+00
V92	2.48E+00	1.38E+00	3.74E+00	2.00E-01	1.93E+00	4.80E+00	5.73E-01
V93	0.00E+00	2.41E+00	6.30E+00	0.00E+00	2.24E+00	4.41E+00	4.22E-01
V94	1.01E+00	1.92E+00	1.01E+00	4.64E+00	1.49E+00	4.58E+00	5.67E-01
V95	9.31E-01	4.67E-01	2.99E+00	9.09E-01	4.92E+00	3.86E+00	0.00E+00
V96	7.12E+00	1.34E+01	3.17E+00	4.14E+00	9.52E-01	8.68E+00	5.13E+00
V97	1.60E+00	9.29E-01	1.41E+00	7.16E-01	2.74E+00	1.81E+00	2.58E-01
V98	2.09E+00	5.37E+00	5.17E-01	5.16E-01	1.15E+00	4.78E+00	2.51E+00
V99	2.53E+00	2.02E+01	2.33E+00	7.81E-01	2.06E+00	2.14E+01	2.17E+00
V100	3.67E-01	6.18E+00	2.07E+00	6.50E-01	0.00E+00	6.73E+00	4.48E-01
