MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:T:4	0	2	7	0	5	4	1	9	15	13	0	1	1	9	1	12	4	13	0	2	13	1	1	10	1	4	3	3	7	3	4	1	2	8	1	12	0	4	3	1	1	1	0	12	3	2	1	4	10	2	6	2	1	1	1	3	13	2	4	2	34	2	27	1	3	0	19	0	3	4	2	0	4	2	1	5	6	2	0	19	5	1	2	1	2	1	7	3	0	4	10	4	23	2	0	40	1	3	10	0
1:Del:T:5	0	15	17	0	0	9	14	26	108	102	0	0	0	2	0	223	3	0	0	7	32	18	8	64	3	33	8	13	60	23	70	0	16	0	20	5	13	12	9	30	95	37	1	1	9	8	10	105	2	21	13	18	0	5	1	13	65	4	82	9	4	17	58	17	17	16	22	0	52	34	34	1	141	5	4	43	108	6	2	0	20	7	23	11	0	10	12	20	5	37	44	3	14	10	6	97	1	3	2	1
1:Ins:C:0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	3	1	0	0	1	0	1	0	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	3	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1:Ins:C:1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
1:Ins:C:3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1:Ins:C:4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
1:Ins:C:5	4	0	3	0	0	0	1	4	3	3	0	0	2	0	3	2	2	0	0	3	3	1	2	1	1	0	0	0	1	0	5	0	1	0	1	1	2	0	3	1	1	2	0	0	2	1	1	1	6	4	0	0	0	4	3	1	1	5	5	0	4	0	0	1	1	0	5	0	2	2	1	0	2	0	0	2	3	0	0	0	4	1	0	1	1	0	0	5	4	2	1	1	4	4	0	2	3	1	0	1
1:Ins:T:0	2	5	3	0	1	0	1	1	0	0	1	0	1	2	0	0	0	3	0	0	3	0	1	2	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	8	0	8	0	0	0	5	0	0	1	0	0	1	0	1	1	0	0	1	3	2	0	0	1	0	2	4	1	1	1	2	0	8	0	0	6	0	3	1	0
1:Ins:T:1	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	2	0	0	1	1	1	1	1	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	1	0	0	3	1	1	3	0	0	2	0	1	1	0
1:Ins:T:2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	1	0	0
1:Ins:T:3	1	1	4	0	2	3	12	7	2	0	2	0	14	2	1	1	5	3	0	4	0	4	12	0	1	16	0	0	3	0	0	0	0	0	0	0	11	2	5	0	6	0	0	1	0	6	1	1	2	1	2	5	7	3	1	1	0	7	4	0	2	2	5	4	0	0	0	2	0	4	7	0	0	0	2	7	0	2	0	5	1	2	0	3	1	3	0	17	6	3	8	6	9	1	15	0	18	0	7	0
1:Ins:T:4	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	2	2	1	1	0	0	0	1	1	0	0	2	1	0	1	0	1	1	0	2	2	0	2	2	1	0	0	0	0	3	0	0	1	0	3	0	0	0	0	1	0	3	0	2	0	0	0	2	0	0	1	0	0	0	0	0	3	1	1	0	0	2	0	0	2	0	0	0	7	4	0	2	1	3	3	1	3	0	1	1	0
1:Ins:T:5	194	17	59	1	10	5	4	147	1	15	8	31	21	42	12	21	66	3	0	105	101	26	25	11	13	1	0	10	35	2	101	8	9	34	1	74	68	4	76	52	1	32	25	1	36	5	33	1	181	53	25	21	22	162	42	2	20	269	139	5	83	11	26	5	1	8	49	41	12	89	5	2	1	0	1	111	14	3	4	17	95	72	10	36	2	10	3	265	117	5	58	53	73	103	3	14	84	31	18	0
2:Del:R:0	0	3	0	0	7	2	2	4	2	1	0	0	5	1	1	1	1	2	0	1	0	1	6	1	0	7	0	1	1	1	0	0	2	1	0	2	1	0	0	0	2	1	0	1	0	1	2	0	0	0	0	1	2	1	0	0	0	5	1	0	6	2	2	3	1	0	3	0	0	2	1	0	0	1	2	0	0	3	0	1	3	2	0	1	1	2	6	3	1	2	0	1	9	0	4	8	3	0	3	0
2:Del:R:1	0	5	0	0	0	1	1	3	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	3	1	0	1	0	1	1	1	2	1	1	0	2	0	1	0	0	0	7	0	0	0	1	0	0	0	2	1	0	2	1	0	1	1	0	1	1	0	5	1	1	1	0	2	6	0	1	1	0	1	0	0
2:Del:R:2	0	52	4	2	10	15	16	2	34	7	13	1	8	1	4	1	0	0	0	2	3	2	24	0	10	4	32	1	0	2	0	31	2	1	1	0	11	21	0	0	6	22	1	2	7	21	33	42	9	10	3	0	6	27	2	2	2	19	7	3	2	1	1	12	9	3	3	2	14	7	3	0	21	4	8	3	6	6	9	6	3	31	0	0	0	11	6	1	0	0	13	4	1	2	1	2	1	1	4	12
2:Del:R:3	3	2	13	0	3	4	49	13	3	3	6	0	26	3	3	0	10	6	0	11	0	5	52	0	2	58	0	0	1	0	0	0	1	0	0	1	14	0	14	0	22	0	3	5	0	19	7	3	1	9	5	23	31	6	3	0	3	17	9	0	6	3	18	33	1	0	5	5	0	11	23	4	0	3	4	8	3	11	1	15	0	10	0	21	5	6	0	65	13	2	23	22	18	0	44	1	25	6	31	1
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
3:Del:R:0	1	4	1	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0	2	0	0	0	1	0	0	2	0	0	0	1	1	0	0	3	2	0	0	1	1	0	0	1	0	2	0	0	0	0	4	2	0	0	3	0	3	5	0	0	1	0	0	1	2
3:Del:R:1	5	1	1	0	0	1	0	3	3	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	2	0	0	1	2	0	1	2	1	1	1	0	0	0	0	1	0	1	0	0	1	0	3	0	0	0	3	0	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	2	0	1	1	1	1	0	3	0	0	0	0
3:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3:Del:R:3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	3	0	2	2	0	1	1	0	1	0	0
4:Del:R:1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	4	0	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1
4:Del:R:2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	4	86	1	0	0	33	4	34	0	12	5	7	6	2	13	0	1	2	2	1	3	1	0	5	1	0	0	8	4	2	0	0	3	7	7	0	3	6	4	0	0	9	8	2	0	4	0	2	58	1	7	11	0	8	7	27	9	2	1	7	0	8	41	4	5	3	33	4	3	0	21	6	0	9	19	8	1	9	5	9	21	21	0	19	4	37	27	1	0	64	0	39	64	2	43	1	4	0	12	10
5:Del:R:1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
5:Del:R:2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5:Del:R:3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	428	24	14	42	63	76	9	210	17	81	1	52	3	43	15	1	0	1	20	35	3	154	8	86	17	192	15	2	12	4	252	19	6	0	9	66	156	16	2	44	140	26	15	33	91	194	328	76	65	20	0	46	196	13	23	5	116	46	23	3	0	11	80	68	26	1	39	56	55	16	0	155	12	87	39	47	43	66	40	14	251	6	0	2	57	13	2	11	0	118	48	7	19	7	5	18	12	22	46
2:Ins:R:0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1
2:Ins:R:1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	1	1	1	1	0	0
2:Ins:R:2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
2:Ins:R:3	0	0	1	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	1	1	1	0	4	0
2:Ins:R:4	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2:Ins:R:5	2	14	6	0	1	4	7	1	13	1	1	1	0	0	2	3	2	0	0	1	4	2	8	0	3	1	11	4	2	0	2	8	0	0	1	1	3	2	2	1	5	6	1	1	3	5	6	24	6	5	2	0	3	16	1	1	4	7	8	2	3	0	1	12	3	0	2	3	4	5	1	0	1	2	1	4	4	3	2	1	2	14	0	0	1	2	1	8	3	0	3	4	2	1	0	1	4	2	2	3
3:Ins:R:0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
3:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0
4:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
4:Ins:R:2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	2	0
