Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V12	2.14E+00	2.10E+01	1.18E+01	1.31E+00	4.21E+00	2.05E+00	2.18E+00	3.23E+00	4.82E+00	2.39E+00	3.66E+00	1.21E+01	2.25E+01	2.58E+00
V13	7.12E-01	1.89E+01	1.31E+00	9.34E+00	0.00E+00	1.60E+00	2.13E+00	2.01E+01	8.76E+00	1.88E+01	1.74E+00	1.51E+00	1.80E+01	4.00E-01
V14	6.63E-01	6.29E+00	1.27E+00	4.00E+00	1.70E+00	4.72E+00	4.11E+00	8.51E+00	4.56E+00	7.67E+00	3.75E+00	1.88E+00	6.57E+00	5.22E-01
V15	6.67E-01	1.05E+00	7.72E-01	5.11E+00	0.00E+00	4.48E-01	4.82E-01	7.19E+00	4.02E+00	5.33E+00	3.07E-01	3.42E-01	1.60E+00	6.01E-01
V16	3.18E+00	7.42E+00	3.82E+00	3.07E+00	4.43E+00	5.33E-01	1.33E-01	3.61E+00	4.87E+00	1.91E+00	2.26E+00	4.98E+00	4.38E+00	5.60E+00
V17	1.13E+00	4.12E+00	2.77E-01	9.87E-01	0.00E+00	1.33E+00	1.97E+00	7.37E-01	1.11E+00	1.85E+00	5.86E-01	6.70E-01	4.63E+00	1.29E+00
V18	1.81E+00	1.49E+00	2.61E+00	5.22E-01	3.38E+00	9.66E+00	9.01E+00	2.69E-01	1.70E+00	5.70E+00	3.73E+00	2.67E+00	8.00E-01	1.92E+00
V19	2.55E+00	1.90E+01	1.75E+00	3.48E-01	2.62E+00	1.61E+00	1.21E+00	6.11E-01	3.38E+00	1.71E+00	9.00E-01	3.30E+00	2.00E+01	1.30E+00
V20	3.99E+00	1.53E+00	3.95E+00	1.43E+00	2.20E+00	1.78E+00	1.92E+00	3.46E+00	1.62E+00	3.31E+00	2.21E+00	3.60E+00	1.92E+00	2.40E+00
V21	6.94E+00	1.05E+00	0.00E+00	1.46E+01	8.63E+00	5.85E+00	7.57E+00	2.19E+01	1.35E+01	2.10E+01	6.96E+00	5.57E+00	1.10E+00	5.78E+00
V22	3.74E+00	3.56E+00	2.05E+00	2.91E+00	4.28E+00	9.57E-01	9.43E-01	4.24E+00	3.90E+00	1.75E+00	3.77E+00	3.76E+00	3.52E+00	2.08E+00
V23	2.54E+00	1.86E+00	3.35E-01	0.00E+00	1.11E+00	0.00E+00	0.00E+00	0.00E+00	5.47E-01	5.00E-01	1.19E+00	4.26E+00	1.47E+00	1.87E+00
V24	1.39E+00	4.01E+00	1.05E+00	1.80E+00	3.00E-01	1.66E+00	1.33E+00	1.52E+00	0.00E+00	1.70E+00	5.26E-01	1.31E+00	4.09E+00	7.22E-01
V25	1.10E+00	5.39E+00	6.53E-01	3.61E+00	2.77E-01	4.23E-01	3.42E-01	7.81E+00	5.63E+00	3.29E+00	3.48E-01	0.00E+00	5.93E+00	1.10E+00
V26	2.08E+00	3.07E-01	4.73E+00	3.96E-01	1.37E+01	0.00E+00	0.00E+00	0.00E+00	8.45E+00	1.10E+00	1.17E+01	1.11E+01	5.12E-01	2.29E+00
V27	3.45E+00	8.72E-01	1.08E+00	1.72E+00	1.73E+00	2.90E+00	3.62E+00	1.67E+00	4.27E-01	2.74E+00	6.40E-01	1.98E+00	1.01E+00	1.37E+00
V28	0.00E+00	2.95E+01	1.49E+01	9.94E-01	5.61E+00	1.42E+00	0.00E+00	0.00E+00	6.08E+00	5.17E-01	5.82E+00	1.82E+01	3.05E+01	2.00E-01
V29	6.96E-01	2.62E+00	6.88E+00	1.51E+00	8.58E+00	2.00E-01	0.00E+00	1.05E+00	9.02E+00	1.30E+00	3.15E+00	1.02E+01	4.14E+00	3.40E-01
V30	1.20E+00	3.79E-01	0.00E+00	5.49E+00	9.12E-01	3.90E+00	2.04E+00	5.90E+00	1.50E+00	9.69E-01	1.53E-01	0.00E+00	0.00E+00	1.04E+00
V31	1.80E-01	0.00E+00	1.02E+01	5.81E-01	2.65E+00	1.86E+00	1.50E+00	0.00E+00	1.67E+00	3.06E-01	3.00E+00	9.90E+00	0.00E+00	5.00E-01
V32	6.40E-01	3.03E+00	0.00E+00	1.85E+00	4.22E+00	5.03E+00	3.01E+00	1.48E+00	2.26E+00	2.86E+00	5.26E+00	3.49E+00	6.57E+00	0.00E+00
V33	8.06E-01	1.39E+00	3.97E+00	1.54E+00	1.09E+01	3.97E+00	3.37E+00	1.36E+00	1.04E+01	3.94E+00	9.75E+00	4.47E-01	7.30E-01	1.18E+00
V34	6.19E-01	2.79E+00	7.92E-01	2.27E+00	1.44E+01	7.18E-01	1.18E+00	5.98E+00	4.60E+00	5.53E+00	1.66E+01	9.00E-01	2.99E+00	0.00E+00
V35	2.13E-01	1.91E+00	3.90E+00	1.90E+00	3.91E+00	0.00E+00	0.00E+00	1.26E+00	3.35E+00	1.00E-01	2.94E+00	5.56E+00	1.64E+00	2.00E-01
V36	2.54E+00	1.61E+00	3.71E+00	9.48E-01	4.70E+00	7.37E+00	1.07E+01	1.55E+00	3.02E+00	8.57E+00	4.64E+00	4.16E+00	1.58E+00	4.03E+00
V37	1.96E+00	9.26E+00	1.10E+00	6.54E+00	3.30E+00	6.76E+00	1.01E+01	1.05E+01	4.16E+00	1.33E+01	3.28E+00	5.11E+00	1.13E+01	2.85E+00
V38	4.64E+00	5.28E+00	5.00E+00	1.75E+00	4.00E-01	1.33E-01	0.00E+00	3.27E+00	2.46E+00	2.90E+00	3.06E-01	4.80E+00	8.25E+00	6.87E+00
V39	0.00E+00	1.22E+01	5.45E+00	3.26E+00	5.40E+00	1.45E+00	1.77E+00	1.82E+00	2.06E+00	3.45E+00	5.09E+00	5.10E+00	1.38E+01	0.00E+00
V40	2.78E+00	9.95E+00	1.09E+00	6.84E+00	6.86E+00	0.00E+00	1.24E+00	5.31E+00	2.64E+00	2.12E+00	4.92E+00	3.43E+00	1.18E+01	2.80E+00
V41	9.87E-01	8.54E-01	2.99E+00	1.90E+00	4.73E-01	8.70E-01	6.53E-01	8.70E-01	2.13E-01	3.79E-01	2.00E-01	4.16E+00	0.00E+00	7.63E-01
V42	1.07E+00	0.00E+00	0.00E+00	4.47E-01	1.79E+00	9.80E-01	3.06E-01	8.00E-01	9.48E-01	1.10E+00	1.53E+00	8.00E-01	3.00E-01	0.00E+00
V43	9.71E-01	2.44E+00	7.42E-01	1.24E+00	5.26E-01	1.10E+00	1.36E+00	7.12E-01	2.13E-01	7.95E-01	3.06E-01	5.81E-01	2.54E+00	7.48E-01
V44	0.00E+00	1.34E+00	1.23E+00	4.96E-01	7.68E+00	7.52E+00	1.01E+01	1.39E+00	7.58E+00	8.32E+00	6.24E+00	3.61E+00	1.83E+00	0.00E+00
V45	4.00E+00	2.10E+01	1.76E+00	0.00E+00	5.96E-01	1.56E+00	1.70E+00	0.00E+00	9.40E-01	1.48E+00	6.96E-01	2.23E+00	1.90E+01	3.18E+00
V46	4.19E+00	1.68E+01	3.58E+00	9.34E-01	6.29E-01	0.00E+00	1.00E-01	1.83E+00	8.88E-01	2.53E+00	2.14E+00	2.93E+00	1.76E+01	2.03E+00
V47	3.48E-01	1.30E+01	2.51E+00	7.44E+00	0.00E+00	0.00E+00	9.22E-01	9.81E+00	3.73E+00	4.62E+00	1.10E+00	1.01E+00	1.29E+01	0.00E+00
V48	7.06E-01	5.16E-01	4.98E+00	2.89E+00	4.45E+00	1.35E+00	6.70E-01	3.26E+00	5.09E+00	3.55E+00	4.00E+00	8.13E+00	1.10E+00	9.57E-01
V49	5.17E-01	6.70E-01	6.68E+00	4.03E+00	2.30E+00	3.77E+00	4.44E+00	3.55E+00	1.78E+00	8.95E-01	1.00E-01	8.00E+00	5.00E-01	2.00E-01
V50	3.06E-01	1.56E+00	5.93E+00	0.00E+00	1.47E+00	2.91E+00	2.82E+00	4.71E-01	1.25E+00	2.51E+00	4.45E+00	4.97E+00	2.38E+00	0.00E+00
V51	4.40E+00	1.12E+00	4.02E+00	2.09E+00	3.17E+00	1.95E+00	1.61E+00	3.03E+00	1.77E+00	2.70E+00	3.35E+00	3.45E+00	1.28E+00	2.39E+00
V52	1.15E+00	7.30E-01	3.23E+00	6.69E+00	6.97E+00	1.35E+00	1.73E+00	6.82E+00	5.20E+00	6.56E+00	4.95E+00	3.39E+00	8.03E-01	2.24E+00
V53	1.98E+00	3.09E+00	3.38E+00	1.71E+00	4.51E+00	1.15E+01	1.37E+01	1.61E+00	4.99E+00	1.31E+01	4.72E+00	6.45E+00	4.91E+00	1.31E+00
V54	5.63E-01	9.75E-01	2.68E+00	1.28E+00	2.24E+00	3.41E+00	3.73E+00	2.48E+00	2.44E+00	2.92E+00	1.88E+00	2.59E+00	3.00E-01	0.00E+00
V55	8.56E+00	7.90E-01	6.63E+00	3.65E-01	4.44E+00	0.00E+00	0.00E+00	1.19E+00	4.73E+00	1.97E+00	2.69E+00	8.87E+00	7.37E-01	9.97E+00
V56	1.17E+00	2.02E+00	1.05E+01	1.22E+00	1.20E+00	1.37E+00	4.01E-01	1.99E+00	7.46E-01	1.36E+00	9.89E-01	1.19E+01	2.55E+00	2.71E+00
V57	3.00E-01	7.86E+00	8.93E+00	1.08E+00	3.34E+00	3.50E+00	3.36E+00	2.27E+00	1.81E+00	1.94E+00	3.70E+00	1.07E+01	8.24E+00	0.00E+00
V58	6.18E-01	3.14E+00	1.13E+00	4.07E-01	2.65E+00	2.70E+00	2.98E+00	0.00E+00	2.39E+00	2.46E+00	1.99E+00	1.72E+00	3.20E+00	0.00E+00
V59	3.61E+00	3.49E+00	2.13E+00	5.12E-01	1.65E+00	2.83E+00	2.81E+00	0.00E+00	2.69E-01	4.54E+00	1.65E+00	4.67E+00	4.91E+00	2.32E+00
V60	4.42E-01	0.00E+00	3.58E+00	1.62E+00	5.14E+00	1.00E-01	2.21E-01	2.67E+00	4.86E+00	2.42E+00	2.12E+00	3.25E+00	2.00E-01	3.42E-01
V61	0.00E+00	1.14E+00	1.00E+00	8.00E-01	8.95E-01	0.00E+00	0.00E+00	3.06E-01	1.35E+00	8.00E-01	3.00E-01	5.47E-01	6.63E-01	3.00E-01
V62	7.25E+00	4.04E+00	3.39E+00	8.75E-01	1.71E+00	3.52E+00	4.38E+00	2.15E+00	1.11E+00	4.63E+00	1.36E+00	9.61E+00	5.48E+00	5.77E+00
V63	2.44E+00	9.68E-01	0.00E+00	4.27E-01	9.78E-01	2.13E-01	3.96E-01	1.43E+00	4.23E-01	5.00E-01	1.11E+00	1.59E+00	0.00E+00	1.56E+00
V64	2.33E-01	4.90E-01	1.79E+00	5.77E-01	4.53E-01	3.81E+00	2.88E+00	5.93E-01	1.20E+00	1.43E+00	1.30E+00	2.26E+00	9.34E-01	0.00E+00
V65	2.99E+00	1.67E+01	3.00E-01	2.93E+00	0.00E+00	1.01E+00	1.07E+00	3.66E+00	1.14E+00	1.83E+00	1.30E+00	1.90E+00	1.94E+01	1.11E+00
V66	0.00E+00	2.14E+00	1.03E+00	2.19E+00	1.00E+00	1.74E+00	3.51E+00	1.70E+00	3.07E-01	4.13E+00	0.00E+00	6.71E-01	1.47E+00	0.00E+00
V67	0.00E+00	2.53E+01	2.40E+00	5.47E-01	2.48E+00	4.78E+00	4.07E+00	5.12E-01	8.95E-01	2.59E+00	2.17E+00	6.36E+00	2.69E+01	4.01E-01
V68	1.89E+00	3.51E+00	0.00E+00	3.73E-01	9.07E-01	1.20E+00	1.20E+00	1.10E+00	0.00E+00	1.01E+00	4.99E-01	1.12E+00	3.93E+00	2.26E+00
V69	1.97E+00	6.70E-01	9.35E+00	5.37E-01	4.83E+00	1.28E+01	1.02E+01	0.00E+00	4.29E+00	1.18E+00	4.97E+00	9.60E+00	5.00E-01	6.23E-01
V70	1.75E+00	1.15E+01	9.32E-01	1.63E+00	6.87E-01	5.47E-01	7.27E-01	4.94E+00	3.42E+00	4.31E+00	1.20E+00	2.18E+00	1.33E+01	1.80E+00
V71	1.92E+00	1.05E+00	1.92E+00	8.54E-01	1.20E+01	4.59E+00	4.57E+00	1.35E+00	1.93E+00	4.73E-01	1.32E+01	4.12E+00	1.29E+00	1.27E+00
V72	2.11E+00	0.00E+00	0.00E+00	3.14E-01	1.02E+00	5.78E-01	9.57E-01	0.00E+00	5.78E-01	1.32E+00	6.37E-01	1.40E+00	0.00E+00	1.94E+00
V73	2.06E+00	4.76E-01	3.39E+00	1.33E+00	1.70E+00	3.82E+00	5.36E+00	7.34E-01	3.96E-01	4.17E+00	2.03E+00	3.86E+00	5.86E-01	6.90E-01
V74	2.22E+00	1.21E+00	1.76E+00	1.30E+00	8.68E+00	3.69E+01	3.57E+01	3.00E-01	8.19E-01	7.22E+00	1.43E+01	2.06E+00	7.38E+00	2.25E+00
V75	1.29E+00	9.28E+00	1.50E+00	4.90E-01	2.65E+00	5.26E-01	0.00E+00	2.67E-01	1.45E+00	5.17E-01	1.98E+00	1.45E+00	1.06E+01	1.09E+00
V76	6.62E+00	2.90E+00	2.17E+00	5.04E-01	3.27E+00	2.01E+00	4.45E+00	0.00E+00	2.02E+00	2.96E+00	1.84E+00	9.50E+00	3.26E+00	4.96E+00
V77	1.99E+00	3.32E+00	1.82E+00	2.58E+00	3.67E+00	1.34E+00	1.33E+00	2.87E+00	3.53E+00	2.63E+00	4.49E+00	3.99E+00	6.35E+00	4.12E+00
V78	2.06E+00	1.10E+00	8.00E-01	6.76E+00	3.00E+00	1.76E+00	2.64E+00	7.85E+00	3.52E+00	9.24E+00	1.89E+00	1.11E+00	1.38E+00	6.00E-01
V79	6.57E-01	7.34E+00	0.00E+00	9.07E-01	3.75E+00	3.33E+00	3.85E+00	1.83E+00	3.79E+00	1.04E+00	3.25E+00	1.38E+00	8.64E+00	1.10E+00
V80	6.33E-01	2.29E+01	6.28E+00	2.48E+00	5.70E+00	1.81E+00	3.44E+00	3.72E+00	9.17E-01	2.87E+00	5.38E+00	8.47E+00	2.35E+01	0.00E+00
V81	0.00E+00	4.56E+00	0.00E+00	1.94E+00	1.53E-01	1.89E+00	1.02E+00	1.86E+00	1.19E+00	1.61E+00	6.05E-01	2.00E-01	5.35E+00	0.00E+00
V82	8.67E-01	7.18E-01	3.28E+00	1.76E+00	5.67E-01	0.00E+00	3.89E-01	2.10E+00	1.15E+00	1.41E+00	0.00E+00	4.23E+00	1.00E-01	1.57E+00
V83	6.18E-01	7.16E-01	1.73E+00	1.16E+00	8.82E+00	1.31E+00	4.67E-01	1.52E+00	8.32E+00	1.54E+00	8.46E+00	2.26E+00	9.83E-01	1.78E+00
V84	1.97E+00	3.69E+00	1.97E+00	0.00E+00	9.55E-01	3.00E-01	8.70E-01	1.68E+00	1.01E+00	2.05E+00	6.53E-01	2.79E+00	4.49E+00	5.39E-01
V85	3.09E+00	3.50E+00	2.66E+00	9.20E-01	1.45E+00	1.95E+00	2.15E+00	9.78E-01	8.41E-01	2.67E+00	7.02E-01	3.50E+00	4.99E+00	3.22E+00
V86	2.45E+00	8.16E-01	1.48E+00	3.94E-01	1.39E+00	3.27E-01	0.00E+00	5.39E-01	5.54E-01	4.99E-01	1.19E+00	3.32E+00	6.84E-01	8.84E-01
V87	8.06E-01	4.69E+00	0.00E+00	3.48E-01	0.00E+00	2.67E+00	2.62E+00	1.31E+00	6.37E-01	1.78E+00	8.17E-01	1.63E+00	5.44E+00	8.14E-01
V88	2.83E+00	5.14E+00	1.84E+00	9.12E-01	1.43E+01	1.83E+00	2.50E+00	2.59E+00	2.53E+00	2.45E+00	1.43E+01	3.27E+00	4.79E+00	2.20E+00
V89	2.41E+00	5.35E+00	9.48E-01	2.74E+00	5.63E-01	1.07E+00	8.46E-01	3.78E+00	1.92E+00	3.05E+00	6.11E-01	2.01E+00	5.61E+00	1.92E+00
V90	6.57E-01	0.00E+00	2.74E+00	4.02E+00	5.12E-01	8.97E-01	5.82E-01	7.68E+00	4.27E+00	6.26E+00	3.40E-01	4.15E+00	0.00E+00	7.92E-01
V91	6.01E-01	3.07E-01	1.61E+00	2.71E+00	9.17E-01	1.99E+00	2.02E+00	3.99E+00	1.79E+00	3.20E+00	9.09E-01	1.05E+00	4.73E-01	0.00E+00
V92	2.18E+00	1.84E+00	2.90E+00	6.83E+00	1.86E+01	4.15E+00	6.63E+00	7.48E+00	1.81E+01	5.53E+00	9.19E+00	4.70E+00	1.80E+00	1.06E+00
V93	2.25E+00	1.98E+01	3.94E-01	3.59E-01	0.00E+00	8.27E-01	4.07E-01	4.00E-01	1.07E+00	2.13E-01	1.45E+00	9.69E-01	2.20E+01	2.03E+00
V94	1.72E+00	3.06E-01	2.78E+00	8.70E-01	5.16E+00	6.15E+00	4.54E+00	1.29E+00	1.81E+00	6.16E+00	8.05E+00	3.15E+00	3.95E+00	7.77E-01
V95	2.52E+00	1.97E+00	2.02E+00	2.05E+00	2.94E+00	2.63E+00	5.16E+00	9.89E-01	1.75E+00	3.28E+00	3.29E+00	1.56E+00	2.30E+00	1.37E+00
V96	3.40E-01	2.00E-01	2.14E+00	3.96E-01	0.00E+00	5.44E+00	7.18E+00	0.00E+00	7.30E-01	7.03E+00	3.26E+00	1.48E+00	1.19E+00	0.00E+00
V97	1.93E+00	3.14E-01	9.32E-01	0.00E+00	1.35E+00	2.52E+00	3.43E+00	0.00E+00	4.16E-01	2.24E+00	1.41E+00	9.94E-01	1.00E-01	9.29E-01
V98	0.00E+00	4.81E+00	7.28E+00	6.15E-01	1.71E+00	2.23E+00	1.74E+00	3.40E-01	5.26E-01	1.22E+00	2.40E+00	6.96E+00	5.31E+00	0.00E+00
V99	6.63E-01	1.85E+00	1.67E+00	4.07E-01	1.02E+00	4.75E+00	5.03E+00	5.58E-01	1.33E+00	3.95E+00	1.52E+00	9.04E-01	8.03E-01	1.78E+00
V100	3.28E+00	1.67E+00	3.26E+00	6.80E-01	1.36E+00	0.00E+00	3.89E-01	0.00E+00	1.02E+00	9.00E-01	1.19E+00	3.31E+00	2.58E+00	3.82E+00
