Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V21	0.00E+00	3.07E+00	1.45E+00	3.53E+00	1.51E+00	2.15E+00	2.40E+00	3.79E+00
V22	3.68E+00	1.45E+00	7.46E-01	9.33E-01	9.73E+00	1.65E+00	7.95E-01	8.50E+00
V23	0.00E+00	2.49E-01	2.61E+00	6.39E+00	5.80E+00	6.05E-01	6.85E+00	5.49E+00
V24	5.47E-01	0.00E+00	2.24E+00	5.41E+00	2.06E+00	3.75E+00	4.47E+00	2.00E+00
V25	4.02E+00	4.27E-01	2.61E+00	5.81E-01	4.94E+00	1.26E+01	1.45E+01	4.55E+00
V26	4.92E+00	9.46E-01	1.07E+00	1.55E+00	7.02E-01	1.07E+00	1.77E+00	5.08E+00
V27	1.24E+01	9.22E-01	3.18E+00	7.64E-01	4.16E+00	2.94E+00	9.17E-01	9.14E+00
V28	1.72E+00	3.67E-01	2.24E-01	6.89E+00	9.57E-01	3.32E+00	4.48E+00	2.09E+00
V29	3.37E+00	6.70E-01	1.17E+00	1.57E+00	0.00E+00	1.11E+00	5.86E-01	2.81E+00
V30	1.86E+01	2.24E+00	3.00E-01	5.77E+00	1.00E-01	5.86E-01	4.34E+00	1.75E+01
V31	3.96E-01	2.17E+00	1.74E+00	9.87E+00	1.58E+00	6.96E+00	9.92E+00	4.86E+00
V32	1.84E+00	4.82E-01	9.21E-01	0.00E+00	1.38E+00	3.24E+00	3.57E+00	1.81E+00
V33	4.45E+00	1.76E+00	4.37E+00	7.61E-01	6.84E+00	2.22E+00	1.68E+00	5.73E+00
V34	1.07E+00	2.40E+00	5.22E+00	2.31E+00	6.94E+00	0.00E+00	3.16E+00	3.66E+00
V35	8.95E-01	1.65E+00	7.16E-01	1.15E+00	2.33E+00	4.87E+00	2.32E+00	3.05E+00
V36	6.74E-01	2.78E+00	1.31E+00	4.23E-01	7.39E+00	0.00E+00	3.59E-01	6.37E+00
V37	1.28E+01	3.63E+00	8.49E-01	1.56E+00	3.37E+00	9.28E+00	8.86E+00	1.19E+01
V38	1.08E+00	5.26E-01	0.00E+00	1.95E+00	4.94E+00	6.96E-01	1.81E+00	5.48E+00
V39	1.09E+01	1.32E+00	1.14E+00	0.00E+00	6.18E-01	5.97E+00	4.82E+00	1.08E+01
V40	0.00E+00	1.41E+00	1.32E+00	5.16E+00	1.92E+00	9.36E-01	5.72E+00	2.13E+00
V41	1.03E+00	0.00E+00	2.20E+00	2.18E+01	6.83E+00	8.44E+00	1.84E+01	8.22E+00
V42	8.39E+00	6.74E-01	1.10E+00	2.34E+00	3.40E-01	2.01E+00	1.67E+00	7.80E+00
V43	0.00E+00	1.27E+00	3.14E-01	5.56E+00	1.30E+00	0.00E+00	6.15E+00	7.64E-01
V44	3.10E+00	1.02E+00	1.39E+00	1.45E+00	9.43E-01	9.26E+00	6.41E+00	5.48E+00
V45	3.42E-01	3.14E-01	0.00E+00	6.11E-01	1.99E+00	2.12E+00	1.52E+00	1.48E+00
V46	0.00E+00	6.11E-01	8.46E-01	1.88E+00	6.60E+00	1.87E+00	1.90E+00	6.95E+00
V47	5.53E+00	0.00E+00	1.35E+00	3.79E-01	1.71E+00	0.00E+00	5.93E-01	5.32E+00
V48	3.23E+01	2.60E+00	1.89E+00	1.98E+01	1.33E+00	4.14E+00	1.75E+01	3.35E+01
V49	9.69E-01	2.60E+00	1.58E+00	5.09E+00	2.58E+00	1.31E+00	4.15E+00	2.66E+00
V50	6.56E+00	2.52E+00	2.44E+00	5.75E+00	1.63E+00	4.21E+00	2.70E+00	6.13E+00
V51	1.20E+01	2.21E-01	6.51E-01	3.77E+00	2.64E+00	1.15E+01	1.13E+01	1.31E+01
V52	1.63E+00	8.14E-01	1.12E+00	0.00E+00	1.05E+00	0.00E+00	0.00E+00	1.27E+00
V53	0.00E+00	0.00E+00	3.67E+00	9.89E+00	1.83E+00	1.04E+01	6.10E+00	6.01E+00
V54	5.67E-01	2.23E+00	2.21E+00	1.34E+01	3.43E+00	2.89E+01	1.65E+01	1.54E+01
V55	3.72E+01	5.78E-01	1.24E+00	7.45E-01	3.05E+00	6.16E+00	4.05E+00	3.82E+01
V56	1.01E+00	2.63E+00	3.71E+00	0.00E+00	9.78E-01	3.80E+00	4.89E+00	1.78E+00
V57	0.00E+00	4.52E-01	1.57E+00	8.14E-01	2.70E+00	1.46E+00	7.02E-01	2.87E+00
V58	2.66E+00	1.85E+00	5.86E-01	7.49E-01	6.86E-01	0.00E+00	5.16E-01	3.10E+00
V59	2.62E+00	1.01E+00	0.00E+00	4.33E-01	9.87E-01	6.80E-01	5.04E-01	1.56E+00
V60	3.01E+00	7.48E-01	2.77E-01	1.33E-01	3.89E-01	2.13E-01	4.48E-01	3.49E+00
V61	1.99E+01	1.28E+00	0.00E+00	1.00E-01	0.00E+00	2.80E+00	2.15E+00	1.93E+01
V62	1.10E+00	1.29E+00	1.94E+00	0.00E+00	2.39E+00	1.16E+00	1.69E+00	2.86E+00
V63	8.46E+00	1.89E+00	1.93E+00	2.46E+00	6.32E-01	1.73E+00	1.90E+00	9.18E+00
V64	3.06E+01	6.71E-01	9.75E-01	8.06E-01	6.05E-01	1.75E+00	1.10E+00	3.07E+01
V65	5.46E+00	6.70E-01	3.96E-01	0.00E+00	1.69E+01	6.63E-01	7.45E-01	1.40E+01
V66	8.83E-01	1.61E+00	1.19E+00	3.40E-01	2.02E+00	2.60E+00	5.54E-01	2.07E+00
V67	5.08E+00	1.29E+00	2.24E+00	6.70E-01	1.16E+01	1.73E+00	1.21E+00	9.37E+00
V68	0.00E+00	1.67E+00	6.23E-01	0.00E+00	0.00E+00	1.69E+00	1.11E+00	1.24E+00
V69	6.50E+00	7.95E-01	6.70E-01	3.25E+00	1.47E+00	4.96E-01	3.81E+00	6.76E+00
V70	8.38E+00	1.91E+00	1.87E+00	2.14E+00	1.00E-01	1.97E+00	1.42E+00	8.67E+00
V71	1.27E+00	2.51E+00	3.00E-01	4.85E+00	1.72E+00	6.54E-01	5.54E+00	1.08E+00
V72	1.44E+00	1.13E+00	0.00E+00	0.00E+00	6.67E-01	7.90E-01	8.95E-01	8.27E-01
V73	5.37E-01	9.94E-01	1.03E+00	4.48E-01	5.66E+00	0.00E+00	3.06E-01	5.59E+00
V74	6.67E+00	1.76E+00	2.14E+00	0.00E+00	4.38E+00	1.76E+00	2.45E+00	6.89E+00
V75	4.05E+00	3.74E+00	2.19E+00	3.00E+00	4.56E+00	1.97E+00	2.59E+00	2.58E+00
V76	0.00E+00	9.55E-01	1.25E+00	1.79E+00	7.75E-01	8.06E-01	1.88E+00	1.37E+00
V77	1.94E+01	0.00E+00	1.69E+00	3.55E+00	1.58E+00	1.33E+00	3.40E+00	1.88E+01
V78	2.29E+00	9.52E-01	2.94E+00	1.24E+00	1.93E+00	3.77E+00	4.75E+00	3.33E+00
V79	1.37E+00	4.82E-01	3.30E+00	1.60E+01	2.67E-01	2.26E+00	1.52E+01	1.82E+00
V80	1.74E+00	1.26E+00	4.85E+00	2.53E+00	2.19E+00	2.28E+00	2.53E+00	3.06E+00
V81	9.89E-01	1.01E+00	1.65E+00	2.13E-01	2.69E+00	1.48E+00	1.09E+00	2.48E+00
V82	2.67E-01	3.60E+00	2.69E+00	2.28E+01	2.11E+00	2.17E+01	2.47E+01	1.43E+01
V83	6.86E-01	1.59E+00	1.22E+00	0.00E+00	2.20E+00	0.00E+00	0.00E+00	1.55E+00
V84	1.11E+00	2.19E+00	2.62E+00	0.00E+00	2.19E+00	0.00E+00	0.00E+00	1.74E+00
V85	1.29E+00	1.17E+00	4.82E-01	1.06E+00	1.32E+00	9.43E-01	1.00E+00	1.00E+00
V86	1.52E+00	1.08E+00	5.73E-01	4.07E-01	7.02E-01	1.00E-01	4.07E-01	1.22E+00
V87	9.32E-01	2.72E+00	1.34E+00	2.86E+00	8.14E+00	4.46E+00	2.51E+00	7.01E+00
V88	5.54E-01	1.19E+00	0.00E+00	0.00E+00	4.33E+00	1.76E+00	2.00E+00	3.83E+00
V89	0.00E+00	1.49E+00	4.58E-01	5.08E+00	0.00E+00	9.12E-01	4.43E+00	5.16E-01
V90	1.97E+01	1.00E+00	1.04E+00	7.23E+00	4.58E-01	4.10E+00	5.21E+00	1.94E+01
V91	0.00E+00	0.00E+00	1.33E+00	6.87E+00	2.07E+00	9.55E-01	6.55E+00	1.96E+00
V92	1.10E+01	2.26E+00	3.53E+00	3.04E+00	3.42E-01	3.00E-01	3.33E+00	9.55E+00
V93	1.16E+00	1.43E+00	6.83E-01	2.43E+00	1.44E+01	0.00E+00	1.74E+00	1.52E+01
V94	1.72E+01	3.24E+00	2.53E+00	0.00E+00	9.43E-01	1.84E+00	1.38E+00	1.89E+01
V95	4.90E-01	1.36E+00	8.19E-01	3.27E-01	2.13E+00	6.33E-01	0.00E+00	2.12E+00
V96	8.83E-01	1.71E+00	0.00E+00	3.06E+00	0.00E+00	0.00E+00	3.68E+00	1.06E+00
V97	7.30E-01	8.44E-01	4.27E-01	3.07E-01	5.14E+00	1.36E+00	6.51E-01	4.79E+00
V98	3.45E+01	2.63E+00	1.60E+00	0.00E+00	6.59E+00	8.78E+00	1.01E+01	3.05E+01
V99	2.92E+00	3.82E+00	2.16E+00	3.59E+00	4.84E+00	1.99E+00	3.11E+00	4.32E+00
V100	1.30E+00	3.36E+00	1.09E+00	1.04E+01	1.71E+00	3.14E+01	2.38E+01	2.27E+01
