Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V24	8.06E+00	2.58E+01	6.18E-01	1.60E+01	1.43E+00	8.52E+00	1.40E+00	2.19E+01	8.70E+00	6.78E+00	3.03E+01	6.60E+00	2.48E+00
V25	8.68E+00	3.07E+00	1.94E+01	1.07E+00	2.65E+00	7.34E+00	2.62E+00	2.00E+00	6.26E+00	5.96E+00	2.61E+00	1.95E+01	2.69E+00
V26	1.11E+00	9.78E+00	1.27E+00	3.79E+00	2.17E+00	8.14E-01	2.25E+00	1.00E+01	8.97E-01	1.63E+00	4.99E+00	1.65E+00	2.27E+00
V27	7.33E+00	4.42E+00	3.52E+00	6.33E-01	4.80E+00	4.27E-01	4.89E+00	2.58E+00	3.81E+00	7.03E+00	1.37E+00	8.25E+00	7.57E+00
V28	2.24E-01	5.70E+00	1.70E+00	8.70E-01	0.00E+00	1.34E+01	0.00E+00	5.44E+00	1.22E+01	3.07E-01	4.93E+00	2.21E+00	4.43E+00
V29	1.00E-01	4.17E+00	1.24E+00	6.33E-01	7.88E+00	9.25E+00	7.56E+00	4.64E+00	9.51E+00	1.38E+00	2.39E+00	7.90E-01	7.07E+00
V30	4.87E+00	3.34E+00	1.67E+01	1.92E+00	0.00E+00	1.69E+00	0.00E+00	2.81E+00	1.89E+00	2.37E+00	2.01E+00	1.97E+01	3.69E+00
V31	5.79E+00	1.13E+01	1.33E+00	0.00E+00	0.00E+00	4.71E+00	3.35E-01	1.32E+01	4.41E+00	7.81E+00	1.68E+00	8.94E-01	3.37E+00
V32	1.38E+00	1.33E+00	1.87E+00	0.00E+00	2.01E+00	3.50E+00	1.98E+00	1.34E+00	3.33E+00	8.95E-01	1.31E+00	2.41E+00	9.00E-01
V33	0.00E+00	3.42E-01	8.62E-01	0.00E+00	0.00E+00	3.47E+00	0.00E+00	0.00E+00	3.60E+00	0.00E+00	5.00E-01	9.00E-01	9.00E-01
V34	4.55E+00	4.09E+00	3.49E+00	7.90E+00	0.00E+00	2.69E+00	4.01E-01	3.88E+00	4.18E+00	1.55E+00	9.76E+00	5.84E+00	3.40E+00
V35	0.00E+00	5.40E+00	6.43E+00	6.67E+00	7.95E+00	2.67E-01	6.78E+00	5.09E+00	0.00E+00	3.00E-01	8.24E+00	5.86E+00	9.71E+00
V36	3.21E+00	0.00E+00	1.49E+00	6.40E-01	0.00E+00	1.25E+00	0.00E+00	0.00E+00	9.91E-01	4.05E+00	5.54E-01	1.11E+00	5.00E-01
V37	3.83E+01	5.20E+00	3.98E+00	8.72E+00	2.17E+00	4.82E+00	2.31E+00	4.85E+00	3.30E+00	4.39E+01	1.27E+01	8.91E+00	2.16E+00
V38	1.70E+00	2.00E+00	3.14E-01	1.15E+00	2.00E-01	2.36E+00	8.97E-01	1.21E+00	3.27E+00	1.34E+00	1.04E+00	1.56E+00	2.79E+00
V39	4.01E-01	2.21E-01	1.22E+00	3.14E-01	4.72E+00	1.91E+00	4.58E+00	3.06E-01	2.37E+00	2.00E-01	6.05E-01	1.28E+00	9.87E-01
V40	2.32E+00	1.45E+00	3.06E-01	5.58E-01	7.24E+00	1.02E+00	6.98E+00	1.83E+00	1.74E+00	2.56E+00	2.68E+00	2.75E+00	1.55E+00
V41	6.91E+00	2.82E+00	0.00E+00	1.16E+00	4.14E+00	1.77E+00	4.56E+00	6.85E+00	2.44E+00	7.56E+00	2.03E+00	9.83E-01	3.96E+00
V42	1.86E+00	2.67E+00	1.81E+00	3.06E-01	1.25E+01	1.79E+00	5.95E+00	8.00E+00	2.35E+00	3.39E+00	2.78E+00	2.90E+00	1.26E+01
V43	0.00E+00	1.53E-01	1.11E+00	3.30E+00	2.92E+00	1.21E+00	2.43E+00	1.40E+00	2.12E+00	5.00E-01	2.86E+00	1.29E+00	3.03E+00
V44	6.09E+00	1.03E+00	0.00E+00	3.14E-01	5.60E+00	1.33E+00	5.89E+00	1.84E+00	6.53E-01	5.10E+00	1.60E+00	1.33E-01	2.59E+00
V45	1.81E+00	5.31E+00	1.82E+00	2.24E-01	1.09E+01	1.65E+00	8.95E+00	7.41E+00	1.05E+00	1.49E+00	1.81E+00	2.49E+00	9.46E+00
V46	1.38E+00	2.69E-01	2.49E+00	0.00E+00	1.06E+01	1.83E+00	7.52E+00	3.20E+00	2.98E+00	1.71E+00	1.58E+00	6.80E-01	2.21E+00
V47	1.68E+01	3.40E-01	2.59E+00	1.31E+00	0.00E+00	2.16E+00	0.00E+00	3.00E-01	1.73E+00	1.86E+01	1.10E+00	2.79E+00	4.00E-01
V48	5.62E-01	5.34E+00	4.58E+00	0.00E+00	5.37E-01	7.38E+00	1.09E+00	5.45E+00	6.47E+00	1.95E+00	3.88E+00	9.36E-01	3.39E+00
V49	2.66E+00	2.32E+01	3.75E+00	1.02E+01	1.26E+01	2.78E+00	1.02E+01	2.37E+01	2.79E+00	3.29E+00	1.24E+01	2.80E+00	5.55E+00
V50	6.29E+00	2.15E+01	0.00E+00	1.90E+00	0.00E+00	0.00E+00	5.12E-01	2.15E+01	4.73E-01	6.34E+00	0.00E+00	6.33E-01	9.19E-01
V51	3.47E+00	5.76E+00	3.55E+00	3.03E+00	4.05E+00	2.32E+00	4.03E+00	6.49E+00	2.58E+00	2.88E+00	4.46E+00	5.15E+00	5.88E+00
V52	1.96E+00	1.54E+01	0.00E+00	1.05E+00	3.00E-01	3.61E+00	4.01E-01	1.70E+01	2.67E+00	2.15E+00	1.63E+00	1.26E+00	1.22E+00
V53	1.59E+00	5.86E-01	1.41E+00	1.09E+00	0.00E+00	0.00E+00	0.00E+00	4.99E-01	3.42E-01	1.96E+00	0.00E+00	1.00E+00	3.06E-01
V54	1.83E+00	1.75E+00	4.15E+00	3.26E+00	2.00E-01	5.88E+00	1.00E-01	2.04E+00	5.99E+00	1.81E+00	6.59E+00	5.51E+00	9.00E-01
V55	1.53E-01	0.00E+00	3.12E+00	8.80E+00	9.32E-01	7.18E-01	7.34E-01	0.00E+00	1.60E+00	1.19E+00	1.18E+01	1.02E+00	3.10E+00
V56	2.92E+00	0.00E+00	0.00E+00	1.86E+00	1.11E+00	2.03E+00	1.28E+00	0.00E+00	1.73E+00	3.03E+00	1.14E+00	4.00E-01	0.00E+00
V57	1.10E+01	1.62E+01	1.20E+00	3.24E+00	9.19E+00	7.48E-01	5.70E+00	1.68E+01	0.00E+00	9.22E+00	4.66E+00	1.34E+00	9.86E+00
V58	4.42E-01	1.56E+00	1.19E+00	6.54E-01	0.00E+00	3.06E-01	3.00E-01	1.83E+00	4.71E-01	6.99E-01	4.27E-01	1.46E+00	1.33E+00
V59	1.15E+00	5.97E+00	2.01E+01	1.16E+01	8.74E+00	1.99E+00	1.00E+01	5.94E+00	2.11E+00	1.81E+00	1.27E+01	1.71E+01	6.94E+00
V60	2.81E+00	1.31E+00	4.48E+00	4.73E-01	2.86E+00	1.09E+01	2.18E+00	1.59E+00	1.05E+01	1.84E+00	4.25E+00	4.71E+00	2.96E+00
V61	9.05E+00	4.24E+00	3.42E-01	2.60E-01	6.52E+00	3.44E+00	5.80E+00	4.40E+00	2.17E+00	1.42E+01	2.14E+00	1.21E+00	3.24E+00
V62	6.32E-01	1.93E+00	4.07E+00	2.04E+00	7.08E+00	1.20E+00	5.26E+00	2.00E-01	1.31E+00	5.16E-01	9.45E-01	3.12E+00	8.03E+00
V63	3.66E+00	6.32E-01	1.94E+00	8.11E+00	7.42E+00	4.82E+00	7.72E+00	1.69E+00	3.05E+00	4.58E+00	1.01E+01	1.90E+00	7.61E-01
V64	1.67E-01	2.01E+01	2.43E+00	0.00E+00	8.98E+00	2.00E-01	7.38E+00	2.04E+01	2.74E+00	1.00E-01	2.00E-01	8.72E-01	1.06E+01
V65	2.27E+00	1.87E+00	0.00E+00	6.23E+00	2.60E+00	4.45E+00	2.30E+00	2.25E+00	3.22E+00	2.09E+00	9.76E+00	2.24E-01	8.85E-01
V66	3.96E-01	4.86E+00	7.63E-01	8.37E+00	5.59E-01	4.30E+00	1.38E+00	7.31E+00	4.91E+00	2.21E-01	9.16E+00	1.48E+00	2.12E+00
V67	1.12E+00	1.37E+01	3.44E+00	3.85E+00	0.00E+00	4.27E-01	0.00E+00	1.03E+01	6.50E+00	3.86E+00	7.11E+00	2.21E+00	1.64E+01
V68	2.24E-01	1.66E+01	2.61E+00	6.19E+00	4.59E+00	8.31E-01	3.83E+00	1.70E+01	2.36E+00	1.00E+00	8.28E+00	1.99E+00	3.05E+00
V69	3.32E+00	1.61E+00	2.60E-01	1.26E+00	3.96E-01	3.49E+00	3.00E-01	1.21E+00	1.66E+00	3.02E+00	2.24E+00	9.00E-01	1.21E+00
V70	0.00E+00	4.07E-01	0.00E+00	0.00E+00	4.33E-01	2.13E-01	4.82E-01	0.00E+00	2.13E-01	0.00E+00	1.00E-01	0.00E+00	4.00E-01
V71	5.12E-01	2.02E+00	2.26E+00	7.63E-01	4.00E-01	1.68E+00	1.43E+00	2.91E+00	1.79E+00	4.73E-01	1.77E+00	1.60E+00	1.40E+00
V72	3.58E+00	2.24E-01	4.55E+00	1.81E+00	0.00E+00	2.13E-01	0.00E+00	5.97E-01	2.88E+00	3.99E+00	3.00E-01	4.39E+00	4.00E-01
V73	1.32E+00	1.47E+01	4.58E+00	5.20E+00	9.75E-01	3.29E+00	1.08E+00	1.57E+01	6.95E+00	1.73E+00	5.58E+00	1.78E+00	4.59E+00
V74	8.67E-01	7.57E-01	3.58E+00	3.96E-01	3.33E+00	1.13E+00	2.72E+00	1.87E+00	2.95E+00	1.71E+00	3.42E-01	3.48E+00	4.12E+00
V75	4.07E-01	1.67E+00	1.56E+00	3.45E+00	0.00E+00	0.00E+00	0.00E+00	7.30E-01	1.20E+00	0.00E+00	2.77E+00	2.00E-01	1.00E-01
V76	1.31E+01	1.57E+00	0.00E+00	5.45E+00	0.00E+00	0.00E+00	1.00E-01	2.32E+00	1.62E+00	1.32E+01	8.82E+00	2.11E+00	1.69E+00
V77	2.08E+00	2.94E+00	1.34E+00	0.00E+00	0.00E+00	1.50E+00	0.00E+00	3.10E+00	1.46E+00	1.25E+00	1.19E+00	8.70E-01	2.00E-01
V78	1.20E+00	2.50E+00	6.84E+00	3.81E+00	2.96E+00	3.00E-01	2.57E+00	1.65E+00	7.74E+00	1.43E+00	3.89E+00	6.90E-01	1.84E+00
V79	9.07E+00	2.50E+00	0.00E+00	4.05E+00	2.00E+00	4.62E+00	2.44E+00	4.01E+00	4.55E+00	1.01E+01	6.42E+00	1.68E+00	2.22E+00
V80	1.90E+00	2.21E-01	4.97E+00	8.83E-01	3.01E+00	4.27E+00	2.49E+00	0.00E+00	4.87E+00	8.70E-01	1.99E+00	3.96E+00	1.00E+00
V81	0.00E+00	1.75E+01	3.42E+00	0.00E+00	8.01E+00	1.87E+00	6.17E+00	1.77E+01	2.64E+00	0.00E+00	5.47E-01	7.34E-01	9.00E+00
V82	5.63E+00	8.87E+00	5.17E-01	6.21E+00	1.70E+01	2.77E+00	1.64E+01	1.22E+01	1.32E+00	4.85E+00	5.97E+00	4.55E+00	1.50E+01
V83	7.35E+00	3.53E+00	8.16E-01	0.00E+00	1.34E+00	0.00E+00	7.15E-01	3.10E+00	1.10E+00	6.14E+00	5.58E-01	7.36E+00	3.94E+00
V84	0.00E+00	2.86E+01	0.00E+00	0.00E+00	4.66E+00	2.41E+00	4.91E+00	3.11E+01	2.64E+00	0.00E+00	1.50E+00	1.33E+00	2.26E+00
V85	0.00E+00	1.06E+00	2.34E+00	9.44E+00	3.06E-01	1.15E+00	6.99E-01	1.77E+00	6.40E-01	0.00E+00	8.99E+00	1.78E+00	6.96E-01
V86	7.71E+00	3.66E+00	1.61E+00	5.37E+00	1.21E+01	2.71E+00	9.94E+00	4.26E+00	4.26E+00	6.92E+00	6.36E+00	5.19E+00	2.41E+00
V87	6.71E+00	5.37E+00	7.61E-01	0.00E+00	1.38E+00	1.39E+00	1.95E+00	5.55E+00	2.34E+00	5.28E+00	0.00E+00	7.00E+00	5.06E+00
V88	3.54E+00	5.21E-01	8.62E-01	0.00E+00	2.15E+00	1.56E+00	1.61E+00	5.97E-01	2.39E+00	5.04E+00	1.13E+00	1.20E+00	1.77E+00
V89	1.63E+00	1.00E-01	8.17E+00	1.39E+00	7.57E-01	1.36E+00	1.33E+00	2.21E-01	8.16E+00	2.30E+00	2.39E+00	5.05E+00	2.00E-01
V90	5.26E+00	1.97E+01	7.52E+00	4.42E+00	3.81E+00	3.26E+00	3.90E+00	1.71E+01	5.23E+00	6.32E+00	8.25E+00	7.04E+00	4.43E+00
V91	1.91E+00	1.44E+01	1.96E+00	7.13E+00	1.85E+00	1.24E+01	2.87E+00	1.65E+01	1.62E+01	3.06E+00	9.33E+00	2.96E+00	3.46E+00
V92	1.85E+00	3.83E+00	1.39E+00	9.22E-01	1.33E-01	9.87E-01	2.21E-01	3.78E+00	1.12E+00	1.69E+00	9.52E-01	3.00E-01	1.58E+00
V93	9.18E+00	4.06E+00	8.48E+00	1.99E+00	1.97E+00	1.42E+01	3.13E+00	2.84E+00	1.40E+01	8.67E+00	6.42E+00	8.36E+00	3.86E+00
V94	1.11E+01	8.23E-01	1.26E+00	2.22E+00	3.86E+00	1.65E+00	1.92E+00	1.26E+00	2.16E+00	1.17E+01	1.14E+00	5.12E-01	3.70E+00
V95	8.70E+00	2.75E+00	1.22E+01	3.59E-01	3.35E+00	1.12E+01	5.00E+00	2.39E+00	1.18E+01	1.15E+01	5.10E+00	6.73E+00	6.02E+00
V96	1.48E+00	2.82E+01	2.35E+00	2.21E-01	1.86E+00	1.44E+01	1.15E+00	2.97E+01	1.26E+01	3.27E+00	5.68E+00	2.51E+00	6.01E+00
V97	4.45E+00	1.33E-01	2.69E+00	2.46E+00	9.67E-01	3.44E+00	8.33E-01	5.97E-01	1.87E+00	6.32E+00	2.16E+00	2.48E+00	6.11E-01
V98	1.66E+01	1.07E+00	3.59E-01	3.98E+00	3.70E+00	1.25E+00	4.40E+00	8.14E-01	1.12E+00	1.57E+01	4.20E+00	1.84E+00	2.79E+00
V99	1.92E+00	9.32E-01	0.00E+00	0.00E+00	1.96E+00	1.38E+00	2.13E+00	1.40E+00	6.74E-01	3.54E+00	4.00E-01	6.00E-01	1.50E+00
V100	8.88E-01	3.40E-01	2.16E+00	1.65E+00	4.58E+00	5.48E+00	4.96E+00	1.40E+00	6.26E+00	1.29E+00	2.93E+00	4.99E-01	7.61E-01
