Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V11	0.00E+00	8.36E-01	3.27E-01	2.38E+00	2.17E+00	3.00E-01	1.00E-01	1.00E-01	0.00E+00	3.42E-01	1.00E-01	2.13E-01	0.00E+00	1.00E-01	1.00E-01	0.00E+00	4.99E-01	0.00E+00	2.00E-01	3.00E-01
V12	1.40E+01	4.07E-01	3.00E+00	1.57E+00	1.00E+00	2.51E+00	8.54E-01	3.27E-01	2.17E+00	0.00E+00	1.57E+00	3.17E+00	1.36E+01	2.79E+00	2.87E+00	7.60E+00	8.70E-01	1.05E+00	1.00E+00	3.06E-01
V13	1.63E-01	1.56E+00	6.36E-01	8.56E+00	8.37E+00	2.13E-01	5.97E-01	1.06E+00	9.87E-01	8.19E-01	6.05E-01	8.95E-01	3.00E-01	1.03E+00	1.33E-01	1.08E+00	8.97E-01	2.78E+00	2.07E+00	0.00E+00
V14	5.42E+01	5.11E+00	8.30E-01	9.59E+00	1.03E+01	5.25E+00	0.00E+00	0.00E+00	4.90E+00	0.00E+00	1.42E+01	5.49E+00	3.31E+01	8.54E-01	1.60E+01	3.89E+01	2.56E+00	1.23E+01	8.46E-01	4.21E+00
V15	4.75E+00	1.36E+00	7.87E+00	1.21E+00	2.09E+00	2.24E+00	7.94E+00	8.06E+00	2.97E+00	1.05E+01	1.39E+00	1.99E+00	4.01E+00	7.55E+00	1.88E+00	5.81E+00	4.03E+00	3.14E-01	1.03E+00	2.44E+00
V16	9.17E-01	8.03E-01	4.48E-01	1.01E+00	1.40E+00	3.11E+00	2.21E-01	2.00E-01	1.70E+00	0.00E+00	5.42E-01	2.83E+00	4.99E-01	0.00E+00	0.00E+00	2.00E-01	1.11E+00	0.00E+00	2.00E-01	4.00E-01
V17	1.11E+01	1.53E-01	2.37E+00	1.56E+01	1.44E+01	1.09E+00	2.12E+00	3.49E+00	0.00E+00	4.22E+00	1.47E+00	1.30E+00	8.39E+00	4.62E+00	2.13E-01	4.57E+00	3.03E+00	4.47E-01	7.01E+00	2.03E+00
V18	6.70E+00	2.27E+00	1.19E+00	1.11E+01	1.17E+01	9.94E-01	2.69E-01	4.27E-01	2.38E+00	6.67E-01	2.21E+00	3.18E+00	3.49E+00	8.98E-01	2.14E+00	4.35E+00	4.42E-01	2.89E+00	4.09E+00	1.60E+00
V19	4.43E+00	1.15E+00	5.11E+00	6.83E-01	7.63E-01	2.28E+00	5.36E+00	4.17E+00	3.12E+00	7.19E+00	7.12E-01	2.52E+00	3.75E+00	6.02E+00	4.08E+00	7.33E+00	7.06E-01	1.19E+00	4.67E-01	1.91E+00
V20	3.33E+01	5.43E-01	1.95E+00	1.11E+01	1.13E+01	2.93E+00	1.33E-01	3.14E-01	1.60E+00	0.00E+00	8.07E+00	1.35E+00	2.80E+01	1.80E+00	7.91E+00	3.11E+01	1.52E+00	4.04E+00	7.22E+00	3.49E+00
V21	1.68E+01	8.36E-01	2.39E+00	2.13E-01	3.00E-01	2.31E+00	0.00E+00	0.00E+00	1.22E+00	0.00E+00	3.95E+00	9.33E-01	1.75E+01	3.19E+00	1.45E+00	6.68E+00	1.26E+00	1.06E+00	5.93E-01	1.16E+00
V22	1.63E-01	0.00E+00	0.00E+00	1.08E+01	1.22E+01	6.46E+00	1.75E+00	1.62E+00	4.94E+00	5.00E-01	1.11E+00	5.44E+00	4.27E-01	4.99E-01	9.62E+00	0.00E+00	3.88E+00	4.67E-01	2.69E+00	1.03E+00
V23	3.03E+00	2.21E-01	5.70E+00	8.83E-01	8.23E-01	8.23E+00	1.54E+00	7.77E-01	5.80E+00	8.54E-01	1.31E+00	7.45E+00	2.06E+00	5.89E+00	2.27E+00	2.94E+00	2.43E+00	1.33E-01	7.67E-01	9.00E-01
V24	1.66E+00	0.00E+00	2.26E+00	9.58E+00	1.07E+01	1.86E+00	2.13E-01	0.00E+00	1.32E+00	1.00E-01	2.84E+00	2.32E+00	1.63E+00	2.86E+00	2.63E+00	4.73E-01	9.00E-01	0.00E+00	7.69E+00	0.00E+00
V25	4.38E+01	7.22E-01	2.21E-01	2.48E+00	3.81E+00	4.92E+00	1.14E+00	4.27E-01	3.92E+00	1.02E+00	1.23E+01	1.89E+00	3.02E+01	1.00E-01	3.60E+00	3.84E+01	1.43E+00	2.86E+00	2.46E+00	2.60E+00
V26	1.04E+00	2.90E+00	6.05E+00	1.01E+01	1.07E+01	2.41E+00	2.87E+01	2.02E+01	3.49E+00	2.84E+01	1.71E+00	2.82E+00	2.11E+00	5.73E+00	3.91E+00	5.60E+00	1.11E+00	8.00E-01	2.89E+00	5.93E+00
V27	1.49E+01	8.33E-01	9.29E-01	4.11E+00	4.20E+00	9.17E-01	5.26E+00	2.72E+00	8.54E-01	5.51E+00	2.85E+00	1.93E+00	1.19E+01	1.81E+00	3.06E-01	1.79E+01	1.77E+00	6.29E-01	3.00E-01	4.00E-01
V28	3.41E+00	1.80E+00	8.40E+00	5.01E+00	5.19E+00	4.05E+00	1.31E+01	7.55E+00	2.75E+00	1.56E+01	2.75E+00	3.50E+00	4.22E+00	7.99E+00	3.35E+00	2.96E+00	2.76E+00	7.89E-01	4.00E-01	3.82E+00
V29	1.41E+01	2.27E+00	4.18E+00	3.22E+00	3.66E+00	4.42E-01	4.23E-01	6.11E-01	6.05E-01	9.98E-01	1.90E+00	1.19E+00	1.23E+01	5.80E+00	7.06E-01	6.05E-01	6.96E-01	3.01E+00	3.90E+00	2.19E+00
V30	3.72E+01	0.00E+00	0.00E+00	1.00E-01	3.40E-01	2.00E+00	0.00E+00	5.54E-01	9.17E-01	2.00E-01	1.87E+00	8.23E-01	4.03E+01	0.00E+00	0.00E+00	4.00E-01	3.27E-01	3.36E+00	1.52E+00	1.83E+00
V31	4.96E-01	2.63E+00	1.06E+01	2.66E+00	1.85E+00	6.83E-01	5.47E+00	4.08E+00	7.06E-01	4.89E+00	2.04E+00	8.44E-01	5.04E-01	9.28E+00	5.97E-01	0.00E+00	1.70E+00	6.32E-01	0.00E+00	8.00E-01
V32	8.90E+00	1.19E+00	6.29E-01	1.15E+00	8.70E-01	8.67E+00	1.20E+01	7.40E+00	5.91E+00	1.00E+01	1.13E+00	5.04E+00	9.32E+00	1.17E+00	1.89E+00	5.12E+00	2.50E+00	1.14E+00	2.55E+00	2.91E+00
V33	1.04E+01	1.15E+00	3.11E+00	0.00E+00	0.00E+00	2.76E+00	2.06E+00	2.06E+00	1.92E+00	1.83E+00	1.83E+00	2.38E+00	8.14E+00	4.04E+00	5.33E-01	9.05E+00	5.00E-01	2.13E-01	9.00E-01	0.00E+00
V34	1.26E+01	4.07E-01	1.36E+00	7.95E+00	6.54E+00	5.93E-01	2.60E+00	2.48E+00	1.36E+00	2.79E+00	8.00E-01	1.51E+00	1.44E+01	2.34E+00	1.54E+00	1.09E+01	0.00E+00	1.61E+00	4.83E+00	1.01E+00
V35	1.29E+01	2.67E+00	5.80E+00	1.26E+01	1.37E+01	8.21E+00	8.20E-01	5.00E-01	5.45E+00	3.06E-01	1.45E+00	7.22E+00	1.12E+01	6.42E+00	2.29E+00	1.20E+01	6.00E-01	1.86E+00	3.82E+00	1.51E+00
V36	7.67E+00	4.16E-01	0.00E+00	2.43E+00	2.70E+00	4.23E-01	0.00E+00	1.33E-01	1.04E+00	1.00E-01	1.41E+00	6.51E-01	6.25E+00	3.00E-01	5.86E-01	4.79E+00	0.00E+00	1.08E+00	6.99E-01	1.35E+00
V37	3.36E+00	1.54E+00	2.00E-01	1.03E+00	7.00E-01	1.24E+00	5.09E+00	3.53E+00	1.19E+00	3.13E+00	5.21E-01	1.42E+00	4.91E+00	3.67E-01	8.03E-01	9.00E-01	2.00E-01	7.00E-01	1.20E+00	0.00E+00
V38	1.95E+00	2.45E+00	2.82E+00	1.00E-01	3.06E-01	5.52E+00	1.92E+00	2.52E+00	2.93E+00	1.81E+00	1.25E+00	4.97E+00	2.42E+00	3.49E+00	1.30E+00	1.86E+00	2.42E+00	1.45E+00	7.42E-01	1.67E+00
V39	1.98E+01	0.00E+00	3.66E+00	9.47E+00	6.97E+00	2.49E+00	3.20E+00	6.25E+00	1.58E+00	6.36E+00	1.50E+00	1.95E+00	1.75E+01	3.61E+00	0.00E+00	1.56E+01	6.68E+00	1.67E+00	9.02E+00	2.49E+00
V40	1.18E+01	1.42E+00	5.42E-01	0.00E+00	0.00E+00	2.10E+00	5.97E-01	7.27E-01	2.12E+00	7.30E-01	1.08E+00	1.72E+00	1.13E+01	1.43E+00	5.00E-01	9.34E-01	0.00E+00	1.25E+00	6.00E-01	1.44E+00
V41	4.55E+00	0.00E+00	5.99E+00	1.13E+01	1.35E+01	8.17E+00	2.96E+01	2.09E+01	8.95E+00	3.36E+01	5.04E+00	1.01E+01	5.00E-01	9.97E+00	3.16E+00	1.96E+01	1.18E+01	9.68E-01	5.83E+00	2.34E+01
V42	5.86E+00	2.11E+00	1.28E+01	6.75E+00	7.49E+00	2.87E+00	4.93E+00	4.23E+00	1.74E+00	4.52E+00	3.26E+00	1.03E+00	2.90E+00	1.38E+01	3.60E+00	4.78E+00	0.00E+00	8.00E-01	1.00E-01	5.00E-01
V43	1.12E+00	1.15E+00	1.17E+01	4.75E+00	4.55E+00	0.00E+00	2.13E-01	8.46E-01	0.00E+00	3.00E-01	2.72E+00	0.00E+00	1.39E+00	1.18E+01	7.64E-01	0.00E+00	0.00E+00	2.13E-01	6.05E-01	2.00E-01
V44	3.67E-01	2.29E+00	3.48E-01	0.00E+00	0.00E+00	4.50E+00	0.00E+00	0.00E+00	4.34E+00	0.00E+00	0.00E+00	3.81E+00	1.05E+00	1.00E-01	6.00E-01	4.99E-01	7.00E-01	1.91E+00	1.00E-01	1.74E+00
V45	6.41E+00	5.03E+00	5.91E+00	2.02E+01	2.19E+01	5.05E+00	3.76E+00	4.28E+00	5.07E+00	9.92E+00	1.49E+00	1.09E+01	5.03E+00	5.58E+00	5.81E+00	3.11E+00	4.08E+00	4.80E+00	5.36E+00	2.41E+00
V46	5.75E+00	0.00E+00	2.22E+01	1.82E+00	9.80E-01	0.00E+00	1.34E+01	8.67E+00	1.32E+00	1.49E+01	5.11E+00	1.34E+00	1.83E+00	2.54E+01	1.68E+00	5.38E+00	1.63E+00	5.33E-01	1.54E+00	8.03E-01
V47	2.61E+00	1.97E+00	9.19E-01	6.76E+00	9.86E+00	4.88E+00	3.00E-01	6.11E-01	3.27E+00	0.00E+00	6.00E-01	3.78E+00	2.21E+00	5.17E-01	2.68E+00	2.29E+00	3.52E+00	5.93E-01	2.95E+00	0.00E+00
V48	2.76E+00	1.40E+00	7.88E+00	9.21E+00	8.71E+00	9.34E+00	3.00E-01	4.22E-01	7.73E+00	0.00E+00	1.40E+00	6.48E+00	5.00E-01	1.05E+01	3.87E+00	1.28E+00	2.10E+00	1.58E+00	1.12E+01	2.00E-01
V49	4.42E-01	0.00E+00	2.62E+00	1.96E+01	1.97E+01	4.80E+00	5.96E-01	2.38E+00	2.94E+00	1.36E+00	1.46E+00	3.07E+00	8.98E-01	3.40E+00	3.60E+00	9.43E-01	3.26E+00	1.25E+00	3.61E+00	2.13E+00
V50	1.20E+01	4.44E+00	2.63E+01	1.98E+00	2.21E+00	3.95E+00	3.26E+00	1.51E+00	5.29E+00	2.77E+00	6.05E+00	3.04E+00	2.09E+00	3.07E+01	2.17E+00	1.46E+01	1.67E+00	1.95E+00	7.06E-01	2.25E+00
V51	3.09E+00	3.96E-01	8.26E+00	6.80E-01	5.58E-01	4.77E+00	3.00E-01	0.00E+00	3.81E+00	0.00E+00	1.27E+00	3.42E+00	8.54E-01	8.46E+00	2.00E-01	3.10E+00	6.18E-01	2.67E-01	1.29E+00	3.65E-01
V52	2.31E+00	1.53E+00	2.57E+00	2.55E+00	1.91E+00	0.00E+00	1.52E+01	9.29E+00	2.35E+00	1.66E+01	5.82E-01	2.00E+00	8.14E-01	3.98E+00	3.99E+00	2.63E+00	9.33E-01	9.33E-01	4.02E+00	5.03E+00
V53	4.07E+00	2.21E-01	3.96E-01	2.41E+00	3.49E+00	2.60E+01	1.04E+01	6.29E+00	2.08E+01	9.19E+00	3.23E+00	3.09E+01	4.00E+00	6.00E-01	3.71E+00	2.68E+00	4.08E+00	3.67E-01	4.02E+00	2.84E+00
V54	6.01E-01	0.00E+00	9.00E-01	0.00E+00	0.00E+00	1.41E+00	0.00E+00	0.00E+00	1.48E+00	0.00E+00	3.06E-01	1.10E+00	0.00E+00	9.60E-01	6.05E-01	0.00E+00	7.02E-01	3.00E-01	0.00E+00	0.00E+00
V55	2.27E+00	8.41E-01	2.07E+00	3.06E+00	3.06E+00	1.01E+00	2.27E+00	8.14E-01	1.36E+00	1.94E+00	1.00E+00	1.80E+00	2.14E+00	2.91E+00	1.38E+00	2.59E+00	1.26E+00	7.27E-01	1.90E+00	1.48E+00
V56	9.34E-01	1.80E+00	0.00E+00	1.40E+00	1.76E+00	8.00E-01	2.76E+00	3.23E+00	3.00E-01	4.12E+00	1.71E+00	4.00E-01	6.83E-01	2.00E-01	2.15E+00	2.58E+00	0.00E+00	1.00E-01	3.06E-01	1.87E+00
V57	7.59E+00	5.54E+00	6.50E-01	1.49E+00	7.48E-01	1.07E+01	3.28E+00	6.41E+00	5.14E+00	3.07E+00	1.41E+00	8.90E+00	6.09E+00	3.00E-01	1.13E+00	4.73E+00	3.25E+00	6.57E-01	6.74E-01	3.88E+00
V58	1.87E+01	1.73E+00	3.73E+00	1.00E-01	1.00E-01	9.51E+00	2.47E+00	5.47E-01	4.95E+00	7.00E-01	1.43E+00	7.24E+00	1.78E+01	3.68E+00	1.45E+01	6.09E+00	3.82E+00	4.98E+00	0.00E+00	1.37E+00
V59	5.33E-01	9.48E-01	1.03E+01	1.25E+01	1.69E+01	1.81E+00	4.83E+00	4.01E+00	2.63E+00	5.22E+00	1.84E+00	2.47E+00	9.36E-01	1.19E+01	1.87E+00	1.18E+00	1.13E+00	1.63E+00	4.08E+00	4.99E-01
V60	9.47E+00	8.62E-01	4.51E+00	7.82E+00	6.47E+00	4.62E+00	3.14E+00	2.48E+00	5.38E+00	4.87E+00	7.52E+00	3.44E+00	6.47E+00	3.63E+00	1.28E+00	8.17E+00	8.03E-01	5.74E+00	1.99E+00	3.49E+00
V61	4.83E+00	0.00E+00	0.00E+00	5.43E+00	6.83E+00	1.52E+00	1.00E-01	7.75E-01	1.38E+00	0.00E+00	0.00E+00	2.38E+00	4.34E+00	1.00E-01	0.00E+00	3.38E+00	1.41E+00	4.33E-01	4.38E+00	1.02E+00
V62	1.38E+01	0.00E+00	1.98E+01	2.07E+00	2.50E+00	1.68E+01	1.09E+00	3.00E-01	1.17E+01	2.00E-01	3.58E+00	1.49E+01	1.22E+01	2.32E+01	7.19E+00	1.49E+01	7.00E+00	5.17E-01	7.00E-01	1.55E+00
V63	9.15E+00	2.84E+00	4.11E+00	2.69E-01	3.59E-01	1.67E+00	9.90E+00	5.63E+00	1.73E+00	4.27E+00	2.69E+00	6.90E-01	8.53E+00	5.00E+00	5.17E-01	9.08E+00	9.31E-01	1.21E+00	2.13E-01	5.33E-01
V64	2.13E+00	1.99E+00	6.03E+00	5.21E+00	5.96E+00	0.00E+00	2.20E+00	2.64E+00	0.00E+00	2.75E+00	2.03E+00	0.00E+00	1.18E+00	7.91E+00	5.16E-01	1.92E+00	9.00E-01	3.40E-01	0.00E+00	5.54E-01
V65	2.47E+00	5.81E-01	4.87E+00	2.00E-01	1.00E-01	4.58E-01	2.06E+00	1.46E+00	1.45E+00	7.00E-01	1.54E+00	1.45E+00	2.78E+00	4.50E+00	0.00E+00	1.48E+00	0.00E+00	5.54E-01	1.00E-01	5.16E-01
V66	0.00E+00	3.28E+00	1.09E+00	1.46E+01	1.61E+01	1.88E+01	3.19E+00	2.34E+00	1.50E+01	2.30E+00	9.98E-01	1.76E+01	0.00E+00	1.15E+00	1.30E+01	4.71E-01	7.79E+00	9.22E+00	2.91E+00	5.22E+00
V67	2.58E+00	2.98E-01	2.96E+00	1.59E+00	9.21E-01	8.03E-01	5.38E+00	4.14E+00	1.57E+00	5.68E+00	5.86E-01	7.30E-01	1.84E+00	1.82E+00	3.46E+00	3.92E+00	5.00E-01	4.23E-01	7.00E-01	2.00E-01
V68	6.79E+00	6.50E-01	6.10E+00	5.18E+00	5.28E+00	1.78E+01	1.43E+00	2.03E+00	1.31E+01	2.46E+00	3.18E+00	1.75E+01	4.21E+00	6.55E+00	5.19E+00	3.31E+00	5.91E+00	3.47E+00	3.10E+00	1.35E+00
V69	2.56E+01	2.86E+00	5.97E+00	7.45E+00	7.67E+00	9.29E+00	1.33E-01	0.00E+00	9.04E+00	0.00E+00	1.82E+00	1.13E+01	2.48E+01	6.66E+00	6.88E+00	6.92E+00	4.30E+00	6.69E+00	7.20E+00	1.60E+00
V70	5.00E-01	0.00E+00	2.13E+00	6.33E-01	4.00E-01	6.83E-01	2.66E+00	8.54E-01	1.12E+00	2.71E+00	1.00E-01	6.74E-01	8.19E-01	2.23E+00	4.00E-01	1.35E+00	1.18E+00	4.16E-01	0.00E+00	1.80E+00
V71	2.07E+00	9.09E-01	2.67E-01	5.36E+00	5.86E+00	1.61E+00	8.17E-01	1.67E+00	1.14E+00	6.05E-01	1.21E+00	1.05E+00	2.04E+00	3.06E-01	1.30E+00	0.00E+00	1.02E+00	4.16E-01	2.06E+00	1.00E-01
V72	6.63E-01	6.19E-01	4.30E+00	3.00E-01	2.13E-01	1.20E+00	4.00E-01	1.00E-01	1.10E+00	0.00E+00	1.42E+00	7.57E-01	7.18E-01	4.68E+00	1.00E-01	2.13E-01	1.03E+00	4.00E-01	5.00E-01	1.10E+00
V73	2.99E+00	2.73E+00	1.84E+00	8.54E-01	7.78E-01	0.00E+00	6.77E+00	4.44E+00	1.17E+00	5.07E+00	2.17E+00	9.00E-01	2.44E+00	2.52E+00	9.94E-01	3.04E+00	0.00E+00	0.00E+00	0.00E+00	3.23E+00
V74	7.39E+00	2.33E+00	3.14E-01	1.61E+01	1.80E+01	4.13E+00	0.00E+00	3.40E-01	5.33E+00	4.00E-01	3.68E+00	5.87E+00	6.52E+00	3.00E-01	4.66E+00	4.78E+00	1.00E-01	4.33E+00	5.16E+00	1.31E+00
V75	4.91E+00	4.09E+00	0.00E+00	1.00E-01	9.83E-01	1.18E+01	3.80E+01	3.64E+01	1.22E+01	4.55E+01	6.00E-01	1.06E+01	0.00E+00	1.20E+00	4.96E+00	1.34E+01	2.87E+00	1.28E+00	8.00E-01	1.20E+01
V76	2.93E+00	3.27E-01	1.10E+01	3.06E-01	2.13E-01	7.25E+00	3.07E+00	2.00E+00	4.42E+00	3.06E+00	2.68E+00	6.70E+00	2.64E+00	1.30E+01	4.06E+00	5.16E+00	2.44E+00	1.18E+00	8.00E-01	6.05E-01
V77	2.48E+00	8.95E-01	5.08E+01	1.24E+00	6.70E-01	1.95E+00	2.66E+00	1.00E-01	7.37E-01	5.00E-01	6.88E+00	2.05E+00	1.73E+00	5.67E+01	1.79E+00	0.00E+00	0.00E+00	3.59E-01	6.00E-01	4.00E-01
V78	1.56E+00	0.00E+00	3.04E+01	0.00E+00	0.00E+00	8.17E-01	2.85E+00	2.34E+00	8.30E-01	3.09E+00	3.74E+00	1.00E+00	1.14E+00	3.37E+01	9.00E-01	1.29E+00	4.00E-01	6.00E-01	0.00E+00	0.00E+00
V79	2.78E+00	1.10E+00	3.31E+01	2.66E+01	2.60E+01	2.28E+00	2.37E+00	4.00E-01	2.00E+00	5.17E-01	5.14E+00	3.14E+00	2.33E+00	3.74E+01	5.29E+01	1.30E+00	7.67E-01	3.15E+00	6.46E+00	4.99E-01
V80	2.21E+00	1.91E+00	1.01E+01	1.11E+01	9.37E+00	3.33E+00	1.21E+01	6.48E+00	3.17E+00	9.27E+00	3.51E+00	2.67E+00	2.65E+00	1.10E+01	1.10E+01	1.38E+00	1.98E+00	1.94E+00	1.91E+00	1.93E+00
V81	0.00E+00	0.00E+00	2.63E+00	5.81E-01	5.96E-01	9.52E-01	6.46E-01	2.69E-01	4.58E-01	8.00E-01	1.01E+00	6.67E-01	0.00E+00	2.98E+00	3.06E-01	0.00E+00	2.13E-01	0.00E+00	0.00E+00	2.21E-01
V82	0.00E+00	6.15E-01	4.52E+00	3.14E-01	1.00E-01	9.75E-01	7.81E-01	5.96E-01	1.16E+00	1.80E+00	7.33E-01	1.14E+00	0.00E+00	4.50E+00	1.27E+00	0.00E+00	4.00E-01	0.00E+00	0.00E+00	1.00E-01
V83	1.53E+00	2.63E+00	6.65E+00	4.06E+00	3.65E+00	2.00E-01	2.67E-01	4.00E-01	2.13E-01	1.20E+00	2.57E+00	1.00E-01	6.00E-01	6.95E+00	0.00E+00	1.30E+00	0.00E+00	1.32E+00	1.99E+00	1.50E+00
V84	1.00E-01	5.16E-01	0.00E+00	2.24E+00	1.11E+00	0.00E+00	4.91E+00	3.23E+00	1.30E+00	5.70E+00	0.00E+00	1.09E+00	1.00E-01	0.00E+00	1.85E+00	4.00E-01	0.00E+00	0.00E+00	1.61E+00	1.80E+00
V85	7.21E+00	1.97E+00	1.10E+01	2.14E+00	2.05E+00	0.00E+00	2.02E+00	1.62E+00	9.20E-01	1.54E+00	3.85E+00	0.00E+00	2.49E+00	1.26E+01	8.23E-01	8.22E+00	7.37E-01	4.00E-01	5.33E-01	4.33E-01
V86	1.51E+00	4.67E-01	3.15E+00	8.45E+00	8.25E+00	9.89E-01	3.10E+00	4.69E+00	9.43E-01	7.24E+00	1.11E+00	8.70E-01	0.00E+00	6.00E-01	8.06E-01	1.52E+00	0.00E+00	4.27E-01	1.62E+00	5.96E-01
V87	9.56E+00	1.06E+00	2.22E+00	2.24E-01	2.21E-01	2.00E-01	5.12E-01	0.00E+00	3.59E-01	0.00E+00	1.29E+00	9.24E-01	1.08E+01	2.05E+00	5.97E-01	1.49E+00	1.41E+00	1.57E+00	0.00E+00	5.12E-01
V88	3.06E+00	1.93E+00	6.05E-01	2.69E-01	0.00E+00	0.00E+00	4.52E+00	3.57E+00	2.13E-01	3.61E+00	1.46E+00	0.00E+00	3.48E+00	1.11E+00	2.36E+00	3.76E+00	3.06E-01	1.00E-01	4.01E-01	5.58E-01
V89	1.87E+01	2.56E+00	0.00E+00	8.88E-01	4.00E-01	0.00E+00	1.20E+00	1.59E+00	0.00E+00	1.11E+00	7.04E+00	5.00E-01	9.92E+00	0.00E+00	1.07E+00	1.17E+01	4.99E-01	4.47E+00	8.44E-01	1.37E+00
V90	5.90E+00	1.53E-01	8.88E-01	9.55E-01	6.40E-01	1.80E+00	7.22E-01	1.79E+00	8.36E-01	1.66E+00	0.00E+00	5.33E-01	3.24E+00	2.00E-01	1.97E+00	6.53E+00	1.95E+00	2.00E-01	0.00E+00	1.34E+00
V91	5.92E+00	1.93E+00	0.00E+00	2.32E+00	3.15E+00	3.98E+00	9.43E+00	3.90E+00	4.07E+00	9.16E+00	0.00E+00	6.23E+00	5.55E+00	4.00E-01	1.17E+00	1.43E+00	1.70E+00	4.71E-01	1.82E+00	1.63E+00
V92	4.47E-01	3.26E+00	1.97E+00	4.91E+00	3.20E+00	3.03E+00	3.14E+00	3.56E+00	2.53E+00	4.39E+00	1.71E+00	2.37E+00	6.00E-01	2.09E+00	1.69E+00	8.00E-01	2.06E+00	1.78E+00	4.85E+00	4.16E+00
V93	4.20E+00	8.33E-01	7.18E-01	0.00E+00	0.00E+00	2.29E+00	1.00E-01	5.12E-01	2.79E+00	0.00E+00	1.06E+00	1.71E+00	3.91E+00	3.42E-01	1.69E+00	3.00E-01	1.10E+00	1.00E-01	0.00E+00	1.00E+00
V94	3.71E+00	2.12E+00	3.59E+00	3.98E+00	2.25E+00	1.47E+01	6.33E+00	4.81E+00	1.20E+01	8.25E+00	1.58E+00	1.32E+01	2.78E+00	5.86E+00	4.38E+00	2.00E+00	4.00E+00	3.37E+00	0.00E+00	1.10E+00
V95	2.84E+00	1.44E+00	4.73E-01	1.56E+00	1.50E+00	4.15E+00	2.60E+00	3.81E+00	3.29E+00	2.86E+00	1.14E+00	4.45E+00	3.64E+00	6.63E-01	3.94E+00	1.89E+00	1.81E+00	1.90E+00	1.45E+00	1.54E+00
V96	2.13E+00	2.10E+00	4.96E-01	8.76E+00	9.27E+00	2.00E+00	0.00E+00	0.00E+00	2.08E+00	0.00E+00	5.78E-01	1.39E+00	2.03E+00	7.06E-01	2.43E+00	1.20E+00	7.00E-01	8.31E-01	3.57E+00	5.16E-01
