MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:T:4	22	0	0	10	7	8	16	3	1	11	10	0	3	17	3	3	7	7	13	5	41	12	6	0	19	1	9	2	13	1	4	9	8	4	3	11	10	1	10	7	8	2	1	1	0	24	0	17	1	12	8	0	8	18	1	0	7	4	6	10	7	2	2	3	17	0	0	0	0	0	0	3	17	0	10	1	40	3	15	6	3	4	11	1	7	5	7	5	3	8	36	4	2	15	21	15	15	5	21	14
1:Del:T:5	8	1	3	19	89	9	194	1	4	168	52	1	11	263	12	52	13	41	131	7	3	1	22	0	70	3	43	0	180	27	55	36	97	64	10	37	1	21	26	40	4	24	0	33	3	131	0	42	6	192	1	33	5	39	46	0	102	52	3	27	1	11	0	3	8	9	9	2	1	0	0	11	230	19	18	7	0	44	1	1	30	14	1	4	4	80	0	52	45	33	22	1	0	12	24	41	17	38	61	65
1:Ins:C:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2
1:Ins:C:1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2
1:Ins:C:2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1:Ins:C:3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:4	0	0	0	0	0	0	1	1	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1:Ins:C:5	7	4	2	2	3	0	4	3	0	1	0	1	2	6	1	5	1	0	1	9	0	4	1	3	3	0	2	4	1	3	2	1	1	2	1	3	1	3	1	5	0	0	0	1	0	6	1	5	2	3	0	2	1	2	6	0	5	3	2	3	2	1	7	0	1	0	2	9	6	6	0	1	4	2	5	1	1	5	1	0	0	1	1	0	0	3	4	1	1	2	0	4	2	4	7	4	2	4	0	1
1:Ins:T:0	2	0	2	3	0	0	0	0	0	1	2	1	0	3	0	1	1	1	1	0	3	1	1	0	4	0	0	0	0	1	0	1	3	0	3	1	0	1	0	2	1	0	0	0	0	3	1	0	0	0	0	0	0	2	1	0	2	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	5	1	3	0	2	0	1	0	1	0	2	1	0	1	6	1	1	2	4	4	3	1	5	0
1:Ins:T:1	1	0	0	1	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	7	2	2	0	0	0	2	0	0	3	1	0	0	0	1	2	1	0	1	0	0	0	0	0	2	1	0	1	1	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	2	0	0	0	2	0	2	0	1	0	0	0	9	1	2	5	3	2	1	1	0	3
1:Ins:T:2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
1:Ins:T:3	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	2	1	0	0	4	0	0	1	0	2	0	1	0	0	0	0	0	0	0
1:Ins:T:4	7	8	4	2	3	0	11	5	1	0	0	1	1	4	0	7	1	3	0	8	2	1	4	5	0	0	1	3	1	6	0	3	0	0	1	2	1	0	1	0	0	1	3	2	0	2	1	6	2	2	2	4	2	1	8	0	3	5	2	3	2	4	4	1	1	0	1	6	2	7	0	0	2	3	3	1	2	15	4	2	0	4	1	0	5	3	10	0	0	1	2	6	4	8	10	1	1	2	0	0
1:Ins:T:5	140	18	27	75	14	3	23	109	5	2	15	23	1	86	7	118	0	0	17	192	30	60	26	38	8	10	20	33	11	53	45	59	35	31	0	41	3	165	17	89	53	4	64	38	8	127	17	42	34	18	1	5	2	57	114	19	47	69	73	3	5	137	81	0	22	23	6	81	204	5	11	82	21	30	131	0	22	20	1	34	9	113	10	0	5	113	40	0	11	29	12	68	36	1	127	35	58	194	1	13
2:Del:R:0	2	0	3	1	0	0	1	1	1	1	2	0	0	2	1	2	0	0	0	1	13	1	2	0	4	0	0	1	0	4	1	2	2	1	0	2	2	0	2	1	3	0	0	0	3	4	0	1	1	0	1	0	3	6	0	0	2	2	3	5	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	3	1	1	3	4	0	2	0	0	1	3	0	0	0	5	1	1	3	6	4	0	5	2	4
2:Del:R:1	0	1	1	2	1	0	0	0	0	1	3	1	1	3	0	1	0	0	1	1	4	0	1	0	0	0	1	0	1	6	1	1	3	3	0	1	0	0	1	0	0	1	0	1	4	0	2	2	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	1	0	0	0	3	0	3	0	0	1	1	0	2	1	1	1	0	0	1	2	1	2	1	5
2:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0
2:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3:Del:R:0	2	0	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	2	0	3	0	1	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	1	1	0	0	0	0	0	1	1	3	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	1	2	1	0	1	2	3	3	1	1
3:Del:R:1	5	0	2	0	1	0	1	0	0	2	0	1	0	1	0	2	0	1	0	0	1	2	0	0	0	0	2	0	1	1	1	0	0	0	1	2	0	2	3	4	3	0	0	1	1	1	1	0	0	1	0	0	1	2	1	0	0	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	2	1	0	1	2	3	2	1	4	1
3:Del:R:2	1	0	4	4	35	8	24	8	3	16	58	0	2	1	0	0	3	4	1	0	2	10	0	34	1	12	9	1	0	2	0	10	0	5	22	1	8	5	0	17	3	18	6	1	8	5	0	11	0	1	10	7	3	0	4	1	145	0	5	34	13	76	19	7	11	28	21	0	16	0	12	17	0	0	18	7	138	1	2	8	17	2	0	0	3	7	3	42	13	0	74	5	27	25	3	5	0	7	3	5
3:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	1	2	2	1	11	2	12	1	1	4	14	0	0	0	0	0	1	3	0	0	1	3	0	16	1	3	3	0	0	0	0	6	0	0	4	0	3	1	0	7	1	15	2	0	8	1	0	9	0	0	2	4	2	1	7	0	55	0	2	8	9	31	5	6	3	11	12	0	2	0	3	9	0	2	5	5	58	1	0	0	6	1	0	5	5	3	1	16	8	0	30	3	7	12	0	3	0	6	1	4
4:Del:R:0	10	24	10	3	10	0	17	0	4	0	1	3	5	0	2	1	6	3	0	6	4	2	4	12	8	0	0	7	0	4	0	5	0	3	0	4	5	0	0	1	1	2	1	2	3	1	1	1	1	2	4	5	5	11	8	4	2	14	0	9	4	0	11	0	3	0	4	19	2	12	0	2	1	11	2	3	3	26	3	0	0	0	2	0	10	0	20	1	0	6	3	4	11	22	16	4	1	3	0	1
4:Del:R:1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	3	1	2	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	1	2	0	2	2
4:Del:R:2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5:Del:R:0	24	16	54	27	1	4	7	0	0	6	14	20	2	6	2	30	6	5	1	33	0	1	1	7	0	10	2	0	1	75	8	9	42	30	1	19	1	5	5	1	4	0	1	2	62	3	2	2	18	4	1	1	18	1	0	10	51	0	6	49	1	6	1	2	8	5	3	1	3	2	3	25	15	33	13	0	7	35	4	1	56	2	16	1	1	0	2	9	22	16	13	19	9	1	4	6	8	16	0	66
5:Del:R:1	0	0	0	0	0	0	2	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0
2:Ins:R:1	6	11	1	1	4	0	8	0	1	0	0	1	1	0	1	1	2	0	0	3	4	3	2	5	3	1	1	0	0	0	1	0	1	4	0	0	4	0	0	0	1	2	0	0	0	0	2	2	1	0	3	5	2	2	6	0	0	3	0	4	1	0	4	0	0	0	2	14	0	6	0	0	2	6	0	3	2	27	1	0	0	0	0	0	2	0	12	2	2	1	1	1	3	10	7	1	0	1	0	1
2:Ins:R:2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2:Ins:R:5	3	1	1	0	1	0	4	2	0	4	1	0	0	11	2	5	1	1	5	5	1	1	0	0	0	0	0	0	3	4	1	3	0	0	1	1	0	4	1	1	0	0	2	8	2	4	1	3	3	4	0	1	0	1	7	1	4	1	1	1	0	2	0	0	0	0	0	2	1	0	1	1	5	1	3	1	1	0	0	2	2	5	0	0	0	1	2	0	0	0	2	2	1	0	2	3	2	5	0	3
3:Ins:R:0	42	62	16	1	23	9	56	0	11	0	1	8	7	1	11	9	6	5	1	16	10	10	20	51	24	0	10	24	0	7	6	6	0	20	0	12	25	0	0	0	0	8	5	1	1	3	14	20	2	8	10	20	19	32	30	4	0	24	0	34	6	3	32	1	2	2	5	65	4	16	0	3	5	33	1	17	11	78	15	0	3	2	6	5	18	0	71	5	0	18	10	20	20	38	44	3	0	10	0	1
3:Ins:R:1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:3	110	196	61	1	82	13	168	4	24	0	1	15	29	3	33	31	30	30	6	35	25	27	60	121	65	1	32	60	0	18	14	37	0	36	3	34	61	0	6	3	2	12	17	4	0	1	20	32	6	23	22	68	57	89	79	11	0	61	4	66	12	3	95	3	15	8	11	183	11	69	0	3	19	102	7	65	17	277	48	1	5	15	8	24	79	0	266	18	0	49	23	48	42	187	123	29	0	46	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3:Ins:R:5	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4:Ins:R:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
