Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V17	1.34E+00	7.13E+00	2.95E+00	6.38E+00	1.04E+01	2.46E+00	2.47E+00	5.43E+00	4.45E+00	3.66E+00	5.83E+00	8.55E+00	7.71E+00	8.00E+00
V18	2.24E-01	8.97E+00	2.21E+00	1.18E+00	9.29E-01	7.67E-01	2.95E+00	6.08E+00	4.63E+00	2.00E-01	8.00E-01	9.66E+00	5.47E-01	3.50E+00
V19	7.26E+00	1.93E+00	1.32E+00	4.61E+00	1.13E+00	5.39E+00	3.48E+00	7.04E+00	8.56E+00	8.64E+00	4.06E+00	2.88E+00	3.41E+00	2.98E+00
V20	4.73E+00	2.82E+00	1.60E+00	2.03E+00	6.19E-01	2.00E-01	5.42E+00	8.15E+00	1.42E+01	2.38E+00	4.99E-01	1.63E+00	0.00E+00	5.73E+00
V21	6.00E-01	4.90E+00	7.31E-01	0.00E+00	1.13E+01	0.00E+00	8.94E-01	1.52E+00	1.15E+00	5.40E+00	2.00E-01	1.54E+01	9.91E-01	5.28E+00
V22	9.43E-01	1.03E+00	4.50E+00	1.90E+00	6.90E+00	2.38E+00	1.74E+00	3.13E+00	5.15E+00	2.03E+00	3.68E+00	6.01E+00	5.12E+00	4.64E+00
V23	3.06E+00	5.15E+00	0.00E+00	2.06E+00	1.68E+00	1.97E+00	0.00E+00	3.06E-01	1.11E+00	3.62E+00	1.20E+00	5.61E+00	7.16E-01	2.15E+00
V24	1.45E+00	6.72E+00	2.21E-01	1.08E+01	7.02E-01	1.22E+01	1.20E+00	1.17E+00	1.15E+00	9.25E+00	6.22E+00	1.03E+01	1.25E+01	0.00E+00
V25	1.87E+01	2.30E+00	4.67E-01	2.94E+00	4.52E+00	4.18E+00	2.87E+00	6.79E+00	7.87E+00	2.10E+01	6.50E+00	3.06E+00	2.92E+00	5.74E+00
V26	5.54E-01	6.45E+00	2.48E+00	5.03E+00	7.15E-01	3.60E+00	1.26E+00	5.53E+00	7.53E+00	9.98E-01	3.23E+00	6.95E+00	4.31E+00	6.62E+00
V27	2.64E+00	3.40E+00	0.00E+00	1.58E+00	6.49E+00	1.41E+00	7.71E+00	8.39E+00	9.00E+00	3.34E+00	3.12E+00	8.65E+00	2.51E+00	4.13E+00
V28	1.53E+00	1.07E+01	2.45E+00	3.35E+00	7.75E-01	7.04E+00	3.50E+00	1.65E+00	9.74E+00	3.87E+00	2.79E+00	1.25E+01	3.42E+00	3.40E+00
V29	7.63E-01	4.56E+00	1.09E+01	5.26E+00	1.25E+00	5.88E+00	4.89E+00	5.73E+00	1.97E+01	4.07E+00	1.17E+01	3.79E+00	1.23E+01	4.95E+00
V30	5.11E+00	4.27E+00	7.61E-01	2.25E+01	2.13E-01	3.23E+01	0.00E+00	6.86E-01	1.50E+00	2.06E+01	2.30E+01	6.39E+00	3.53E+01	7.92E-01
V31	4.39E+00	3.82E+00	3.00E-01	1.79E+01	1.26E+00	1.78E+01	2.39E+00	2.51E+00	3.79E+00	6.96E+00	1.54E+01	6.37E+00	2.22E+01	3.61E+00
V32	1.29E+00	6.80E+00	0.00E+00	5.21E-01	1.05E+00	1.89E+00	5.02E+00	5.18E+00	6.48E+00	8.62E-01	2.21E-01	6.02E+00	9.12E-01	2.47E+00
V33	1.53E-01	1.04E+01	2.71E+00	1.99E+00	9.57E-01	3.96E+00	5.21E+00	3.42E+00	6.25E+00	3.63E+00	6.11E-01	1.28E+01	1.53E+00	2.01E+00
V34	3.40E+00	1.04E+01	3.65E+00	4.71E+00	5.64E+00	4.61E+00	2.62E+00	3.50E+00	4.45E+00	5.29E+00	5.95E+00	1.10E+01	3.69E+00	4.76E+00
V35	6.18E+00	4.90E+00	3.53E+00	4.71E-01	7.00E-01	1.86E+00	7.30E+00	6.69E+00	6.26E+00	7.15E+00	1.47E+00	5.46E+00	3.01E+00	7.69E+00
V36	1.29E+00	1.19E+00	1.33E+00	6.40E-01	7.12E-01	2.13E-01	9.10E-01	1.27E+00	2.10E+00	1.00E+00	1.33E-01	5.33E-01	0.00E+00	1.44E+00
V37	1.01E+01	4.93E+00	4.96E-01	3.04E+00	1.39E+00	3.17E+00	2.91E-01	2.67E-01	1.60E+00	1.13E+01	3.33E+00	4.37E+00	3.29E+00	5.97E-01
V38	1.28E+00	3.66E+00	3.38E+00	7.89E-01	2.20E+00	0.00E+00	1.79E+00	2.88E+00	2.88E+00	1.55E+00	1.22E+00	2.77E+00	1.18E+00	3.57E+00
V39	1.71E+00	2.00E-01	0.00E+00	7.61E-01	4.71E-01	1.30E+00	8.00E-01	4.07E-01	8.70E-01	1.72E+00	1.23E+00	2.13E-01	4.82E-01	7.18E-01
V40	1.38E+00	1.49E+00	0.00E+00	5.51E+00	2.37E+00	2.07E+00	9.47E+00	5.54E+00	1.16E+01	5.75E+00	5.25E+00	3.97E+00	3.24E+00	2.22E+00
V41	1.15E+00	2.71E+00	1.71E+00	5.25E+00	2.53E+00	8.37E+00	1.27E+01	1.10E+01	1.72E+01	4.51E+00	7.93E+00	4.26E+00	5.42E+00	4.07E+00
V42	9.48E+00	6.67E+00	4.58E+00	2.64E+00	1.41E+01	2.53E+00	1.37E+01	3.53E+01	3.63E+01	1.18E+01	2.42E+00	1.80E+01	5.02E+00	1.85E+01
V43	5.86E-01	1.53E+01	1.27E+00	4.04E+00	1.07E+00	3.85E+00	4.61E+00	6.29E+00	4.93E+00	3.96E+00	6.23E+00	1.84E+01	7.93E+00	6.20E+00
V44	1.00E-01	2.88E+00	2.76E+00	1.65E+00	7.31E+00	2.41E+00	3.40E+00	2.32E+00	3.88E+00	2.48E+00	2.57E+00	8.36E+00	1.90E+00	2.92E+00
V45	5.86E+00	1.35E+00	1.16E+00	2.69E-01	2.02E+00	2.00E-01	6.16E-01	7.02E-01	1.40E+00	6.48E+00	8.36E-01	2.55E+00	3.06E-01	1.78E+00
V46	8.14E-01	1.17E+01	6.63E-01	1.53E+00	2.55E+01	3.24E+00	0.00E+00	0.00E+00	3.00E-01	9.96E+00	5.54E-01	2.32E+01	1.74E+00	4.50E+00
V47	3.05E+00	3.98E+00	4.79E+00	2.32E+00	4.96E-01	1.19E+00	2.65E+01	2.19E+01	3.02E+01	9.80E+00	3.23E+00	1.10E+00	5.58E+00	1.64E+01
V48	7.08E+00	7.86E+00	2.21E-01	3.14E+00	2.93E+00	2.06E+00	9.68E+00	1.12E+01	1.17E+01	9.26E+00	3.31E+00	7.93E+00	4.21E+00	4.72E+00
V49	3.64E+00	9.57E-01	0.00E+00	9.35E+00	1.82E+00	3.91E+00	8.41E-01	3.99E+00	1.87E+00	8.90E+00	5.95E+00	1.33E+00	1.03E+01	2.40E+00
V50	5.35E+00	1.10E+00	1.53E+00	2.24E-01	6.05E-01	1.00E-01	0.00E+00	1.58E+00	1.05E+00	5.69E+00	7.48E-01	1.52E+00	8.44E-01	1.66E+00
V51	7.05E+00	2.37E+00	2.28E+00	6.71E+00	2.18E+00	9.52E+00	0.00E+00	0.00E+00	5.00E-01	7.49E+00	1.01E+01	5.80E+00	1.04E+01	4.01E-01
V52	6.01E+00	5.51E+00	2.02E+00	8.54E+00	3.53E+00	1.33E+01	7.77E-01	1.73E+00	4.01E-01	9.83E+00	1.55E+01	4.96E+00	9.52E+00	3.91E+00
V53	1.69E+00	3.99E+00	2.54E+00	6.16E+00	0.00E+00	4.89E+00	3.42E-01	9.57E-01	2.21E+00	3.41E+00	4.53E+00	6.40E+00	5.57E+00	1.22E+00
V54	3.06E-01	5.44E+00	0.00E+00	1.00E+00	1.05E+00	2.67E-01	1.57E+00	4.84E+00	3.31E+00	6.29E-01	1.05E+00	6.22E+00	8.27E-01	3.94E+00
V55	4.75E+00	2.83E+00	1.43E+00	3.22E+00	1.27E+00	4.00E-01	7.15E-01	3.99E+00	1.75E+00	6.17E+00	1.62E+00	8.84E-01	4.36E+00	6.29E-01
V56	1.18E+00	1.35E+00	0.00E+00	4.23E-01	2.92E+00	1.00E-01	4.90E-01	3.40E-01	4.22E-01	1.36E+00	2.13E-01	2.34E+00	4.42E-01	5.33E-01
V57	4.86E+00	1.61E+00	1.58E+00	1.67E+01	0.00E+00	3.12E+01	2.18E+00	1.11E+00	5.62E+00	2.15E+01	2.90E+01	2.04E+00	2.32E+01	7.00E-01
V58	4.48E+00	7.61E-01	4.32E+00	2.47E+00	1.48E+00	1.12E+00	1.11E+00	1.44E+00	1.97E+00	2.00E+00	2.66E+00	1.70E+00	1.46E+00	1.69E+00
V59	4.83E+00	2.54E+00	1.47E+00	1.51E+00	8.82E-01	7.19E-01	1.27E+00	8.67E-01	8.44E-01	5.65E+00	7.61E-01	2.77E+00	4.00E-01	9.98E-01
V60	1.00E+00	0.00E+00	3.24E+00	4.95E+00	3.35E+00	4.96E+00	5.51E+00	4.50E+00	8.99E+00	7.57E+00	2.59E+00	1.99E+00	3.92E+00	6.16E+00
V61	4.71E-01	1.42E+00	4.65E+00	1.04E+00	2.77E+00	1.14E+00	8.55E+00	0.00E+00	9.69E+00	2.97E+00	1.50E+00	4.68E+00	1.29E+00	1.62E+00
V62	1.89E+00	3.26E+00	6.44E+00	3.30E+00	1.03E+01	3.71E+00	2.64E+00	2.76E+00	8.41E+00	3.33E+00	3.27E+00	1.18E+01	3.13E+00	4.52E+00
V63	9.51E+00	5.96E+00	0.00E+00	4.71E+00	6.83E-01	6.17E+00	3.01E+01	4.05E+01	4.68E+01	9.77E+00	5.31E+00	6.25E+00	6.49E+00	1.30E+01
V64	1.40E+00	1.01E+01	0.00E+00	1.72E+00	4.52E-01	1.41E+00	3.15E+00	1.58E+00	5.84E+00	1.02E+00	1.60E+00	1.33E+01	6.40E-01	1.71E+00
V65	6.04E+00	1.69E+01	1.94E+00	5.17E-01	7.00E-01	1.79E+00	2.10E+00	1.40E+00	2.57E+00	8.66E+00	1.31E+00	1.82E+01	0.00E+00	2.15E+00
V66	4.52E+00	4.53E+00	1.86E+00	0.00E+00	4.96E+00	1.37E+00	3.50E+00	5.77E+00	1.46E+01	3.41E+00	1.86E+00	4.07E+00	1.73E+00	1.10E+01
V67	3.23E+00	3.79E+00	5.17E+00	2.82E+00	2.67E-01	4.02E+00	0.00E+00	2.02E+00	3.28E+00	5.97E+00	5.47E+00	5.24E+00	8.14E+00	2.65E+00
V68	7.84E+00	7.76E+00	8.72E-01	6.92E+00	5.53E+00	1.03E+01	1.64E+00	2.01E+00	1.58E+00	9.88E+00	2.28E+00	9.45E+00	9.80E+00	1.90E+00
V69	2.95E+00	8.57E-01	0.00E+00	3.08E+00	1.02E+00	6.19E+00	0.00E+00	1.00E-01	6.00E-01	2.97E+00	5.37E+00	1.05E+00	3.90E+00	2.00E-01
V70	8.84E-01	4.77E+00	2.93E+00	1.33E-01	0.00E+00	1.05E+00	1.29E+00	1.57E+00	2.18E+00	8.54E-01	4.82E-01	4.68E+00	3.96E-01	0.00E+00
V71	1.03E+00	7.38E+00	4.27E-01	3.82E+00	1.01E+01	4.90E+00	5.39E-01	3.00E-01	3.06E-01	5.37E+00	3.13E+00	1.21E+01	4.88E+00	3.78E+00
V72	5.78E-01	1.00E-01	5.71E+00	1.82E+01	3.27E-01	2.41E+01	3.27E-01	0.00E+00	0.00E+00	3.73E+00	1.84E+01	1.59E+00	2.51E+01	2.79E+00
V73	0.00E+00	2.08E+00	3.10E+00	3.27E+00	1.01E+00	5.20E+00	3.67E+00	4.36E+00	9.62E+00	3.47E+00	5.57E+00	2.25E+00	4.51E+00	7.50E+00
V74	2.55E+00	3.97E+00	1.12E+00	3.06E+00	9.58E+00	1.01E+00	9.91E-01	1.02E+00	1.44E+00	3.49E+00	3.08E+00	6.87E+00	2.65E+00	2.80E+00
V75	1.28E+01	3.57E+00	1.38E+00	1.72E+00	5.60E+00	1.89E+00	3.74E+00	6.26E+00	6.52E+00	1.70E+01	1.70E+00	3.09E+00	1.66E+00	9.11E+00
V76	4.11E+00	1.66E+00	0.00E+00	1.37E+00	3.73E+00	3.00E-01	1.49E+00	2.07E+00	2.07E+00	3.85E+00	2.69E-01	4.18E+00	7.27E-01	2.31E+00
V77	7.22E-01	0.00E+00	1.35E+00	4.82E-01	1.13E+00	1.00E-01	3.59E-01	0.00E+00	0.00E+00	6.51E-01	3.06E-01	3.06E-01	3.35E-01	0.00E+00
V78	1.99E+00	8.70E-01	1.43E+00	1.23E+00	1.61E+00	1.86E+00	0.00E+00	1.00E-01	0.00E+00	8.84E-01	2.02E+00	1.57E+00	1.37E+00	9.36E-01
V79	5.83E+00	0.00E+00	2.65E+00	5.09E+00	5.43E-01	2.43E+00	1.07E+00	6.84E-01	9.80E-01	8.43E+00	4.44E+00	1.49E+00	3.98E+00	1.58E+00
V80	1.03E+01	3.06E+00	2.19E+00	3.44E+00	7.42E-01	5.10E+00	1.92E+00	5.74E+00	6.34E+00	1.07E+01	2.93E+00	3.86E+00	3.70E+00	4.25E+00
V81	9.64E-01	1.48E+00	2.59E+00	7.20E+00	0.00E+00	7.67E+00	1.61E+00	1.13E+00	2.45E+00	3.34E+00	2.03E+00	3.92E+00	6.77E+00	1.70E+00
V82	4.58E-01	4.42E+00	3.14E-01	3.27E+00	3.71E-01	3.48E+00	2.39E+00	2.50E+00	2.33E+00	6.32E-01	1.95E+00	4.59E+00	4.63E+00	6.32E-01
V83	1.09E+00	0.00E+00	7.92E-01	1.27E+00	0.00E+00	4.27E+00	1.69E+00	2.02E+00	1.33E+00	3.54E+00	3.73E+00	6.71E-01	2.19E+00	2.00E-01
V84	0.00E+00	1.07E+01	0.00E+00	4.77E-01	3.92E+00	1.61E+00	0.00E+00	0.00E+00	2.00E-01	9.60E-01	1.42E+00	1.16E+01	4.16E-01	0.00E+00
V85	3.27E-01	2.96E+00	0.00E+00	2.21E-01	3.67E+00	1.09E+00	0.00E+00	5.12E-01	0.00E+00	1.32E+00	5.42E-01	3.38E+00	5.81E-01	1.33E+00
V86	2.19E+00	7.37E-01	1.08E+00	1.47E+00	6.86E-01	8.85E-01	1.06E+00	2.98E+00	1.39E+00	1.06E+00	0.00E+00	6.71E-01	0.00E+00	1.25E+00
V87	1.11E+00	1.63E-01	1.31E+00	1.55E+00	0.00E+00	2.93E+00	1.45E+00	1.62E+00	1.39E+00	1.84E+00	2.47E+00	1.53E-01	1.51E+00	0.00E+00
V88	2.86E+00	4.64E+00	2.98E-01	3.34E+00	1.17E+01	1.25E+00	2.34E+00	1.10E+00	3.61E+00	5.49E+00	4.99E+00	1.18E+01	3.60E+00	3.94E+00
V89	5.93E+00	4.22E-01	1.71E+00	6.70E-01	4.22E-01	1.33E-01	2.72E+00	4.05E+00	3.81E+00	6.97E+00	1.16E+00	1.00E-01	8.94E-01	5.60E+00
V90	5.58E+00	4.75E+00	9.52E-01	1.93E+00	2.50E+00	1.62E+00	1.59E+00	1.78E+00	3.43E+00	6.45E+00	2.69E+00	3.40E+00	4.01E-01	2.94E+00
V91	0.00E+00	3.44E+00	1.60E+00	1.40E+00	0.00E+00	2.19E+00	2.14E+00	2.47E+00	4.43E+00	2.16E+00	2.17E+00	4.06E+00	1.91E+00	2.71E+00
V92	8.41E-01	1.58E+01	7.78E-01	0.00E+00	5.25E+00	2.87E+00	0.00E+00	0.00E+00	0.00E+00	1.55E+00	5.81E-01	1.52E+01	1.00E+00	2.13E-01
V93	4.35E+00	1.70E+01	3.68E+00	3.00E-01	7.48E+00	1.90E+00	4.11E+00	1.74E+00	5.08E+00	7.26E+00	1.54E+00	1.83E+01	1.80E+00	3.50E+00
V94	3.34E+00	1.86E+00	2.35E+00	2.82E+00	1.62E+00	1.08E+01	3.18E+00	4.66E+00	5.98E+00	4.21E+00	6.28E+00	1.42E+00	4.87E+00	4.24E+00
V95	6.67E-01	1.07E+00	1.14E+01	1.33E+00	0.00E+00	1.59E+00	3.64E+00	4.69E+00	1.59E+01	1.62E+00	3.06E-01	1.03E+00	1.18E+00	4.56E+00
V96	6.71E-01	1.09E+00	2.78E+00	1.84E+00	1.02E+00	9.20E-01	1.63E+00	2.24E+00	3.72E+00	9.98E-01	6.40E-01	6.05E-01	2.21E+00	1.77E+00
V97	3.79E-01	1.81E+00	2.61E+00	5.26E-01	1.84E+00	2.00E-01	1.56E+00	1.06E+00	2.62E+00	0.00E+00	5.26E-01	1.87E+00	0.00E+00	2.54E+00
V98	4.75E+00	3.74E+00	1.76E+00	8.47E-01	4.04E+00	1.37E+00	0.00E+00	5.96E-01	5.54E-01	5.40E+00	1.29E+00	2.90E+00	6.00E-01	6.11E-01
V99	2.16E+00	3.84E+00	8.97E-01	3.55E+00	1.83E+00	2.08E+00	1.84E+00	3.23E+00	5.37E+00	3.09E+00	2.62E+00	2.92E+00	2.53E+00	4.83E+00
V100	9.40E+00	3.76E+00	8.84E-01	0.00E+00	2.79E+00	6.96E-01	2.60E-01	1.00E+00	2.09E+00	1.09E+01	1.67E+00	3.85E+00	7.16E-01	1.32E+00
