Samples	ID83A	ID83B	ID83C	ID83D
V58	6.55E+00	9.87E+00	7.04E+00	3.34E+00
V59	1.88E+00	2.06E+01	1.76E+01	3.50E+00
V60	0.00E+00	6.83E+00	6.83E+00	0.00E+00
V61	2.09E+01	2.14E+01	8.36E-01	1.66E+01
V62	1.86E+01	1.07E+01	4.56E+01	3.91E+01
V63	3.65E+01	2.89E+01	2.54E+00	3.97E+01
V64	1.23E+00	1.68E+00	1.63E+00	1.14E+00
V65	3.36E+01	3.00E+00	2.38E+00	3.05E+01
V66	1.57E+00	1.56E+00	4.36E+01	4.44E+01
V67	3.89E+01	5.40E+00	2.34E+00	3.49E+01
V68	9.74E+00	5.05E+00	5.49E+00	9.32E+00
V69	2.68E+01	1.05E+01	3.36E+01	5.15E+01
V70	1.97E+00	8.40E+00	7.94E+00	5.58E-01
V71	1.96E+01	2.09E+00	1.24E+01	2.66E+01
V72	1.01E+01	2.96E+00	4.00E+00	5.36E+00
V73	4.79E+00	1.86E+01	2.05E+01	3.02E+00
V74	5.46E+00	1.94E+01	1.70E+01	0.00E+00
V75	1.54E+01	1.44E+01	1.74E+00	1.40E+01
V76	1.63E+01	1.59E+01	6.64E+00	7.79E+00
V77	2.20E+01	2.39E+01	7.05E+00	7.45E+00
V78	1.02E+00	4.68E+00	4.13E+00	4.90E-01
V79	4.35E+00	1.85E+01	1.76E+01	3.11E+00
V80	7.30E+00	2.87E+01	2.46E+01	4.73E+00
V81	6.80E+00	8.00E+00	5.69E+00	4.20E+00
V82	2.59E+01	4.89E+01	4.14E+01	1.15E+01
V83	6.51E+00	2.03E+01	2.00E+01	4.04E+00
V84	3.55E+00	5.42E-01	5.01E+00	4.10E+00
V85	3.72E+00	2.43E+00	3.02E+00	4.21E+00
V86	1.77E+00	3.14E+01	3.02E+01	1.09E+00
V87	8.65E+00	3.54E+00	5.63E+00	9.61E+00
V88	7.10E+00	2.52E+01	2.35E+01	2.81E+00
V89	1.47E+01	1.41E+01	1.15E+01	7.12E+00
V90	4.04E+01	1.67E+00	1.62E+00	4.10E+01
V91	8.65E+00	9.01E+00	8.58E+00	4.22E+00
V92	2.32E+01	1.75E+01	1.19E+01	1.03E+01
V93	3.84E+00	3.46E+00	9.43E+00	8.25E+00
V94	1.67E+01	2.70E+01	1.98E+01	7.56E+00
V95	1.80E+00	4.98E+00	1.04E+01	1.04E+01
V96	6.74E-01	1.58E+01	1.63E+01	8.87E+00
V97	6.66E+00	8.41E+00	5.51E+00	6.96E-01
V98	1.20E+01	1.37E+01	4.85E+00	7.09E+00
V99	3.74E+00	7.25E+00	7.63E+00	2.06E+00
V100	1.36E+01	7.50E+00	3.92E+00	1.27E+01
